"tax_id","org_name","genome_size","gc_content","motility","gram_stain","sporulation","cell_shape","range_salinity","range_tmp","metabolism","optimum_tmp","ref_type","reference"
405917,"Bacillus cereus W",NA,35.5,"Yes","+","Yes","Rod",NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
637380,NA,NA,33.09,NA,"Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
637380,NA,NA,37.91,NA,"Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
637380,"Bacillus cereus biovar anthracis str. CI",5486649,35.25,NA,"+",NA,"Rod",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
637380,NA,NA,32.54,NA,"Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
526973,"Bacillus cereus m1293",NA,35.3,"Yes","+","Yes","Rod",NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
526969,"Bacillus cereus m1550",NA,35.1,"Yes","+","Yes","Rod",NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1396,NA,NA,31.72,NA,"Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1396,NA,NA,36.48,NA,"Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1396,NA,NA,32.7,NA,"Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1396,NA,NA,35.71,NA,"Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1396,NA,NA,36.58,NA,"Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1396,NA,5627493,35.03,NA,NA,NA,NA,NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
1396,NA,5198273,35.24,NA,NA,NA,NA,NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
1396,NA,5411255,35.38,NA,NA,NA,NA,NA,"Mesophilic","Facultative",30,"doi","doi.org/10.1093/nar/gkw1017"
1396,NA,5210352,35.4,NA,NA,NA,NA,NA,"Mesophilic","Facultative",30,"doi","doi.org/10.1093/nar/gkw1017"
1396,NA,NA,32.56,NA,"Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1396,NA,6047626,35.218243,"No","Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1396,NA,5425931,35.290718,"No","Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1396,NA,5591569,35.17,NA,NA,NA,NA,NA,"Mesophilic","Facultative",30,"doi","doi.org/10.1093/nar/gkw1017"
1396,NA,5620250,35.45,NA,NA,NA,NA,NA,"Mesophilic","Facultative",30,"doi","doi.org/10.1093/nar/gkw1017"
1396,NA,6107210,36.681953,NA,NA,NA,NA,NA,"Mesophilic","Facultative",30,"doi","doi.org/10.1093/nar/gkw1017"
1396,NA,5492740,35.37,NA,NA,NA,NA,NA,"Mesophilic","Facultative",30,"doi","doi.org/10.1093/nar/gkw1017"
1396,NA,5501965,35.45,NA,NA,NA,NA,NA,"Mesophilic","Facultative",30,"doi","doi.org/10.1093/nar/gkw1017"
1396,NA,5486142,35.59,NA,NA,NA,NA,NA,"Mesophilic","Facultative",30,"doi","doi.org/10.1093/nar/gkw1017"
1396,NA,5554403,35.46,NA,NA,NA,NA,NA,"Mesophilic","Facultative",30,"doi","doi.org/10.1093/nar/gkw1017"
1396,NA,6507239,37.175888,NA,NA,NA,NA,NA,"Mesophilic","Facultative",30,"doi","doi.org/10.1093/nar/gkw1017"
1396,NA,5529283,35.56,NA,NA,NA,NA,NA,"Mesophilic","Facultative",30,"doi","doi.org/10.1093/nar/gkw1017"
1396,NA,5773137,35.47,NA,NA,NA,NA,NA,"Mesophilic","Facultative",30,"doi","doi.org/10.1093/nar/gkw1017"
1396,NA,5324496,35.04479,"No","Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1121087,"Bacillus chagannorensis DSM 18086",3425716,52.6,"Motile","Positive","Sporulating","Rod-shaped","Halophile","Mesophile","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
265729,NA,4072175,44.4,"No","Positive","Yes","Bacilli","Unknown","Mesophilic","Aerobic",30,"doi","doi.org/10.1093/nar/gkw1017"
1348626,NA,5097246,35.57,"Yes","Positive",NA,"Bacilli",NA,"Mesophilic","Facultative",33.5,"doi","doi.org/10.1093/nar/gkw1017"
66692,"Bacillus clausii KSM-K16",4303871,44.8,"Yes","+","Yes","Rod",NA,"Mesophilic",NA,40,"doi","doi.org/10.1093/nar/gkw1017"
79880,NA,NA,39.91,"Yes","Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
79880,NA,4266684,44.6,"Yes","Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
345219,"Bacillus coagulans 36D1",NA,46.5,"Yes","+","Yes","Rod",NA,"Mesophilic","Facultative",55,"doi","doi.org/10.1093/nar/gkw1017"
1121088,NA,3366995,46.9,NA,"Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1071395,"Bacillus coagulans XZL4",NA,47.47,"Motile ",NA,"Sporulation","rod-shaped",NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1150624,NA,3215197,37.97,NA,"Positive",NA,"Bacilli",NA,"Mesophilic",NA,37,"doi","doi.org/10.1093/nar/gkw1017"
441769,"Bacillus coahuilensis m4-4",NA,38.1,NA,NA,NA,NA,"Moderate halophilic",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1150625,NA,3407443,37.96,NA,"Positive",NA,"Bacilli",NA,"Mesophilic",NA,37,"doi","doi.org/10.1093/nar/gkw1017"
1314751,NA,4897256,35.68,NA,"Positive",NA,NA,NA,NA,"Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
315749,"Bacillus cytotoxicus NVH 391-98",4094159,35.9,"Yes","+","Yes","Rod","Non-halophilic","Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
315749,NA,NA,30.26,"Yes","Positive",NA,"Bacilli",NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1314752,NA,5159434,38.69,"Yes","Positive",NA,"Bacilli",NA,"Mesophilic","Facultative",30,"doi","doi.org/10.1093/nar/gkw1017"
1414647,NA,3961347,44.01,NA,NA,NA,NA,NA,"Mesophilic","Aerobic",37,"doi","doi.org/10.1093/nar/gkw1017"
1414647,NA,3961335,44.01,NA,NA,NA,NA,NA,"Mesophilic","Aerobic",37,"doi","doi.org/10.1093/nar/gkw1017"
1348628,NA,4410645,35.1,"Yes","Negative",NA,"Bacilli",NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1307436,"Bacillus firmus DS1",4971242,41.4,"Motile","Positive","Sporulating","Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1314753,NA,4421001,41.66,"No","Positive",NA,"Bacilli",NA,"Mesophilic",NA,30,"doi","doi.org/10.1093/nar/gkw1017"
1348625,NA,3906163,37.64,"Yes","Positive",NA,"Bacilli",NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1121090,"Bacillus fordii DSM 16014",4506100,41.2,"Motile","Negative","Sporulating","Rod-shaped",NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1314754,NA,3294206,40.43,"Yes","Positive",NA,"Bacilli",NA,NA,"Aerobic",50,"doi","doi.org/10.1093/nar/gkw1017"
1121091,"Bacillus gelatini DSM 15865",4167299,41.4,"Motile","Positive","Sporulating",NA,NA,"Thermotolerant","Aerobic",45,"doi","doi.org/10.1093/nar/gkw1017"
272558,"Bacillus halodurans C-125",4202352,43.7,"Yes","+","Yes","Rod",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
1458122,NA,4129127,44.4,"Yes","Positive","Yes","Bacilli","ModerateHalophilic","Mesophilic","Aerobic",30,"doi","doi.org/10.1093/nar/gkw1017"
1367477,"Bacillus infantis NRRL B-14911",4884713,46,"Yes","Negative",NA,"Bacilli","Unknown",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1224748,"Bacillus isronensis B3W22",4019895,38.76,"Yes","Positive","Yes","Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1348629,NA,4951018,38.19,"Yes","Positive",NA,"Bacilli",NA,"Mesophilic",NA,33.5,"doi","doi.org/10.1093/nar/gkw1017"
1121092,"Bacillus kribbensis DSM 17871",5043312,43,"Motile","Positive","Sporulating","Rod-shaped",NA,"Mesophile","Aerobic",31.5,"doi","doi.org/10.1093/nar/gkw1017"
1220588,NA,4519503,37.94,NA,"Positive",NA,"Bacilli",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
1246626,NA,3993073,39.9,NA,"Positive",NA,"Bacilli",NA,"Mesophilic",NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1348624,NA,4334887,36.53,NA,"Positive",NA,"Bacilli",NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
766760,"Bacillus licheniformis 9945A",4376305,45.92,"Yes","Positive",NA,"Bacilli",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
279010,"Bacillus licheniformis ATCC 14580",4222645,46.2,"Yes","+","Yes","Rod",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
1368424,"Bacillus licheniformis CG-B52",4396552,45.7,"Yes","Positive","Yes","Bacilli","ModerateHalophilic","Mesophilic","Aerobic",30,"doi","doi.org/10.1093/nar/gkw1017"
279010,"Bacillus licheniformis ATCC 14580",4222597,46.2,"Yes","+","Yes","Rod",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
1433290,NA,4112350,46.3,"Yes","Positive","Yes","Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1433291,NA,4240430,46.1,"Yes","Positive","Yes","Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1131733,NA,4138656,46.12,NA,"Positive",NA,"Bacilli",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
1131734,NA,4333154,45.84,NA,"Positive",NA,"Bacilli",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
1131732,NA,4341789,45.79,NA,"Positive",NA,"Bacilli",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
1402,NA,4194413,46.23,NA,"Positive",NA,"Bacilli",NA,"Thermophilic","Aerobic",50,"doi","doi.org/10.1093/nar/gkw1017"
1402,NA,4208275,46.07,NA,"Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1402,NA,4405338,45.96,NA,NA,NA,NA,NA,"Mesophilic","Microaerophilic",37,"doi","doi.org/10.1093/nar/gkw1017"
1402,NA,NA,36.49,NA,NA,NA,NA,NA,"Mesophilic","Microaerophilic",37,"doi","doi.org/10.1093/nar/gkw1017"
1402,NA,4342466,45.8,NA,NA,NA,NA,NA,"Mesophilic","Microaerophilic",37,"doi","doi.org/10.1093/nar/gkw1017"
1402,NA,4475542,45.69,NA,NA,NA,NA,NA,"Mesophilic","Microaerophilic",37,"doi","doi.org/10.1093/nar/gkw1017"
1402,NA,4300706,45.93,NA,NA,NA,NA,NA,"Mesophilic","Microaerophilic",37,"doi","doi.org/10.1093/nar/gkw1017"
1188261,"Bacillus marmarensis DSM 21297",4026058,39.8,"No","Positive","Yes","Bacilli","Mesophilic","Mesophilic","Unknown",NA,"doi","doi.org/10.1093/nar/gkw1017"
592022,"Bacillus megaterium DSM 319",5097447,38.1,"Yes","+","Yes","Rod",NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1348908,"Bacillus megaterium MSP20.1",4363086,36.5,"Yes","Positive","Yes","Bacilli","ExtremeHalophilic","Mesophilic","Aerobic",37,"doi","doi.org/10.1093/nar/gkw1017"
1348623,NA,5727066,37.73,"Yes","Positive","Yes","Bacilli","NonHalophilic","Mesophilic","Aerobic",30,"doi","doi.org/10.1093/nar/gkw1017"
1348623,NA,5746640,37.83,NA,"Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1348623,NA,NA,35.1,NA,"Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1348623,NA,NA,35.97,NA,"Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1348623,NA,5513953,37.76,"Yes","Positive",NA,"Bacilli",NA,"Mesophilic","Aerobic",30,"doi","doi.org/10.1093/nar/gkw1017"
1348623,NA,NA,34.54,NA,"Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1348623,NA,NA,33.58,NA,"Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1348623,NA,NA,35.45,NA,"Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1348623,NA,NA,34.65,NA,"Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1452722,NA,NA,36.42,NA,"Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1452722,NA,5229799,38.23,NA,"Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
545693,"Bacillus megaterium QM B1551",5522942,37.9,"Yes","+","Yes","Rod",NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
545693,NA,NA,33.49,"Yes","Positive",NA,"Bacilli",NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
545693,NA,NA,33.91,"Yes","Positive",NA,"Bacilli",NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
545693,NA,NA,34.5,"Yes","Positive",NA,"Bacilli",NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
545693,NA,NA,34.84,"Yes","Positive",NA,"Bacilli",NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
545693,NA,NA,32.97,"Yes","Positive",NA,"Bacilli",NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
545693,NA,NA,36.47,"Yes","Positive",NA,"Bacilli",NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
545693,NA,NA,35.5,"Yes","Positive",NA,"Bacilli",NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
796606,NA,3398994,38.49,"Yes","Positive",NA,"Bacilli",NA,NA,"Aerobic",55,"doi","doi.org/10.1093/nar/gkw1017"
796606,NA,NA,35.8,"Yes","Positive",NA,"Bacilli",NA,NA,"Aerobic",55,"doi","doi.org/10.1093/nar/gkw1017"
796606,NA,NA,36.68,"Yes","Positive",NA,"Bacilli",NA,NA,"Aerobic",55,"doi","doi.org/10.1093/nar/gkw1017"
796606,NA,NA,35.8,"No","Positive",NA,"Bacilli",NA,"Thermophilic","Aerobic",50,"doi","doi.org/10.1093/nar/gkw1017"
796606,NA,NA,36.69,"No","Positive",NA,"Bacilli",NA,"Thermophilic","Aerobic",50,"doi","doi.org/10.1093/nar/gkw1017"
796606,NA,3425208,38.6304,"No","Positive","Yes","Bacilli",NA,"Thermophilic","Aerobic",50,"doi","doi.org/10.1093/nar/gkw1017"
492670,NA,4111403,46.12,"Yes","Positive",NA,"Bacilli",NA,"Mesophilic","Aerobic",30,"doi","doi.org/10.1093/nar/gkw1017"
1329377,"Bacillus mojavensis RRC 101",4034868,43.67,"Yes","Positive","Yes","Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1405,NA,5637053,35.38,NA,"Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
526997,"Bacillus mycoides DSM 2048",NA,35.2,"No","+","Yes","Rod",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
526998,"Bacillus mycoides Rock1-4",NA,35.3,"No","+","Yes","Rod",NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
526999,"Bacillus mycoides Rock3-17",NA,35.4,"No","+","Yes","Rod",NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1405,NA,NA,31.4,NA,"Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1405,NA,NA,32.64,NA,"Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1405,NA,NA,33.92,NA,"Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1405,NA,5785403,35.18,"No","Positive",NA,"Bacilli",NA,"Mesophilic","Facultative",30,"doi","doi.org/10.1093/nar/gkw1017"
1405,NA,NA,33.44,NA,"Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1405,NA,NA,34,NA,"Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1405,NA,NA,33.75,NA,"Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1405,NA,NA,31.31,NA,"Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1405,NA,NA,32.49,NA,"Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1405,NA,NA,33.05,NA,"Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1202533,"Bacillus nealsonii AAU1",4978389,47.6,NA,"Positive",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
86668,NA,6372252,37.82,"No","Positive","Yes","Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1348654,NA,6183708,38.16,"Yes","Positive",NA,"Bacilli",NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1349756,NA,5569548,39.86,"Yes","Positive",NA,"Bacilli",NA,"Mesophilic","Facultative",35,"doi","doi.org/10.1093/nar/gkw1017"
1121093,"Bacillus panaciterrae DSM 19096",5401431,40.5,"Nonmotile","Positive","Sporulating","Rod-shaped",NA,"Mesophile","Aerobic",30,"doi","doi.org/10.1093/nar/gkw1017"
1808964,NA,NA,37.165287,NA,NA,NA,NA,NA,"Unknown","Aerobic",37,"doi","doi.org/10.1093/nar/gkw1017"
1768917,NA,NA,39.703228,NA,NA,NA,NA,NA,"Mesophilic","Aerobic",30,"doi","doi.org/10.1093/nar/gkw1017"
398511,NA,NA,35.98,"Yes",NA,NA,"Bacilli",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
398511,NA,NA,35.45,"Yes",NA,NA,"Bacilli",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
398511,"Bacillus pseudofirmus OF4",4249248,39.9,"Yes",NA,"Yes","Rod",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
527000,"Bacillus pseudomycoides DSM 12442",NA,35.4,"No","+","Yes","Rod",NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1174504,"Bacillus psychrosaccharolyticus ATCC 23296",4571059,38.83,"Yes","Positive",NA,"Bacilli","Unknown","Psychrophilic","Aerobic",20,"doi","doi.org/10.1093/nar/gkw1017"
536229,"Bacillus pumilus ATCC 7061",NA,41.7,"Yes","+","Yes","Rod",NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1227811,"Bacillus pumilus BA06",3747698,41.3,"Yes","Positive","Yes","Bacilli","Mesophilic","Mesophilic","Aerobic",37,"doi","doi.org/10.1093/nar/gkw1017"
1350468,"Bacillus pumilus CCMA-560",3844811,41.4,NA,"Positive",NA,"Rod-shaped","ModerateHalophilic","Mesophilic","Aerobic",30,"doi","doi.org/10.1093/nar/gkw1017"
315750,"Bacillus pumilus SAFR-032",3704465,41.3,"Yes","+","Yes","Rod",NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1408,NA,3659360,41.14,"No","Positive",NA,"Bacilli",NA,NA,"Aerobic",37,"doi","doi.org/10.1093/nar/gkw1017"
1408,NA,3681784,41.42,"Yes","Positive",NA,"Bacilli",NA,NA,"Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1408,NA,NA,36.84,"Yes","Positive",NA,"Bacilli",NA,NA,"Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1408,NA,3763493,41.37,NA,"Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1408,NA,3643624,41.6,NA,"Positive",NA,"Bacilli",NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1408,NA,3860091,41.32,NA,"Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1408,NA,3878815,41.43,NA,"Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1408,NA,NA,35.69,NA,"Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1408,NA,3723433,41.42,"Yes","Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1408,NA,3745123,41.39,"Yes","Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1355022,"Bacillus safensis VK",3683090,41.6,"Motile","Positive","Sporulating","Rod-shaped",NA,"Mesophilic","Aerobic",33.5,"doi","doi.org/10.1093/nar/gkw1017"
561879,NA,3771318,41.4,"Yes","Positive",NA,"Bacilli",NA,"Mesophilic","Aerobic",40,"doi","doi.org/10.1093/nar/gkw1017"
561879,NA,3676140,41.73,NA,"Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
561879,NA,3670170,41.56,NA,NA,NA,NA,NA,"Mesophilic","Unknown",NA,"doi","doi.org/10.1093/nar/gkw1017"
439292,"Bacillus selenitireducens MLS10",3592487,48.6,"No","+","No","Rod","Moderate halophilic","Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
1649580,NA,3982201,47.11,NA,NA,NA,NA,NA,"Mesophilic","Aerobic",30,"doi","doi.org/10.1093/nar/gkw1017"
1349754,NA,5490084,39.8,"Yes","Positive",NA,"Bacilli",NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1478,NA,5521719,39.76,NA,"Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1478,NA,NA,36.37,NA,"Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1220590,NA,3244746,40.44,"Yes","Positive",NA,"Bacilli",NA,"Thermophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
1479,NA,NA,35.9,NA,"Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1479,NA,3381292,40.75,NA,"Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1348630,NA,5464808,39.53,"Yes","Positive",NA,"Bacilli",NA,"Mesophilic","Facultative",30,"doi","doi.org/10.1093/nar/gkw1017"
1220591,NA,4409961,45.5,"Yes","Positive",NA,"Bacilli",NA,NA,"Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
1151120,"Bacillus sp. 105MF",5818490,35.3,NA,"Positive",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1169144,"Bacillus sp. 123MFChir2",4374023,36,NA,"Positive",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
665959,"Bacillus sp. 2_A_57_CT2",NA,40.76,NA,"+","Yes",NA,NA,"Mesophilic",NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1132442,"Bacillus sp. 37MA",3978784,40.5,NA,"Positive",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1151121,"Bacillus sp. 95MFCvi2.1",5671070,35.3,NA,"Positive",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
388400,"Bacillus sp. B14905",NA,37.6,NA,"+","Yes","Rod","Mesophilic","Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
665958,"Bacillus sp. BT1B_CT2",NA,45.45,NA,"+","Yes",NA,NA,"Mesophilic",NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1385719,NA,3907872,43.57,NA,NA,NA,"Bacilli",NA,"Psychrophilic","Unknown",NA,"doi","doi.org/10.1093/nar/gkw1017"
1386080,"Bacillus sp. EGD-AK10",6565134,55,NA,"Positive",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1581850,NA,4018468,43.77,"No","Positive",NA,"Bacilli",NA,"Mesophilic","Aerobic",30,"doi","doi.org/10.1093/nar/gkw1017"
1150157,"Bacillus sp. FJAT-13831",5471712,35.5,NA,NA,NA,NA,"NonHalophilic","Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1208600,"Bacillus sp. FJAT-14578",5568996,40.9,NA,NA,"Sporulating","Rod-shaped",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1827146,NA,5036631,38.33,NA,NA,NA,NA,NA,"Mesophilic","Aerobic",28,"doi","doi.org/10.1093/nar/gkw1017"
935837,"Bacillus sp. J37",5335013,36,"Nonmotile",NA,NA,NA,NA,"Mesophilic",NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1167733,"Bacillus sp. JGI 001006-L10",1211694,37.7,NA,"Positive",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1628753,NA,4069266,43.83,"Yes","Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1588630,NA,6025621,34.86,NA,"Positive",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
313627,"Bacillus sp. NRRL B-14911",NA,45.7,NA,"+","Yes","Rod",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1071072,"Bacillus sp. NSP2.1",5426897,54,"Yes","Positive","Yes","Bacilli","NonHalophilic","Mesophilic","Aerobic",37,"doi","doi.org/10.1093/nar/gkw1017"
1071073,"Bacillus sp. NSP22.2",3996217,44,"Yes","Positive","Yes","Bacilli","ModerateHalophilic","Mesophilic","Aerobic",35,"doi","doi.org/10.1093/nar/gkw1017"
