"tax_id","org_name","name_class","sporulation","gram_stain","optimum_tmp","optimum_ph","cogem_classification","ref_type","reference"
88916,"Borrelia spielmanii","genbank synonym",NA,0,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
142,"Borrelia turicatae","scientific name",0,0,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
62088,"Borrelia valaisiana","genbank synonym",NA,NA,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
43669,"Brachybacterium faecium","scientific name",0,1,27.5,NA,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
159,"Brachyspira hyodysenteriae","scientific name",0,0,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
13264,"Brachyspira innocens","scientific name",0,0,37,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
84377,"Brachyspira intermedia","scientific name",0,0,37,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
84378,"Brachyspira murdochii","scientific name",0,0,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
52584,"Brachyspira pilosicoli","scientific name",NA,0,37,7.2,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
29448,"Bradyrhizobium elkanii","scientific name",NA,0,NA,NA,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
375,"Bradyrhizobium japonicum","scientific name",NA,0,NA,7.2,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
44255,"Bradyrhizobium oligotrophicum","scientific name",NA,0,NA,NA,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
376,"Bradyrhizobium sp","misspelling",0,0,NA,7.2,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
51101,"Brevibacillus agri","scientific name",NA,1,30,5.6,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
45462,"Brevibacillus borstelensis","scientific name",1,1,30,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
1393,"Brevibacillus brevis","scientific name",1,NA,30,7.25,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
1465,"Brevibacillus laterosporus","scientific name",1,NA,30,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
33889,"Brevibacterium casei","scientific name",0,1,33.5,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
1703,"Brevibacterium linens","scientific name",0,1,25,7.5,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
53363,"Brevibacterium mcbrellneri","scientific name",0,1,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
293,"Brevundimonas diminuta","scientific name",0,0,35,7,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
74313,"Brevundimonas subvibrioides","scientific name",NA,0,NA,7,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
235,"Brucella abortus","scientific name",1,0,NA,7,3,"doi","doi.org/10.12688/gatesopenres.12772.1"
36855,"Brucella canis","scientific name",0,0,NA,7,3,"doi","doi.org/10.12688/gatesopenres.12772.1"
120577,"Brucella ceti","scientific name",0,0,NA,7,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
29459,"Brucella melitensis","scientific name",0,0,NA,7,3,"doi","doi.org/10.12688/gatesopenres.12772.1"
29460,"Brucella neotomae","scientific name",0,0,NA,7,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
236,"Brucella ovis","scientific name",0,0,NA,7.2,3,"doi","doi.org/10.12688/gatesopenres.12772.1"
120576,"Brucella pinnipedialis","scientific name",0,0,NA,6.85,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
29461,"Brucella suis","scientific name",0,0,NA,7,3,"doi","doi.org/10.12688/gatesopenres.12772.1"
9,"Buchnera aphidicola","scientific name",NA,0,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
118748,"Bulleidia extructa","scientific name",0,1,37,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
152480,"Burkholderia ambifaria","scientific name",0,0,30,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
95486,"Burkholderia cenocepacia","scientific name",0,0,NA,7.3,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
292,"Burkholderia cepacia","scientific name",NA,0,30,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
152500,"Burkholderia dolosa","scientific name",0,0,37,7,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
28095,"Burkholderia gladioli","scientific name",0,0,121,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
337,"Burkholderia glumae","scientific name",0,0,30,4.8,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
60548,"Burkholderia graminis","synonym",0,0,30,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
13373,"Burkholderia mallei","scientific name",0,0,NA,NA,3,"doi","doi.org/10.12688/gatesopenres.12772.1"
87883,"Burkholderia multivorans","scientific name",0,0,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
148447,"Burkholderia phymatum","synonym",0,0,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
28450,"Burkholderia pseudomallei","scientific name",0,0,NA,NA,3,"doi","doi.org/10.12688/gatesopenres.12772.1"
60550,"Burkholderia pyrrocinia","scientific name",0,0,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
57975,"Burkholderia thailandensis","scientific name",NA,0,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
101571,"Burkholderia ubonensis","scientific name",NA,0,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
60552,"Burkholderia vietnamiensis","scientific name",NA,0,37,7.1,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
36873,"Burkholderia xenovorans","synonym",NA,0,30,6.9,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
45851,"Butyrivibrio crossotus","scientific name",NA,0,37,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
831,"Butyrivibrio fibrisolvens","scientific name",NA,0,37,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
43305,"Butyrivibrio proteoclasticus","scientific name",NA,0,37,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
31899,"Caldicellulosiruptor bescii","scientific name",NA,1,75,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
52765,"Caldicellulosiruptor kristjanssonii","scientific name",0,0,78,7,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
52766,"Caldicellulosiruptor lactoaceticus","scientific name",0,0,74,7,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
55205,"Caldicellulosiruptor owensensis","scientific name",0,0,75,7.5,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
44001,"Caldicellulosiruptor saccharolyticus","scientific name",0,1,70,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
133453,"Caldilinea aerophila","scientific name",0,0,55,8,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
76887,"Caldivirga maquilingensis","scientific name",NA,NA,85,3.95,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
32054,"Calothrix parietina","scientific name",NA,NA,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
195,"Campylobacter coli","scientific name",0,0,37,7,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
199,"Campylobacter concisus","scientific name",0,0,37,6,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
200,"Campylobacter curvus","scientific name",0,0,37,7,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
196,"Campylobacter fetus","scientific name",0,0,37,7,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
824,"Campylobacter gracilis","scientific name",0,0,37,7,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
76517,"Campylobacter hominis","scientific name",0,0,37,7,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
197,"Campylobacter jejuni","scientific name",0,0,42,7,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
201,"Campylobacter lari","scientific name",0,0,37,7,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
203,"Campylobacter rectus","scientific name",0,0,37,7,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
204,"Campylobacter showae","scientific name",0,0,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
28080,"Campylobacter upsaliensis","scientific name",0,0,39.5,7,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
827,"Campylobacter ureolyticus","scientific name",0,0,39.5,7,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
101534,"Candidatus Blochmannia pennsylvanicus","scientific name",NA,0,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
114186,"Candidatus Carsonella ruddii","scientific name",NA,0,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
132144,"Candidatus Glomeribacter gigasporarum","scientific name",1,0,25,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
138072,"Candidatus Hamiltonella defensa","scientific name",NA,0,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
34021,"Candidatus Liberibacter asiaticus","scientific name",NA,0,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
141391,"Candidatus Mycoplasma haemolamae","scientific name",NA,NA,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
84647,"Candidatus Odyssella thessalonicensis","scientific name",NA,0,37,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
28176,"Candidatus Photodesmus katoptron","scientific name",NA,NA,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
59748,"Candidatus Phytoplasma australiense","scientific name",NA,0,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
37692,"Candidatus Phytoplasma mali","scientific name",NA,1,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
91844,"Candidatus Portiera aleyrodidarum","scientific name",NA,NA,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
138073,"Candidatus Regiella insecticola","scientific name",NA,0,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
33989,"Candidatus Rickettsia amblyommii","synonym",NA,0,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
28188,"Capnocytophaga canimorsus","scientific name",0,0,37,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
28189,"Capnocytophaga cynodegmi","scientific name",NA,0,37,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
1017,"Capnocytophaga gingivalis","scientific name",0,0,37,7,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
45242,"Capnocytophaga granulosa","scientific name",0,0,37,6.5,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
1018,"Capnocytophaga ochracea","scientific name",0,0,36,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
1019,"Capnocytophaga sputigena","scientific name",0,0,37,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
129958,"Carboxydothermus hydrogenoformans","scientific name",1,1,NA,7.9,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
2718,"Cardiobacterium hominis","scientific name",NA,0,35,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
2751,"Carnobacterium maltaromaticum","scientific name",0,1,NA,6.15,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
129052,"Catelliglobosispora koreensis","scientific name",1,1,28.5,7.5,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
100886,"Catenibacterium mitsuokai","scientific name",0,1,37,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
43997,"Catonella morbi","scientific name",0,0,37,5.4,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
88688,"Caulobacter segnis","scientific name",NA,0,NA,6.8,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
1708,"Cellulomonas fimi","scientific name",0,0,30,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
1711,"Cellulomonas flavigena","scientific name",0,1,30,7,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
59600,"Cellulophaga algicola","scientific name",0,0,15,7.5,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
979,"Cellulophaga lytica","scientific name",0,0,35,7,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
29360,"Cellulosilyticum lentocellum","scientific name",1,0,25,6.7,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
11,"Cellvibrio gilvus","synonym",NA,1,37,NA,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
46770,"Cenarchaeum symbiosum","scientific name",NA,NA,10,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
82203,"Centipeda periodontii","scientific name",0,0,35,7.1,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
79329,"Chitinophaga pinensis","scientific name",0,0,23.5,7,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
83560,"Chlamydia muridarum","scientific name",NA,0,37,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
85991,"Chlamydia pecorum","scientific name",NA,0,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
83558,"Chlamydia pneumoniae","scientific name",NA,0,37,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
83554,"Chlamydia psittaci","scientific name",NA,NA,38,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
813,"Chlamydia trachomatis","scientific name",NA,0,37,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
83555,"Chlamydophila abortus","synonym",NA,0,37,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
83557,"Chlamydophila caviae","synonym",NA,0,37,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
83556,"Chlamydophila felis","synonym",NA,0,32.5,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
1097,"Chlorobaculum tepidum","scientific name",0,0,48,5.25,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
84205,"Chlorobium ferrooxidans","scientific name",0,0,23.5,6.7,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
1092,"Chlorobium limicola","scientific name",NA,0,32.5,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
1096,"Chlorobium phaeobacteroides","scientific name",0,0,32.5,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
1094,"Chlorobium phaeovibrioides","scientific name",0,0,32.5,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
152260,"Chloroflexus aggregans","scientific name",NA,0,55,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
1108,"Chloroflexus aurantiacus","scientific name",NA,0,52.5,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
1124,"Chlorogloeopsis fritschii","scientific name",NA,0,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
100716,"Chloroherpeton thalassium","scientific name",NA,0,32.5,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
536,"Chromobacterium violaceum","scientific name",0,0,22,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
54299,"Chroococcidiopsis thermalis","scientific name",0,0,NA,8,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
250,"Chryseobacterium gleum","scientific name",0,0,35,6.75,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
546,"Citrobacter freundii","scientific name",NA,0,37,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
545,"Citrobacter koseri","scientific name",0,0,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
67825,"Citrobacter rodentium","scientific name",NA,0,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
133448,"Citrobacter youngae","scientific name",0,NA,37,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
72174,"Citromicrobium bathyomarinum","scientific name",NA,0,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
28447,"Clavibacter michiganensis","scientific name",0,1,25,NA,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
1488,"Clostridium acetobutylicum","scientific name",1,1,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
1556,"Clostridium acidurici","synonym",1,1,NA,7.4,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
84023,"Clostridium autoethanogenum","scientific name",1,1,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
1520,"Clostridium beijerinckii","scientific name",1,1,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
1490,"Clostridium bifermentans","synonym",1,1,37,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
1491,"Clostridium botulinum","scientific name",1,1,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
1492,"Clostridium butyricum","scientific name",1,1,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
36834,"Clostridium celatum","scientific name",1,1,37,5.35,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
1521,"Clostridium cellulolyticum","equivalent name",1,1,33.5,5.35,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
1493,"Clostridium cellulovorans","scientific name",1,0,37,7,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
1531,"Clostridium clostridioforme","equivalent name",1,1,33.5,5.35,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
1496,"Clostridium difficile","genbank synonym",1,1,37,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
36841,"Clostridium glycolicum","synonym",1,1,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
89152,"Clostridium hiranonis","equivalent name",1,1,NA,7.6,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
89153,"Clostridium hylemonae","equivalent name",1,1,37,7.6,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
1522,"Clostridium innocuum","equivalent name",0,1,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
1534,"Clostridium kluyveri","scientific name",1,1,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
1535,"Clostridium leptum","equivalent name",NA,1,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
1538,"Clostridium ljungdahlii","scientific name",1,1,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
84026,"Clostridium methylpentosum","equivalent name",1,NA,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
29361,"Clostridium nexile","synonym",NA,NA,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
1542,"Clostridium novyi","scientific name",1,1,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
29362,"Clostridium papyrosolvens","equivalent name",1,1,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
1501,"Clostridium pasteurianum","scientific name",1,1,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
1502,"Clostridium perfringens","scientific name",1,1,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
66219,"Clostridium phytofermentans","synonym",1,0,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
1547,"Clostridium ramosum","synonym",1,1,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
84030,"Clostridium saccharolyticum","equivalent name",1,1,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
36745,"Clostridium saccharoperbutylacetonicum","scientific name",NA,1,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
84031,"Clostridium sartagoforme","scientific name",1,1,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
29347,"Clostridium scindens","equivalent name",NA,1,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
1505,"Clostridium sordellii","synonym",1,1,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
29348,"Clostridium spiroforme","equivalent name",1,1,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
1509,"Clostridium sporogenes","scientific name",1,1,NA,6.8,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
1549,"Clostridium sporosphaeroides","equivalent name",1,1,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
1510,"Clostridium stercorarium","equivalent name",1,1,60,7.2,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
1511,"Clostridium sticklandii","synonym",1,NA,NA,7.2,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
1512,"Clostridium symbiosum","equivalent name",1,1,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
29371,"Clostridium termitidis","equivalent name",1,1,NA,7.5,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
1513,"Clostridium tetani","scientific name",1,1,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
1515,"Clostridium thermocellum","genbank synonym",1,1,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
1519,"Clostridium tyrobutyricum","scientific name",NA,1,37,6.8,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
45497,"Clostridium ultunense","equivalent name",1,1,37,7,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
64178,"Coleofasciculus chthonoplastes","scientific name",NA,0,32.5,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
74426,"Collinsella aerofaciens","scientific name",0,1,37,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
147207,"Collinsella intestinalis","scientific name",0,1,37,7.7,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
147206,"Collinsella stercoris","scientific name",0,1,32.5,7,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
28229,"Colwellia psychrerythraea","scientific name",NA,NA,8,NA,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
285,"Comamonas testosteroni","scientific name",0,0,30,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
116085,"Coprococcus catus","scientific name",1,NA,37,6.7,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
33043,"Coprococcus eutactus","scientific name",0,1,37,4.85,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
108819,"Coprothermobacter platensis","scientific name",0,0,55,7,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
35786,"Coprothermobacter proteolyticus","scientific name",0,1,63,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
33871,"Coriobacterium glomerans","scientific name",0,1,32.5,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
38284,"Corynebacterium accolens","scientific name",0,1,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
1697,"Corynebacterium ammoniagenes","scientific name",0,1,30,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
43765,"Corynebacterium amycolatum","scientific name",0,1,37,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
36808,"Corynebacterium bovis","scientific name",0,1,27.5,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
1721,"Corynebacterium callunae","scientific name",0,1,30,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
131081,"Corynebacterium capitovis","scientific name",0,1,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
1717,"Corynebacterium diphtheriae","scientific name",NA,1,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
61592,"Corynebacterium durum","scientific name",0,1,37,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
152794,"Corynebacterium efficiens","scientific name",NA,1,35,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
38288,"Corynebacterium genitalium","scientific name",0,1,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
39791,"Corynebacterium glucuronolyticum","scientific name",NA,1,37,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
1718,"Corynebacterium glutamicum","scientific name",0,1,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
38289,"Corynebacterium jeikeium","scientific name",NA,1,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
43768,"Corynebacterium matruchotii","scientific name",0,1,37,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
35756,"Corynebacterium pilosum","scientific name",NA,1,37,7,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
43769,"Corynebacterium propinquum","scientific name",NA,1,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
37637,"Corynebacterium pseudodiphtheriticum","scientific name",NA,1,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
38303,"Corynebacterium pseudogenitalium","scientific name",NA,1,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
1719,"Corynebacterium pseudotuberculosis","scientific name",0,1,37,7,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
43770,"Corynebacterium striatum","scientific name",0,1,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
89154,"Corynebacterium terpenotabidum","scientific name",0,1,28,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
38304,"Corynebacterium tuberculostearicum","scientific name",NA,1,37,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
65058,"Corynebacterium ulcerans","scientific name",NA,1,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
43771,"Corynebacterium urealyticum","scientific name",0,1,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
1727,"Corynebacterium variabile","scientific name",NA,1,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
777,"Coxiella burnetii","scientific name",1,0,NA,NA,3,"doi","doi.org/10.12688/gatesopenres.12772.1"
28141,"Cronobacter sakazakii","scientific name",0,0,30,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
84163,"Cryptobacterium curtum","scientific name",0,1,37,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
68895,"Cupriavidus basilensis","scientific name",NA,0,30,7.3,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
119219,"Cupriavidus metallidurans","scientific name",0,0,30,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
106590,"Cupriavidus necator","scientific name",NA,0,26,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
2035,"Curtobacterium flaccumfaciens","scientific name",NA,1,30,NA,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
86182,"Curvibacter lanceolatus","scientific name",0,0,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
102235,"Cyanobacterium stanieri","scientific name",NA,0,32.5,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
59930,"Cyanobium gracile","scientific name",NA,0,32.5,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
104,"Cyclobacterium marinum","scientific name",NA,0,26,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
34068,"Cycloclasticus pugetii","scientific name",NA,0,20,5.5,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
77022,"Cylindrospermopsis raciborskii","scientific name",1,NA,27.5,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
142864,"Cylindrospermum stagnale","scientific name",NA,0,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
29530,"Cytophaga aurantiaca","scientific name",NA,0,26,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
985,"Cytophaga hutchinsonii","scientific name",NA,0,26,6.75,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
61435,"Dehalococcoides mccartyi","scientific name",0,NA,27.5,7.25,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
