"tax_id","species_tax_id","species_name","species","reference","metabolism","d1_lo","d1_up","d2_lo","d2_up","doubling_h","accession","source","ref_type"
1653841,1653841,"Chondromyces catenulatus","Chondromyces catenulatus","doi.org/10.1002/9781118960608.gbm01051",NA,1,1.3,4,6,NA,NA,NA,"doi"
52,52,"Chondromyces crocatus","Chondromyces crocatus","doi.org/10.1002/9781118960608.gbm01051",NA,1.1,1.4,3,12,NA,NA,NA,"doi"
83446,83446,"Chondromyces lanuginosus","Chondromyces lanuginosus","doi.org/10.1002/9781118960608.gbm01051",NA,0.9,1,3,8,NA,NA,NA,"doi"
83447,83447,"Chondromyces pediculatus","Chondromyces pediculatus","doi.org/10.1002/9781118960608.gbm01051",NA,0.9,1.2,3,6,NA,NA,NA,"doi"
83448,83448,"Chondromyces robustus","Chondromyces robustus","doi.org/10.1002/9781118960608.gbm01051",NA,1,1.2,4,8,NA,NA,NA,"doi"
61644,61644,"Chromatium okenii","Chromatium okenii","doi.org/10.1002/9781118960608.gbm01105","obligate anaerobic",NA,NA,NA,NA,NA,"AJ223234",NA,"doi"
626372,626372,"Chromatium weissei","Chromatium weissei","doi.org/10.1002/9781118960608.gbm01105",NA,3.5,4.5,7,14,NA,NA,NA,"doi"
141389,141389,"Chromohalobacter canadensis","Chromohalobacter canadensis","doi.org/10.1002/9781118960608.gbm01189",NA,0.6,1.2,2,3.8,NA,"AJ295143",NA,"doi"
141390,141390,"Chromohalobacter israelensis","Chromohalobacter israelensis","doi.org/10.1002/9781118960608.gbm01189",NA,0.6,0.9,1.5,4.2,NA,"AJ295144",NA,"doi"
42055,42055,"Chromohalobacter marismortui","Chromohalobacter marismortui","doi.org/10.1002/9781118960608.gbm01189","aerobic",0.6,1,1.5,4,NA,"X87219",NA,"doi"
158080,158080,"Chromohalobacter salexigens","Chromohalobacter salexigens","doi.org/10.1002/9781118960608.gbm01189",NA,0.7,1,2,3,NA,"AJ295146",NA,"doi"
246,246,"Chryseobacterium balustinum","Chryseobacterium balustinum","doi.org/10.1002/9781118960608.gbm00301",NA,0.5,0.7,NA,NA,NA,"AY468447","fish","doi"
192389,192389,"Chryseobacterium daecheongense","Chryseobacterium daecheongense","doi.org/10.1002/9781118960608.gbm00301",NA,0.5,NA,NA,NA,NA,"AJ457206","the type (and so far only) strain was isolated from the sediment of a freshwater lake in Korea","doi"
160396,160396,"Chryseobacterium defluvii","Chryseobacterium defluvii","doi.org/10.1002/9781118960608.gbm00301",NA,2,NA,NA,NA,NA,"AJ309324","the type (and so far only) strain was isolated from activated sewage sludge in Germany","doi"
236814,236814,"Chryseobacterium formosense","Chryseobacterium formosense","doi.org/10.1002/9781118960608.gbm00301",NA,1,NA,NA,NA,NA,"AY315443","the type (and so far only) strain was isolated from the rhizosphere of garden lettuce (Lactuca sativa L","doi"
250,250,"Chryseobacterium gleum","Chryseobacterium gleum","doi.org/10.1002/9781118960608.gbm00301","anaerobic",0.5,NA,NA,NA,NA,"M58772","ubiquitous in soil and water and, therefore, the hospital environment","doi"
358687,358687,"Chryseobacterium hispanicum","Chryseobacterium hispanicum","doi.org/10.1002/9781118960608.gbm00301",NA,0.9,1.5,NA,NA,NA,"AM159183","the type (and so far only) strain was isolated from drinking water in Seville, Spain","doi"
253,253,"Chryseobacterium indologenes","Chryseobacterium indologenes","doi.org/10.1002/9781118960608.gbm00301","anaerobic",0.5,NA,NA,NA,NA,"M58773","ubiqitous in soil and water and therefore in the hospital environment","doi"
112234,112234,"Chryseobacterium joostei","Chryseobacterium joostei","doi.org/10.1002/9781118960608.gbm00301",NA,0.5,NA,NA,NA,NA,"AJ271010","strains were isolated originally from raw milk samples taken from different farms and from tankers arriving at dairy factories across South Africa; they were distinguished from reference strains of the other Chryseobacterium species by their specific whole-cell protein profile (Hugo et al","doi"
333702,333702,"Chryseobacterium piscium","Chryseobacterium piscium","doi.org/10.1002/9781118960608.gbm00301",NA,0.5,NA,NA,NA,NA,"AM040439","all four currently known strains have been isolated from fresh fish from the South Atlantic ocean off the South African coast during 1996 (Lingalo, 1997)","doi"
118127,118127,"Chryseobacterium proteolyticum","Chryseobacterium proteolyticum","doi.org/10.1002/9781118960608.gbm00301",NA,0.4,0.5,NA,NA,NA,"AB039830","the two strains were isolated from damp soil samples in a rice field (type strain) and on the bank of a brook from Tsukuba, Ibaraki, Japan","doi"
59733,59733,"Chryseobacterium scophthalmum","Chryseobacterium scophthalmum","doi.org/10.1002/9781118960608.gbm00301",NA,0.5,NA,NA,NA,NA,"AJ271009","the type strain was isolated in 1987 from the gills of a diseased turbot (Scophthalmus maximus) in Scotland","doi"
297244,297244,"Chryseobacterium shigense","Chryseobacterium shigense","doi.org/10.1002/9781118960608.gbm00301",NA,0.6,NA,NA,NA,NA,"AB193101","the type (and so far only) strain was isolated in Japan from a commercial fresh lactic acid beverage; it was considered as a part of the normal bacterial community of the preparation","doi"
295069,295069,"Chryseobacterium taichungense","Chryseobacterium taichungense","doi.org/10.1002/9781118960608.gbm00301",NA,2,NA,NA,NA,NA,"AJ843132","the type (and so far only) strain was isolated from tar-contaminated soil in Taichung, Taiwan","doi"
363331,363331,"Chryseobacterium taiwanense","Chryseobacterium taiwanense","doi.org/10.1002/9781118960608.gbm00301",NA,0.6,0.9,NA,NA,NA,"DQ318789","the type (and so far only) strain was isolated from farmland soil in Taiwan","doi"
307480,307480,"Chryseobacterium vrystaatense","Chryseobacterium vrystaatense","doi.org/10.1002/9781118960608.gbm00301",NA,0.5,NA,NA,NA,NA,"AJ871398","all Chryseobacterium vrystaatense strains were isolated from raw chicken-portion samples collected at different processing stages from a chicken processing plant in 2003 in the Free State province of South Africa (de Beer et al","doi"
356305,356305,"Chryseobacterium wanjuense","Chryseobacterium wanjuense","doi.org/10.1002/9781118960608.gbm00301",NA,0.7,0.8,NA,NA,NA,"DQ256729","the type (and so far only) strain was isolated from greenhouse soil cultivated with lettuce in Korea","doi"
191863,191863,"Chthoniobacter flavus","Chthoniobacter flavus","doi.org/10.1002/9781118960608.gbm01281","aerobic",0.9,NA,1.4,NA,NA,"AY388649",NA,"doi"
246603,246603,"Citricoccus alkalitolerans","Citricoccus alkalitolerans","doi.org/10.1002/9781118960608.gbm00119","aerobic",NA,NA,NA,NA,NA,"AY376164","an alkaline soil from the eastern desert of Egypt","doi"
72174,72174,"Citromicrobium bathyomarinum","Citromicrobium bathyomarinum","doi.org/10.1002/9781118960608.gbm00917","aerobic",0.4,0.5,0.5,0.8,NA,"Y16267",NA,"doi"
28447,28447,"Clavibacter michiganensis","Clavibacter michiganensis","doi.org/10.1002/9781118960608.gbm00094","aerobic",NA,NA,NA,NA,NA,"AM410696",NA,"doi"
84022,84022,"Clostridium aceticum","Clostridium aceticum","doi.org/10.1002/9781118960608.gbm00619",NA,0.3,1,4,8,NA,"Y18183","soil, lake sediment, and sewage sludge","doi"
76489,76489,"Clostridium acetireducens","Clostridium acetireducens","doi.org/10.1002/9781118960608.gbm00619","obligate anaerobic",1,NA,6,NA,NA,"X79862","samples of an anaerobic bioreactor at the AVEBE potato starch factory in De Krim, Netherlands","doi"
1488,1488,"Clostridium acetobutylicum","Clostridium acetobutylicum","doi.org/10.1002/9781118960608.gbm00619",NA,0.5,0.9,1.6,6.4,NA,"U16166","soil, lake sediment, well water, clam gut, bovine feces, canine feces, human feces","doi"
91624,91624,"Clostridium acidisoli","Clostridium acidisoli","doi.org/10.1002/9781118960608.gbm00619","anaerobic",1,NA,3,7,NA,"AJ237756","an acidic peat bog","doi"
339861,339861,"Clostridium aciditolerans","Clostridium aciditolerans","doi.org/10.1002/9781118960608.gbm00619","anaerobic",0.5,1,3,9,NA,"DQ114945","a constructed wetland system receiving acid sulfate water","doi"
1556,1556,"Clostridium acidurici","Gottschalkia acidurici","doi.org/10.1002/9781118960608.gbm00619",NA,0.5,0.7,2.5,4,NA,"M59084","soil, chicken droppings, wild birds","doi"
36832,36832,"Clostridium aerotolerans","[Clostridium] aerotolerans","doi.org/10.1002/9781118960608.gbm00619","obligate anaerobic",0.4,0.6,1.5,3,NA,"X76163","rumen of a sheep","doi"
338193,338193,"Clostridium aestuarii","Clostridium aestuarii","doi.org/10.1002/9781118960608.gbm00619","obligate anaerobic",0.7,0.8,2,4,NA,"DQ126679","a tidal flat sediment on Ganghwa Island, South Korea","doi"
91623,91623,"Clostridium akagii","Clostridium akagii","doi.org/10.1002/9781118960608.gbm00619","anaerobic",1,NA,2,11,NA,"AJ237755","acidic beech liter","doi"
358742,358742,"Clostridium aldenense","[Clostridium] aldenense","doi.org/10.1002/9781118960608.gbm00619",NA,0.8,1.1,2,5,NA,"DQ279736","human clinical infections","doi"
29353,29353,"Clostridium aldrichii","[Clostridium] aldrichii","doi.org/10.1002/9781118960608.gbm00619","obligate anaerobic",0.5,1,3,5,NA,"X71846","a 3-month-old poplar wood-fed continuously stirred anaerobic digester","doi"
37659,37659,"Clostridium algidicarnis","Clostridium algidicarnis","doi.org/10.1002/9781118960608.gbm00619","anaerobic",0.5,1,2.5,NA,NA,"AF127023","spoiled, vacuum-packed cooked pork","doi"
94868,94868,"Clostridium algidixylanolyticum","[Clostridium] algidixylanolyticum","doi.org/10.1002/9781118960608.gbm00619",NA,0.5,0.8,1.8,2.8,NA,"AF092549","vacuum-packed, temperature abused raw lamb","doi"
320502,320502,"Clostridium alkalicellulosi","[Clostridium] alkalicellulosi","doi.org/10.1002/9781118960608.gbm00619","obligate anaerobic",0.5,0.7,1.1,2.5,NA,"AY959944","the anaerobic cellulose degrading community of Verkhnee Beloe Lake (Buryatiya, Russia)","doi"
1526,1526,"Clostridium aminophilum","[Clostridium] aminophilum","doi.org/10.1002/9781118960608.gbm00619","obligate anaerobic",1,NA,1.5,NA,NA,"L04165","fistulated cattle","doi"
1527,1527,"Clostridium aminovalericum","Anaerocolumna aminovalerica","doi.org/10.1002/9781118960608.gbm00619",NA,0.3,0.5,1.5,5.2,NA,"X73436","sewage sludge, rumen contents of bloating calves, urine specimens from pregnant women with bacteriuria, hamster feces, and human feces","doi"
253257,253257,"Clostridium amygdalinum","[Clostridium] amygdalinum","doi.org/10.1002/9781118960608.gbm00619","anaerobic",0.5,1,0.5,10,NA,"AY353957","anaerobic-digester sludge","doi"
29341,29341,"Clostridium argentinense","Clostridium argentinense","doi.org/10.1002/9781118960608.gbm00619","anaerobic",0.5,2,1.6,9.4,NA,"X68316","soil, amniotic fluid, autopsy specimens, blood, and wounds in Argentina, Switzerland, and the USA","doi"
333367,333367,"Clostridium asparagiforme","[Clostridium] asparagiforme","doi.org/10.1002/9781118960608.gbm00619","anaerobic",0.6,0.8,2.3,5,NA,"AJ582080","human fecal sample","doi"
1551,1551,"Clostridium aurantibutyricum","Clostridium aurantibutyricum","doi.org/10.1002/9781118960608.gbm00619",NA,0.5,0.8,2.8,6.3,NA,"X68183","rotting hibiscus stumps, flax, rotting potatoes, soil, sewage sludge; bovine, human infant, and adult feces","doi"
1561,1561,"Clostridium baratii","Clostridium baratii","doi.org/10.1002/9781118960608.gbm00619",NA,0.5,1.9,1.6,10.2,NA,"X68174","normal human and rat feces; war wounds; peritoneal fluid, infections of the eye, ear, and prostate; soil; sediments in Puget Sound; soil from Antarctica","doi"
261299,261299,"Clostridium bartlettii","Intestinibacter bartlettii","doi.org/10.1002/9781118960608.gbm00619","obligate anaerobic",1,1.5,5,50,NA,"AY438672","human fecal material, habitat most likely the human gut","doi"
1520,1520,"Clostridium beijerinckii","Clostridium beijerinckii","doi.org/10.1002/9781118960608.gbm00619",NA,0.5,1.7,1.7,8,NA,"X68179","soil, infected wounds, fermenting olives, spoiled candy, human feces","doi"
1490,1490,"Clostridium bifermentans","Paraclostridium bifermentans","doi.org/10.1002/9781118960608.gbm00619",NA,0.6,1.9,1.6,11,NA,"AB075769","soil; fresh water; marine sediments; human feces; normal cervical flora; snake venom; a goat stomach ulcer; wounds in horses and sheep; clinical specimens including wounds, abscesses, and blood; clam gut; cheese fondue; canned tomatoes; vacuum packed smoked fish","doi"
208479,208479,"Clostridium bolteae","[Clostridium] bolteae","doi.org/10.1002/9781118960608.gbm00619","obligate anaerobic",NA,NA,NA,NA,NA,"AJ508452","human gut, human fecal material, blood, and intra-abdominal abscess","doi"
1491,1491,"Clostridium botulinum","Clostridium botulinum","doi.org/10.1002/9781118960608.gbm00619","anaerobic",0.6,1.4,3,20.2,NA,"L37585","soil, marine and lake sediments; animal, bird, and fish intestines; food (particularly improperly preserved vegetables, meat, and fish)","doi"
132925,132925,"Clostridium bowmanii","Clostridium bowmanii","doi.org/10.1002/9781118960608.gbm00619",NA,1,1.2,2,8,8.4,"AJ506120","a microbial mat sample taken from a moated area around Lake Fryxell, Antarctica","doi"
1492,1492,"Clostridium butyricum","Clostridium butyricum","doi.org/10.1002/9781118960608.gbm00619","anaerobic",0.5,1.7,2.4,7.6,NA,"AB075768","soil, freshwater and marine sediments, cheese, rumen of healthy calves, animal and human feces (including feces of healthy infants), snake venom, and, although seldom in pure culture, from a wide variety of human and animal clinical specimens including those from blood, urine, lower respiratory tract, pleural cavity, abdomen, wounds, and abscesses","doi"
1529,1529,"Clostridium cadaveris","Clostridium cadaveris","doi.org/10.1002/9781118960608.gbm00619",NA,0.5,1.3,1.4,9.4,NA,"M59086","soil, marine sediment, animal and human feces, snake venom, human clinical specimens from abscesses, wounds, and blood","doi"
191027,191027,"Clostridium caminithermale","Paramaledivibacter caminithermalis","doi.org/10.1002/9781118960608.gbm00619","obligate anaerobic",0.4,0.5,5,9,NA,"AF458779","an Atlantic Ocean hydrothermal chimney","doi"
217159,217159,"Clostridium carboxidivorans","Clostridium carboxidivorans","doi.org/10.1002/9781118960608.gbm00619","obligate anaerobic",0.5,NA,3,NA,NA,"AY170379","an agricultural settling lagoon in Oklahoma, USA","doi"
1530,1530,"Clostridium carnis","Clostridium carnis","doi.org/10.1002/9781118960608.gbm00619","anaerobic",0.5,1.1,1.6,9.9,NA,"M59091","soil, putrefying meat, soft tissue infections and blood in humans, human feces, clinical specimens in animals","doi"
36834,36834,"Clostridium celatum","Clostridium celatum","doi.org/10.1002/9781118960608.gbm00619",NA,0.8,3,6.3,NA,NA,"X77844","human feces","doi"
29354,29354,"Clostridium celerecrescens","[Clostridium] celerecrescens","doi.org/10.1002/9781118960608.gbm00619","anaerobic",0.5,0.8,2,4,NA,"X71848","a methanogenic cellulolytic culture inoculated from cow manure","doi"
29355,29355,"Clostridium cellobioparum","[Clostridium] cellobioparum","doi.org/10.1002/9781118960608.gbm00619",NA,0.5,0.6,1.4,3.3,NA,"X71856","the bovine rumen, human feces","doi"
1521,1521,"Clostridium cellulolyticum","[Clostridium] cellulolyticum","doi.org/10.1002/9781118960608.gbm00619","anaerobic",0.6,1,3,6,NA,"X71847","a decayed grass compost that had been packed for 3–4 months","doi"
29343,29343,"Clostridium cellulosi","[Clostridium] cellulosi","doi.org/10.1002/9781118960608.gbm00619","obligate anaerobic",0.3,0.6,2,15,NA,"L09177","cow manure compost","doi"
1493,1493,"Clostridium cellulovorans","Clostridium cellulovorans","doi.org/10.1002/9781118960608.gbm00619","anaerobic",0.7,0.9,2.5,3.5,NA,"X71849","a batch of methanogenic fermentation of fire divided hybrid poplar wood","doi"
29356,29356,"Clostridium chartatabidum","Clostridium chartatabidum","doi.org/10.1002/9781118960608.gbm00619","obligate anaerobic",1,NA,3,6,NA,"X71850","the rumen of sheep and cattle","doi"
46867,46867,"Clostridium chauvoei","Clostridium chauvoei","doi.org/10.1002/9781118960608.gbm00619",NA,0.5,1.7,1.6,9.7,NA,"U51843","infections in cattle, sheep, and other animals; intestinal contents of cattle and dogs","doi"
358743,358743,"Clostridium citroniae","[Clostridium] citroniae","doi.org/10.1002/9781118960608.gbm00619","anaerobic",0.8,1.1,2,5,NA,"DQ279737","human clinical infections","doi"
1531,1531,"Clostridium clostridioforme","[Clostridium] clostridioforme","doi.org/10.1002/9781118960608.gbm00619","anaerobic",0.3,0.9,1.4,9,NA,"M59089","intestinal contents of birds, humans, and other animals; calf rumen contents; turkey liver lesions; abdominal, cervical, scrotal, pleural, and other infections; septicemias, peritonitis, and appendicitis","doi"
1532,1532,"Clostridium coccoides","Blautia coccoides","doi.org/10.1002/9781118960608.gbm00619",NA,0.6,1,0.6,1.5,NA,NA,"the cecum of mice fed high-lactose diets","doi"
1494,1494,"Clostridium cochlearium","Clostridium cochlearium","doi.org/10.1002/9781118960608.gbm00619",NA,0.5,1.3,1.6,14.1,NA,"M59093","soil, human oral cavity, human and horse feces, wounds, crabmeat","doi"
69824,69824,"Clostridium cocleatum","[Clostridium] cocleatum","doi.org/10.1002/9781118960608.gbm00619",NA,0.3,0.4,1,5,NA,"Y18188","feces of healthy humans; cecal contents of mice, rats, and chickens","doi"
179628,179628,"Clostridium colicanis","Clostridium colicanis","doi.org/10.1002/9781118960608.gbm00619","anaerobic",0.9,1,3,10,NA,"AJ420008","feces of a male Labrador dog","doi"
36835,36835,"Clostridium colinum","[Clostridium] colinum","doi.org/10.1002/9781118960608.gbm00619",NA,1,NA,3,4,NA,"X76748","intestinal tracts of quail, pheasants, grouse, partridge, chickens, and turkeys","doi"
29357,29357,"Clostridium collagenovorans","Clostridium collagenovorans","doi.org/10.1002/9781118960608.gbm00619","anaerobic",0.8,NA,3,NA,NA,"X73439","Nine Springs Sewage digestor in Madison, WI, USA","doi"
1495,1495,"Clostridium cylindrosporum","Clostridium cylindrosporum","doi.org/10.1002/9781118960608.gbm00619","obligate anaerobic",0.8,NA,3.3,NA,NA,"Y18179","soils and chicken intestines","doi"
1496,1496,"Clostridium difficile","Clostridioides difficile","doi.org/10.1002/9781118960608.gbm00619",NA,0.5,1.9,3,16.9,NA,"AB075770","marine sediment, soil, sand, the hospital environment; camel, horse, and donkey dung; feces of dogs, cats, and domestic birds; the human genital tract; feces of humans without diarrhea; and rarely from blood and pyogenic infections in humans and animals","doi"
223919,223919,"Clostridium diolis","Clostridium diolis","doi.org/10.1002/9781118960608.gbm00619",NA,0.7,1.7,1.2,8,NA,NA,"decaying straw","doi"
84024,84024,"Clostridium disporicum","Clostridium disporicum","doi.org/10.1002/9781118960608.gbm00619","obligate anaerobic",1.5,NA,2.5,10,NA,"Y18176","a slurry of rat cecal contents","doi"
332101,332101,"Clostridium drakei","Clostridium drakei","doi.org/10.1002/9781118960608.gbm00619","obligate anaerobic",0.6,NA,3,4,NA,"Y18813","sediment collected from an acidic coal-mine pond in east-central Germany","doi"
205326,238834,"Clostridium estertheticum subsp. laramiense","Clostridium estertheticum","doi.org/10.1002/9781118960608.gbm00619",NA,0.5,NA,10,NA,NA,"AJ506115",NA,"doi"
1533,1533,"Clostridium fallax","Clostridium fallax","doi.org/10.1002/9781118960608.gbm00619",NA,0.5,1.4,1.6,15.4,NA,"M59088","soil, marine sediments, animal wounds, clinical specimens from soft tissue infections in humans; human feces","doi"
36839,36839,"Clostridium felsineum","Clostridium felsineum","doi.org/10.1002/9781118960608.gbm00619","anaerobic",0.5,1.3,3.1,25.7,NA,"AF270502","rotting flax, soil in the USA and Antarctica, human feces","doi"
99656,99656,"Clostridium fimetarium","[Clostridium] fimetarium","doi.org/10.1002/9781118960608.gbm00619","obligate anaerobic",0.5,0.6,2.1,5,NA,"AF126687","cattle manure digested at low temperature","doi"
1497,1497,"Clostridium formicaceticum","Clostridium formicaceticum","doi.org/10.1002/9781118960608.gbm00619","aerobic",1.2,2,5,12,NA,"X77836","sewage, pond and ditch mud, stagnant river water","doi"
84698,84698,"Clostridium frigidicarnis","Clostridium frigidicarnis","doi.org/10.1002/9781118960608.gbm00619",NA,1.3,1.6,4.5,9.4,NA,"AF069742","temperature abused vacuum-packed beef","doi"
205327,205327,"Clostridium frigoris","Clostridium frigoris","doi.org/10.1002/9781118960608.gbm00619",NA,1.4,1.8,2.2,5,NA,"AJ506117","a microbial mat from a moated area around Lake Fryxell, Antarctica","doi"
312089,312089,"Clostridium ganghwense","Clostridium ganghwense","doi.org/10.1002/9781118960608.gbm00619","obligate anaerobic",0.7,0.8,4,8,NA,"AY903294","tidal flat sediment of Ganghwa Island, South Korea","doi"
94869,94869,"Clostridium gasigenes","Clostridium gasigenes","doi.org/10.1002/9781118960608.gbm00619",NA,0.4,NA,2,7.5,NA,"AF092548","vacuum-packed, chilled lamb that showed “blown-pack” spoilage, which causes gas production and pack distension in vacuum-packed meat","doi"
29358,29358,"Clostridium ghonii","Paeniclostridium ghonii","doi.org/10.1002/9781118960608.gbm00619",NA,0.5,1.4,1.6,6.3,NA,"X73451","soil and marine sediment, soft tissue infections in humans, human feces","doi"
36841,36841,"Clostridium glycolicum","Terrisporobacter glycolicus","doi.org/10.1002/9781118960608.gbm00619",NA,0.3,1.3,1.8,15.4,NA,"X76750","soil, mud, snake venom, bovine intestine; human clinical specimens including wounds, abscesses, and peritoneal fluid; human feces","doi"
342942,342942,"Clostridium glycyrrhizinilyticum","[Clostridium] glycyrrhizinilyticum","doi.org/10.1002/9781118960608.gbm00619","obligate anaerobic",0.5,NA,1,2,NA,"AB233029","feces of a healthy human","doi"
40575,40575,"Clostridium grantii","Clostridium grantii","doi.org/10.1002/9781118960608.gbm00619","obligate anaerobic",0.6,NA,3.5,7,NA,"X75272","mullet gut contents","doi"
84025,84025,"Clostridium haemolyticum","Clostridium haemolyticum","doi.org/10.1002/9781118960608.gbm00619","anaerobic",0.6,1.6,1.9,17.3,NA,"AB037910","liver infections, muscle of cattle and sheep, human feces","doi"
36842,36842,"Clostridium halophilum","Maledivibacter halophilus","doi.org/10.1002/9781118960608.gbm00619","obligate anaerobic",0.8,1,2.5,7,NA,"X77837","anoxic hypersaline sediments of Maledive Islands and Solar Lake Egypt; marine sediments of the North Sea, Germany","doi"
154046,154046,"Clostridium hathewayi","Hungatella hathewayi","doi.org/10.1002/9781118960608.gbm00619","obligate anaerobic",0.7,1,2,5,NA,"AJ311620","human feces","doi"
39479,39479,"Clostridium herbivorans","[Clostridium] herbivorans","doi.org/10.1002/9781118960608.gbm00619","obligate anaerobic",0.7,0.9,3.5,4,NA,"L34418","pig intestine contents","doi"
89152,89152,"Clostridium hiranonis","[Clostridium] hiranonis","doi.org/10.1002/9781118960608.gbm00619","obligate anaerobic",0.8,NA,1.6,10,NA,"AB023970","healthy human feces","doi"
1498,1498,"Clostridium histolyticum","Hathewaya histolytica","doi.org/10.1002/9781118960608.gbm00619","aerobic",NA,NA,NA,NA,NA,"M59094","soil, war wounds, gas gangrene in humans and horses, human intestinal contents; gingival plaque of institutionalized and primitive populations","doi"
36844,36844,"Clostridium homopropionicum","Clostridium homopropionicum","doi.org/10.1002/9781118960608.gbm00619","obligate anaerobic",1.2,1.5,5.5,10,NA,"X76744","anoxic digestor sludge","doi"
48256,48256,"Clostridium hungatei","[Clostridium] hungatei","doi.org/10.1002/9781118960608.gbm00619","obligate anaerobic",0.5,NA,2,6,NA,"AF020429","moist rich soil in decaying plant material","doi"
89153,89153,"Clostridium hylemonae","[Clostridium] hylemonae","doi.org/10.1002/9781118960608.gbm00619","obligate anaerobic",0.2,0.5,1,5.3,NA,"AB023972","healthy adult human feces","doi"
69825,69825,"Clostridium indolis","[Clostridium] indolis","doi.org/10.1002/9781118960608.gbm00619",NA,0.5,0.9,1.3,10.2,NA,"Y18184","soil, human feces, and human clinical specimens from infections associated with the intestinal tract","doi"
1522,1522,"Clostridium innocuum","[Clostridium] innocuum","doi.org/10.1002/9781118960608.gbm00619",NA,0.4,1.6,1.6,9.4,NA,"M23732","human infections, particularly those associated with the intestinal tract; empyema fluids; normal intestinal flora of human infants and adults","doi"
36845,36845,"Clostridium intestinale","Clostridium intestinale","doi.org/10.1002/9781118960608.gbm00619","anaerobic",0.3,0.4,1.4,5.4,NA,"X76740","feces of cattle and pigs","doi"
29359,29359,"Clostridium irregulare","Asaccharospora irregularis","doi.org/10.1002/9781118960608.gbm00619",NA,0.8,1.6,3.5,12.6,NA,"X73447","normal fecal flora of humans and horses, pond mud, pharmaceutical products prepared in a laboratory adjacent to a stable, human penile lesions, soil","doi"
182773,182773,"Clostridium isatidis","Clostridium isatidis","doi.org/10.1002/9781118960608.gbm00619","anaerobic",0.3,0.6,1.8,9.1,NA,"X98395","a woad vat","doi"
259063,259063,"Clostridium jejuense","Anaerocolumna jejuensis","doi.org/10.1002/9781118960608.gbm00619","obligate anaerobic",NA,NA,NA,NA,10.5,"AY494606","soil in Jeju, Korea","doi"
1499,1499,"Clostridium josui","[Clostridium] josui","doi.org/10.1002/9781118960608.gbm00619","anaerobic",0.2,0.3,3,5,NA,"AB011057","a compost in Thai","doi"
1534,1534,"Clostridium kluyveri","Clostridium kluyveri","doi.org/10.1002/9781118960608.gbm00619",NA,0.9,1.1,3,11,NA,"M59092","fresh water, marine black mud, decaying plants, garden soil","doi"
160404,160404,"Clostridium lactatifermentans","Anaerotignum lactatifermentans","doi.org/10.1002/9781118960608.gbm00619","obligate anaerobic",1.1,1.3,2.8,10,NA,"AY033434","ceca of a 31-d-old broiler chicken","doi"
205328,205328,"Clostridium lacusfryxellense","Clostridium lacusfryxellense","doi.org/10.1002/9781118960608.gbm00619",NA,1,1.2,2.2,5,10.7,"AJ506118","a microbial mat sample taken from a moated area around Lake Fryxell, Antarctica","doi"
29360,29360,"Clostridium lentocellum","Cellulosilyticum lentocellum","doi.org/10.1002/9781118960608.gbm00619","obligate anaerobic",0.3,0.5,2.5,4,NA,"X71851","an estuarine mud bank or a river that was fed with paper-mill and domestic effluent","doi"
1535,1535,"Clostridium leptum","[Clostridium] leptum","doi.org/10.1002/9781118960608.gbm00619","anaerobic",0.6,0.8,1.3,2.8,NA,"AJ305238","human feces and colonic contents","doi"
1536,1536,"Clostridium limosum","Hathewaya limosa","doi.org/10.1002/9781118960608.gbm00619",NA,0.6,1.6,1.7,16,NA,"M59096","mud, infections in cattle, water buffalo, alligators and chickens; snake venom; home-preserved meat; human feces; human clinical specimens including blood, peritoneal fluid, pleural fluids, and lung biopsy from pulmonary infections","doi"
1557,1557,"Clostridium litorale","Peptoclostridium litorale","doi.org/10.1002/9781118960608.gbm00619","obligate anaerobic",1,1.5,2,8,NA,"X77845","anoxic marine sediments from the North Sea, Germany","doi"
1537,1537,"Clostridium lituseburense","Romboutsia lituseburensis","doi.org/10.1002/9781118960608.gbm00619",NA,1.4,1.7,3.1,6.3,NA,"M59107","soil and humus from Côte d’Ivoire","doi"
1538,1538,"Clostridium ljungdahlii","Clostridium ljungdahlii","doi.org/10.1002/9781118960608.gbm00619","anaerobic",0.6,NA,2,3,NA,"M59097","chicken yard waste","doi"
319475,319475,"Clostridium lundense","Clostridium lundense","doi.org/10.1002/9781118960608.gbm00619","obligate anaerobic",0.56,NA,2.8,4.5,NA,"AY858804","bovine rumen fluid","doi"
33954,33954,"Clostridium magnum","Clostridium magnum","doi.org/10.1002/9781118960608.gbm00619","obligate anaerobic",1,4,4,16,NA,"X77835","anoxic freshwater sediments, digestor sludge","doi"
1539,1539,"Clostridium malenominatum","Clostridium malenominatum","doi.org/10.1002/9781118960608.gbm00619",NA,0.3,0.9,1.4,10.8,NA,"M59099","human feces, chicken cecal contents, soil, human and animal infections","doi"
1540,1540,"Clostridium mangenotii","Clostridioides mangenotii","doi.org/10.1002/9781118960608.gbm00619",NA,0.6,0.9,3.1,8.2,NA,"M59098","soil, marine sediments, human feces","doi"
1541,1541,"Clostridium mayombei","Terrisporobacter mayombei","doi.org/10.1002/9781118960608.gbm00619","obligate anaerobic",1,NA,2,6,NA,NA,"the gut of the soil-feeding termite, Cubitermes speciosus found in the Mayombe tropical rainforest in the People’s Republic of Congo","doi"
