tax_id,species,genus,family,order,class,phylum,superkingdom,species_tax_id,cogem_classification
1379,Gemella haemolysans,Gemella,NA,Bacillales,Bacilli,Firmicutes,Bacteria,1379,2
1381,Atopobium minutum,Atopobium,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteria,Bacteria,1381,2
1382,Atopobium parvulum,Atopobium,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteria,Bacteria,1382,2
1383,Atopobium rimae,Atopobium,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteria,Bacteria,1383,2
1392,Bacillus anthracis,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,1392,3
1396,Bacillus cereus,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,1396,2
1428,Bacillus thuringiensis,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,1428,2
1464,Paenibacillus larvae,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,1464,1
1491,Clostridium botulinum,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,1491,2
1492,Clostridium butyricum,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,1492,2
1502,Clostridium perfringens,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,1502,2
1504,Clostridium septicum,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,1504,2
1509,Clostridium sporogenes,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,1509,2
1513,Clostridium tetani,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,1513,2
1529,Clostridium cadaveris,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,1529,2
1530,Clostridium carnis,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,1530,2
1533,Clostridium fallax,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,1533,2
1539,Clostridium malenominatum,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,1539,2
1542,Clostridium novyi,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,1542,2
1550,Clostridium subterminale,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,1550,2
1559,Clostridium tertium,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,1559,2
1561,Clostridium baratii,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,1561,2
1596,Lactobacillus gasseri,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,1596,1
1638,Listeria ivanovii,Listeria,Listeriaceae,Bacillales,Bacilli,Firmicutes,Bacteria,1638,2
1639,Listeria monocytogenes,Listeria,Listeriaceae,Bacillales,Bacilli,Firmicutes,Bacteria,1639,2
1642,Listeria innocua,Listeria,Listeriaceae,Bacillales,Bacilli,Firmicutes,Bacteria,1642,2
1646,Renibacterium salmoninarum,Renibacterium,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria,1646,2
1648,Erysipelothrix rhusiopathiae,Erysipelothrix,Erysipelotrichaceae,Erysipelotrichales,Erysipelotrichia,Firmicutes,Bacteria,1648,2
1652,Alloiococcus otitis,Alloiococcus,Carnobacteriaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,1652,2
1655,Actinomyces naeslundii,Actinomyces,Actinomycetaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,1655,2
1656,Actinomyces viscosus,Actinomyces,Actinomycetaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,1656,2
1657,Actinobaculum suis,Actinobaculum,Actinomycetaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,1657,2
1658,Actinomyces bovis,Actinomyces,Actinomycetaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,1658,2
1659,Actinomyces israelii,Actinomyces,Actinomycetaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,1659,2
1689,Bifidobacterium dentium,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,1689,2
1710,Cellulosimicrobium cellulans,Cellulosimicrobium,Promicromonosporaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria,1710,1
1719,Corynebacterium pseudotuberculosis,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,1719,2
1724,Corynebacterium renale,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,1724,2
1725,Corynebacterium xerosis,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,1725,2
1736,Eubacterium limosum,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,1736,2
1764,Mycobacterium avium,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,1764,2
1765,Mycobacterium bovis,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,1765,3
1766,Mycobacterium fortuitum,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,1766,2
1767,Mycobacterium intracellulare,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,1767,2
1768,Mycobacterium kansasii,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,1768,2
1769,Mycobacterium leprae,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,1769,3
1772,Mycobacterium smegmatis,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,1772,2
1773,Mycobacterium tuberculosis,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,1773,3
1776,Mycobacterium flavescens,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,1776,2
1777,Mycobacterium gastri,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,1777,2
1778,Mycobacterium gordonae,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,1778,2
1780,Mycobacterium malmoense,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,1780,2
1781,Mycobacterium marinum,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,1781,2
1783,Mycobacterium scrofulaceum,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,1783,2
1784,Mycobacterium simiae,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,1784,2
1787,Mycobacterium szulgai,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,1787,2
1789,Mycobacterium xenopi,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,1789,2
1790,Mycobacterium asiaticum,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,1790,2
1806,Mycobacterium microti,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,1806,3
1809,Mycobacterium ulcerans,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,1809,3
1810,Mycobacterium vaccae,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,1810,2
1823,Nocardia otitidiscaviarum,Nocardia,Nocardiaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,1823,2
1824,Nocardia asteroides,Nocardia,Nocardiaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,1824,2
1863,Dermatophilus congolensis,Dermatophilus,Dermatophilaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria,1863,2
1930,Streptomyces scabiei,Streptomyces,Streptomycetaceae,Streptomycetales,Actinobacteria,Actinobacteria,Bacteria,1930,1
1993,Actinomadura madurae,Actinomadura,Thermomonosporaceae,Streptosporangiales,Actinobacteria,Actinobacteria,Bacteria,1993,2
2014,Nocardiopsis dassonvillei,Nocardiopsis,Nocardiopsaceae,Streptosporangiales,Actinobacteria,Actinobacteria,Bacteria,2014,2
2039,Tropheryma whipplei,Tropheryma,NA,Micrococcales,Actinobacteria,Actinobacteria,Bacteria,2039,2
2094,Mycoplasma arginini,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes,Bacteria,2094,2
2095,Mycoplasma capricolum,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes,Bacteria,2095,2
2096,Mycoplasma gallisepticum,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes,Bacteria,2096,1
2097,Mycoplasma genitalium,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes,Bacteria,2097,2
2102,Mycoplasma mycoides,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes,Bacteria,2102,1
2106,Mycoplasma corogypsi,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes,Bacteria,2106,2
2112,Mycoplasma bovigenitalium,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes,Bacteria,2112,2
2115,Mycoplasma fermentans,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes,Bacteria,2115,2
2123,Mycoplasma putrefaciens,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes,Bacteria,2123,2
2127,Mycoplasma collis,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes,Bacteria,2127,2
2130,Ureaplasma urealyticum,Ureaplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes,Bacteria,2130,2
2134,Spiroplasma melliferum,Spiroplasma,Spiroplasmataceae,Entomoplasmatales,Mollicutes,Tenericutes,Bacteria,2134,2
2137,Spiroplasma apis,Spiroplasma,Spiroplasmataceae,Entomoplasmatales,Mollicutes,Tenericutes,Bacteria,2137,2
2144,Spiroplasma mirum,Spiroplasma,Spiroplasmataceae,Entomoplasmatales,Mollicutes,Tenericutes,Bacteria,2144,2
2148,Acholeplasma laidlawii,Acholeplasma,Acholeplasmataceae,Acholeplasmatales,Mollicutes,Tenericutes,Bacteria,2148,2
2371,Xylella fastidiosa,Xylella,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,2371,2
2374,Acetonema longum,Acetonema,Sporomusaceae,Selenomonadales,Negativicutes,Firmicutes,Bacteria,2374,1
2382,Acetitomaculum ruminis,Acetitomaculum,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,2382,1
2702,Gardnerella vaginalis,Gardnerella,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,2702,2
2718,Cardiobacterium hominis,Cardiobacterium,Cardiobacteriaceae,Cardiobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria,2718,2
2739,Vagococcus salmoninarum,Vagococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,2739,2
2741,Peptococcus niger,Peptococcus,Peptococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,2741,2
2751,Carnobacterium maltaromaticum,Carnobacterium,Carnobacteriaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,2751,2
13076,Globicatella sanguinis,Globicatella,Aerococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,13076,2
13264,Brachyspira innocens,Brachyspira,Brachyspiraceae,Brachyspirales,Spirochaetia,Spirochaetes,Bacteria,13264,2
13276,Suttonella indologenes,Suttonella,Cardiobacteriaceae,Cardiobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria,13276,2
13335,Anaerobiospirillum succiniciproducens,Anaerobiospirillum,Succinivibrionaceae,Aeromonadales,Gammaproteobacteria,Proteobacteria,Bacteria,13335,2
13373,Burkholderia mallei,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,13373,3
13689,Sphingomonas paucimobilis,Sphingomonas,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,Bacteria,13689,2
28035,Staphylococcus lugdunensis,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria,28035,2
28037,Streptococcus mitis,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,28037,2
28042,Saccharopolyspora rectivirgula,Saccharopolyspora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteria,Bacteria,28042,1
28045,Mycobacterium celatum,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,28045,2
28080,Campylobacter upsaliensis,Campylobacter,Campylobacteraceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria,Bacteria,28080,2
28082,Legionella anisa,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria,Proteobacteria,Bacteria,28082,2
28083,Legionella birminghamensis,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria,Proteobacteria,Bacteria,28083,2
28085,Legionella cincinnatiensis,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria,Proteobacteria,Bacteria,28085,2
28088,Legionella wadsworthii,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria,Proteobacteria,Bacteria,28088,2
28090,Acinetobacter lwoffii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,28090,2
28091,Neisseria weaveri,Neisseria,Neisseriaceae,Neisseriales,Betaproteobacteria,Proteobacteria,Bacteria,28091,2
28110,Francisella philomiragia,Francisella,Francisellaceae,Thiotrichales,Gammaproteobacteria,Proteobacteria,Bacteria,28110,2
28111,Bacteroides eggerthii,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,28111,2
28114,Porphyromonas levii,Porphyromonas,Porphyromonadaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,28114,2
28115,Porphyromonas macacae,Porphyromonas,Porphyromonadaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,28115,2
28116,Bacteroides ovatus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,28116,2
28117,Alistipes putredinis,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,28117,2
28123,Porphyromonas asaccharolytica,Porphyromonas,Porphyromonadaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,28123,2
28124,Porphyromonas endodontalis,Porphyromonas,Porphyromonadaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,28124,2
28125,Prevotella bivia,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,28125,2
28126,Prevotella buccae,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,28126,2
28127,Prevotella buccalis,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,28127,2
28128,Prevotella corporis,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,28128,2
28129,Prevotella denticola,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,28129,2
28130,Prevotella disiens,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,28130,2
28131,Prevotella intermedia,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,28131,2
28132,Prevotella melaninogenica,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,28132,2
28133,Prevotella nigrescens,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,28133,2
28135,Prevotella oris,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,28135,2
28141,Cronobacter sakazakii,Cronobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,28141,2
28152,Yersinia kristensenii,Yersinia,Yersiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,28152,2
28171,Vibrio aestuarianus,Vibrio,Vibrionaceae,Vibrionales,Gammaproteobacteria,Proteobacteria,Bacteria,28171,2
28174,Vibrio ordalii,Vibrio,Vibrionaceae,Vibrionales,Gammaproteobacteria,Proteobacteria,Bacteria,28174,2
28182,Leptospira noguchii,Leptospira,Leptospiraceae,NA,Spirochaetia,Spirochaetes,Bacteria,28182,2
28183,Leptospira santarosai,Leptospira,Leptospiraceae,NA,Spirochaetia,Spirochaetes,Bacteria,28183,2
28184,Leptospira weilii,Leptospira,Leptospiraceae,NA,Spirochaetia,Spirochaetes,Bacteria,28184,2
28188,Capnocytophaga canimorsus,Capnocytophaga,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,28188,2
28189,Capnocytophaga cynodegmi,Capnocytophaga,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,28189,2
28197,Arcobacter butzleri,Arcobacter,Campylobacteraceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria,Bacteria,28197,2
28213,Sphingomonas parapaucimobilis,Sphingomonas,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,Bacteria,28213,2
28251,Ornithobacterium rhinotracheale,Ornithobacterium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,28251,2
28264,Arcanobacterium haemolyticum,Arcanobacterium,Actinomycetaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,28264,2
28445,Mycobacterium intermedium,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,28445,2
28447,Clavibacter michiganensis,Clavibacter,Microbacteriaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria,28447,1
28449,Neisseria subflava,Neisseria,Neisseriaceae,Neisseriales,Betaproteobacteria,Proteobacteria,Bacteria,28449,2
28450,Burkholderia pseudomallei,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,28450,3
28454,Sphingobacterium multivorum,Sphingobacterium,Sphingobacteriaceae,Sphingobacteriales,Sphingobacteriia,Bacteroidetes,Bacteria,28454,2
28901,Salmonella enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,28901,2
28907,Caedibacter taeniospiralis,NA,NA,Thiotrichales,Gammaproteobacteria,Proteobacteria,Bacteria,28907,1
29311,Mycobacterium haemophilum,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,29311,2
29313,Mycobacterium shimoidei,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,29313,2
29316,Actinomyces hyovaginalis,Actinomyces,Actinomycetaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,29316,2
29321,Turicella otitidis,Turicella,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,29321,2
29341,Clostridium argentinense,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,29341,2
29363,Clostridium paraputrificum,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,29363,2
29380,Staphylococcus caprae,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria,29380,2
29382,Staphylococcus cohnii,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria,29382,2
29385,Staphylococcus saprophyticus,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria,29385,2
29388,Staphylococcus capitis,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria,29388,2
29394,Dolosigranulum pigrum,Dolosigranulum,Carnobacteriaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,29394,2
29419,Helicobacter canis,Helicobacter,Helicobacteraceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria,Bacteria,29419,2
29430,Acinetobacter haemolyticus,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,29430,2
29432,Psychrobacter phenylpyruvicus,Psychrobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,29432,2
29433,Moraxella ovis,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,29433,2
29447,Xanthomonas albilineans,Xanthomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,29447,1
29459,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,29459,3
29461,Brucella suis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,29461,3
29466,Veillonella parvula,Veillonella,Veillonellaceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,29466,2
29484,Yersinia frederiksenii,Yersinia,Yersiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,29484,2
29486,Yersinia ruckeri,Yersinia,Yersiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,29486,2
29488,Photorhabdus luminescens,Photorhabdus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,29488,1
29489,Aeromonas enteropelogenes,Aeromonas,Aeromonadaceae,Aeromonadales,Gammaproteobacteria,Proteobacteria,Bacteria,29489,1
29494,Vibrio furnissii,Vibrio,Vibrionaceae,Vibrionales,Gammaproteobacteria,Proteobacteria,Bacteria,29494,1
29497,Vibrio splendidus,Vibrio,Vibrionaceae,Vibrionales,Gammaproteobacteria,Proteobacteria,Bacteria,29497,2
29506,Leptospira inadai,Leptospira,Leptospiraceae,NA,Spirochaetia,Spirochaetes,Bacteria,29506,2
29507,Leptospira kirschneri,Leptospira,Leptospiraceae,NA,Spirochaetia,Spirochaetes,Bacteria,29507,2
29520,Borrelia crocidurae,Borrelia,Borreliaceae,Spirochaetales,Spirochaetia,Spirochaetes,Bacteria,29520,2
29524,Porphyromonas circumdentaria,Porphyromonas,Porphyromonadaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,29524,2
29546,Lawsonia intracellularis,Lawsonia,Desulfovibrionaceae,Desulfovibrionales,Deltaproteobacteria,Proteobacteria,Bacteria,29546,2
29557,Mycoplasma gallinarum,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes,Bacteria,29557,2
29575,Taylorella equigenitalis,Taylorella,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,29575,2
32013,Comamonas terrigena,Comamonas,Comamonadaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,32013,2
32025,Helicobacter hepaticus,Helicobacter,Helicobacteraceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria,Bacteria,32025,2
33028,Staphylococcus saccharolyticus,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria,33028,2
33030,Peptoniphilus indolicus,Peptoniphilus,Peptoniphilaceae,Tissierellales,Tissierellia,Firmicutes,Bacteria,33030,2
33031,Peptoniphilus lacrimalis,Peptoniphilus,Peptoniphilaceae,Tissierellales,Tissierellia,Firmicutes,Bacteria,33031,2
33033,Parvimonas micra,Parvimonas,Peptoniphilaceae,Tissierellales,Tissierellia,Firmicutes,Bacteria,33033,2
33034,Anaerococcus prevotii,Anaerococcus,Peptoniphilaceae,Tissierellales,Tissierellia,Firmicutes,Bacteria,33034,2
33037,Anaerococcus vaginalis,Anaerococcus,Peptoniphilaceae,Tissierellales,Tissierellia,Firmicutes,Bacteria,33037,2
33044,Bartonella doshiae,Bartonella,Bartonellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,33044,2
33046,Bartonella taylorii,Bartonella,Bartonellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,33046,2
33047,Bartonella vinsonii,Bartonella,Bartonellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,33047,2
33894,Mycobacterium africanum,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,33894,3
33895,Mycobacterium interjectum,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,33895,2
33945,Enterococcus avium,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,33945,2
33970,Melissococcus plutonius,Melissococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,33970,2
33987,Exiguobacterium aurantiacum,Exiguobacterium,NA,Bacillales,Bacilli,Firmicutes,Bacteria,33987,2
33990,Rickettsia bellii,Rickettsia,Rickettsiaceae,Rickettsiales,Alphaproteobacteria,Proteobacteria,Bacteria,33990,3
33992,Rickettsia rhipicephali,Rickettsia,Rickettsiaceae,Rickettsiales,Alphaproteobacteria,Proteobacteria,Bacteria,33992,3
34059,Moraxella atlantae,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,34059,2
34062,Moraxella osloensis,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,34062,2
34085,Riemerella anatipestifer,Riemerella,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,34085,2
34097,Brevinema andersonii,Brevinema,Brevinemataceae,Brevinematales,Spirochaetia,Spirochaetes,Bacteria,34097,2
34105,Streptobacillus moniliformis,Streptobacillus,Leptotrichiaceae,Fusobacteriales,Fusobacteriia,Fusobacteria,Bacteria,34105,2
35519,Mogibacterium timidum,Mogibacterium,Clostridiales Family XIII. Incertae Sedis,Clostridiales,Clostridia,Firmicutes,Bacteria,35519,2
35623,Acholeplasma oculi,Acholeplasma,Acholeplasmataceae,Acholeplasmatales,Mollicutes,Tenericutes,Bacteria,35623,2
35703,Citrobacter amalonaticus,Citrobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,35703,2
35756,Corynebacterium pilosum,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,35756,2
35757,Corynebacterium cystitidis,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,35757,2
35788,Rickettsia africae,Rickettsia,Rickettsiaceae,Rickettsiales,Alphaproteobacteria,Proteobacteria,Bacteria,35788,3
35789,Rickettsia helvetica,Rickettsia,Rickettsiaceae,Rickettsiales,Alphaproteobacteria,Proteobacteria,Bacteria,35789,3
35790,Rickettsia japonica,Rickettsia,Rickettsiaceae,Rickettsiales,Alphaproteobacteria,Proteobacteria,Bacteria,35790,3
