"tax_id","org_name","growth_tmp","metabolism","trophy","doubling_h","reference","ref_type"
53635,"Acidimicrobium ferrooxidans",47.3,"A","M",2.2,"Franzmann PD, Haddad CM, Hawkes RB, Robertson WJ, Plumb JJ. Effects of temperature on the rates of iron and sulfur oxidation by selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation. Miner Eng. 2005;18(13-14):1304-1314.","full_text"
41673,"Acidianus brierleyi",68.3,"FA","M",6.83,"Franzmann PD, Haddad CM, Hawkes RB, Robertson WJ, Plumb JJ. Effects of temperature on the rates of iron and sulfur oxidation by selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation. Miner Eng. 2005;18(13-14):1304-1314.","full_text"
74969,"Ferroplasma acidiphilum",42.5,"A","A",59.66,"Franzmann PD, Haddad CM, Hawkes RB, Robertson WJ, Plumb JJ. Effects of temperature on the rates of iron and sulfur oxidation by selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation. Miner Eng. 2005;18(13-14):1304-1314.","full_text"
312540,"Ferroplasma cyprexacervatum",51.6,"A","A",12.01,"Franzmann PD, Haddad CM, Hawkes RB, Robertson WJ, Plumb JJ. Effects of temperature on the rates of iron and sulfur oxidation by selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation. Miner Eng. 2005;18(13-14):1304-1314.","full_text"
28034,"Sulfobacillus thermosulfidooxidans",48.6,"FA","M",3.25,"Franzmann PD, Haddad CM, Hawkes RB, Robertson WJ, Plumb JJ. Effects of temperature on the rates of iron and sulfur oxidation by selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation. Miner Eng. 2005;18(13-14):1304-1314.","full_text"
178606,"Leptospirillum ferriphilum",39.6,"A","H",4.64,"Franzmann PD, Haddad CM, Hawkes RB, Robertson WJ, Plumb JJ. Effects of temperature on the rates of iron and sulfur oxidation by selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation. Miner Eng. 2005;18(13-14):1304-1314.","full_text"
180,"Leptospirillum ferrooxidans",35,"A","H",7.69,"Franzmann PD, Haddad CM, Hawkes RB, Robertson WJ, Plumb JJ. Effects of temperature on the rates of iron and sulfur oxidation by selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation. Miner Eng. 2005;18(13-14):1304-1314.","full_text"
920,"Acidithiobacillus ferrooxidans",31,"FA","H",386.11,"Franzmann PD, Haddad CM, Hawkes RB, Robertson WJ, Plumb JJ. Effects of temperature on the rates of iron and sulfur oxidation by selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation. Miner Eng. 2005;18(13-14):1304-1314.","full_text"
930,"Acidithiobacillus thiooxidans",29.6,"FA","H",73.64,"Franzmann PD, Haddad CM, Hawkes RB, Robertson WJ, Plumb JJ. Effects of temperature on the rates of iron and sulfur oxidation by selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation. Miner Eng. 2005;18(13-14):1304-1314.","full_text"
29291,"Methanococcoides burtonii",22.5,"AN","H",82.54,"Franzmann PD, Springer N, Ludwig W, Conway de Macario E, Rohde M. A methanogenic Archaeon from Ace Lake, Antarctica: Methanococcoides burtonii sp. nov. Syst Appl Microbiol. 1992;15:573-581.","full_text"
644,"Aeromonas hydrophila",30.9,"FA","H",0.38,"Hayward LJ. Predictive microbiology of Aeromonas hydrophila: the effect of temperature and water activity on the growth of Aeromonas hydrophila, B.Sc. (Honours) Thesis. Hobart: University of Tasmania; 1990.","full_text"
28252,"Paracoccus halodenitrificans",33,"FA","A",1.77,"Krist K. Description and mechanisms of bacterial growth responses to water activity and compatible solutes, PhD Thesis. Hobart: University of Tasmania; 1997. Refer hochstein1984effect.","full_text"
2247,"Halorubrum lacusprofundi",34.8,"A","H",25.71,"McMeekin TA, Franzmann PD. Effect of temperature on the growth rates of halotolerant and halophilic Bacteria isolated from Antarctic saline lakes. Polar Biol. 1988;8:281-285.","full_text"
571,"Klebsiella oxytoca",37,"FA","H",11.71,"Mellefont L. Predictive model development and lag phase characterisation for applications in the meat industry, PhD Thesis. Hobart: University of Tasmania; 2000.","full_text"
294,"Pseudomonas fluorescens",30.4,"A","H",0.49,"Neumeyer K. Modelling pseudomonad growth in milk and milk-based products, MSc Thesis. Hobart: University of Tasmania; 1995.","full_text"
303,"Pseudomonas putida",31.2,"A","H",0.42,"Neumeyer K. Modelling pseudomonad growth in milk and milk-based products, MSc Thesis. Hobart: University of Tasmania; 1995.","full_text"
2018083,"Gelidibacter sp.",24.3,"A","H",6.21,"Nichols DS, Greenhill AR, Shadbolt CT, Ross T, McMeekin TA. Physicochemical parameters for the growth of sea ice bacteria Glaciecola punicea ACAM 611T and Gelidibacter sp. Strain IC158. Appl Environ Microbiol. 1999;65:3757-3760.","full_text"
56804,"Glaciecola punicea",13.7,"A","H",12.85,"Nichols DS, Greenhill AR, Shadbolt CT, Ross T, McMeekin TA. Physicochemical parameters for the growth of sea ice bacteria Glaciecola punicea ACAM 611T and Gelidibacter sp. Strain IC158. Appl Environ Microbiol. 1999;65:3757-3760.","full_text"
56813,"Shewanella gelidimarina",15.9,"FA","H",1.64,"Nichols DS, Olley J, Garda J, Brenner RR, McMeekin T. Effect of temperature and salinity stress on growth and lipid composition of Shewanella gelidmarina. Appl Environ Microbiol. 2000;66:2422-2429.","full_text"
28442,"Haloarcula vallismortis",47,"A","H",2.91,"Robinson JL, Pyzyna B, Atrasz RG, Henderson CA, Morrill KL, Burd AM, et al. Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots. J Bacteriol. 2005 February;187(3):923-929.","full_text"
43928,"Halobaculum gomorrense",45,"A","H",2.57,"Robinson JL, Pyzyna B, Atrasz RG, Henderson CA, Morrill KL, Burd AM, et al. Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots. J Bacteriol. 2005 February;187(3):923-929.","full_text"
2250,"Halococcus morrhuae",51,"A","H",1.46,"Robinson JL, Pyzyna B, Atrasz RG, Henderson CA, Morrill KL, Burd AM, et al. Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots. J Bacteriol. 2005 February;187(3):923-929.","full_text"
2246,"Haloferax volcanii",45,"A","H",1.84,"Robinson JL, Pyzyna B, Atrasz RG, Henderson CA, Morrill KL, Burd AM, et al. Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots. J Bacteriol. 2005 February;187(3):923-929.","full_text"
60847,"Halogeometricum borinquense",49,"A","H",1.71,"Robinson JL, Pyzyna B, Atrasz RG, Henderson CA, Morrill KL, Burd AM, et al. Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots. J Bacteriol. 2005 February;187(3):923-929.","full_text"
2248,"Halorubrum saccharovorum",45,"A","H",3.03,"Robinson JL, Pyzyna B, Atrasz RG, Henderson CA, Morrill KL, Burd AM, et al. Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots. J Bacteriol. 2005 February;187(3):923-929.","full_text"
62320,"Haloterrigena turkmenica",51,"A","H",1.5,"Robinson JL, Pyzyna B, Atrasz RG, Henderson CA, Morrill KL, Burd AM, et al. Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots. J Bacteriol. 2005 February;187(3):923-929.","full_text"
64602,"Natrialba asiatica",45,"A","H",2.59,"Robinson JL, Pyzyna B, Atrasz RG, Henderson CA, Morrill KL, Burd AM, et al. Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots. J Bacteriol. 2005 February;187(3):923-929.","full_text"
69525,"Natrinema pellirubrum",51,"A","H",1.87,"Robinson JL, Pyzyna B, Atrasz RG, Henderson CA, Morrill KL, Burd AM, et al. Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots. J Bacteriol. 2005 February;187(3):923-929.","full_text"
44930,"Natronobacterium gregoryi",47,"A","H",2,"Robinson JL, Pyzyna B, Atrasz RG, Henderson CA, Morrill KL, Burd AM, et al. Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots. J Bacteriol. 2005 February;187(3):923-929.","full_text"
29288,"Natronococcus occultus",45,"A","H",2.77,"Robinson JL, Pyzyna B, Atrasz RG, Henderson CA, Morrill KL, Burd AM, et al. Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots. J Bacteriol. 2005 February;187(3):923-929.","full_text"
2257,"Natronomonas pharaonis",43,"A","H",2.16,"Robinson JL, Pyzyna B, Atrasz RG, Henderson CA, Morrill KL, Burd AM, et al. Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots. J Bacteriol. 2005 February;187(3):923-929.","full_text"
2242,"Halobacterium salinarum",49.1,"A","A",1.05,"Robinson JL, Pyzyna B, Atrasz RG, Henderson CA, Morrill KL, Burd AM, et al. Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots. J Bacteriol. 2005 February;187(3):923-929.","full_text"
1639,"Listeria monocytogenes",35.4,"FA","H",0.43,"Ross T. A philosophy for the development of kinetic models in predictive microbiology, PhD Thesis. Hobart: University of Tasmania; 1993.","full_text"
562,"Escherichia coli",38.5,"FA","H",0.18,"Salter MA, Ross T, McMeekin TA. Applicability of a model for nonpathogenic Escherichia coli for predicting the growth of pathogenic Escherichia coli. J Appl Microbiol. 1998;85:357-364.","full_text"
1165,"Anabaena cylindrica",29,"A","A",56,"Smith RV, Evans MCW. Nitrogenase activity in cell-free extracts of the blue-green alga, Anabaena cylindrica. J Bacteriol. 1971;105(3):913-917.","full_text"
153151,"Geobacillus toebii",68,"A","H",2,"Poli A, Romano I, Caliendo G, Nicolaus G, Orlando P, de Falco A, et al. Geobacillus toebii subsp. decanicus subsp. nov., a hydrocarbondegrading, heavy metal resistant bacterium from hot compost. J Gen Appl Microbiol. 2006;52(4):223-234.","full_text"
330922,"Psychrobacter cryopegella",22,"A","H",2.62,"Bakermans C, Nealson KH. Relationship of critical temperature to macromolecular synthesis and growth yield in Psychrobacter cryopegella. J Bacteriol. 2004;186(8):2340-2345.","full_text"
947013,"Chryseolinea serpens",25,"A","H",0.63,"Kim JJ, Alkawally M, Brady AL, Rijpstra WIC, Damste√≈ JSS, Dunfield PF. Chryseolinea serpens gen. nov., sp. nov., a member of the phylum Bacteroidetes isolated from soil. Int J Syst Evol Microbiol. 2013;63(Pt 2):654-660.","full_text"
33938,"Geobacillus gargensis",62.5,"A","H",2.5,"Nazina TN, Lebedeva EV, Poltaraus AB, Tourova TP, Grigoryan AA, Sokolova DS, et al. Geobacillus gargensis sp. nov., a novel thermophile from a hot spring, and the reclassification of Bacillus vulcani as Geobacillus vulcani comb. nov. Int J Syst Evol Microbiol. 2004;54(6):2019-2024.","full_text"
759412,"Natranaerobius trueperi",52,"AN","H",3,"Mesbah NM, Wiegel J. Natronovirga wadinatrunensis gen. nov., sp. nov. and Natranaerobius trueperi sp. nov., halophilic, alkalithermophilic micro-organisms from soda lakes of the Wadi An Natrun, Egypt. Int J Syst Evol Microbiol. 2009;59(8):2042-2048.","full_text"
759415,"Natronovirga wadinatrunensis",51,"AN","H",2,"Mesbah NM, Wiegel J. Natronovirga wadinatrunensis gen. nov., sp. nov. and Natranaerobius trueperi sp. nov., halophilic, alkalithermophilic micro-organisms from soda lakes of the Wadi An Natrun, Egypt. Int J Syst Evol Microbiol. 2009;59(8):2042-2048.","full_text"
520762,"Thermotalea metallivorans",50,"AN","H",6.7,"Ogg CD, Patel BKC. Thermotalea metallivorans gen. nov., sp. nov., a thermophilic, anaerobic bacterium from the Great Artesian Basin of Australia aquifer. Int J Syst Evol Microbiol. 2009;59(5):964-971.","full_text"
167964,"Anaerolinea thermophila",55,"AN","H",72,"Sekiguchi Y, Yamada T, Hanada S, Ohashi A, Harada H, Kamagata Y. Anaerolinea thermophila gen. nov., sp. nov. and Caldilinea aerophila gen. nov., sp. nov., novel filamentous thermophiles that represent a previously uncultured lineage of the domain Bacteria at the subphylum level. Int J Syst Evol Microbiol. 2003;53(6):1843-1851.","full_text"
133453,"Caldilinea aerophila",55,"A","H",5,"Sekiguchi Y, Yamada T, Hanada S, Ohashi A, Harada H, Kamagata Y. Anaerolinea thermophila gen. nov., sp. nov. and Caldilinea aerophila gen. nov., sp. nov., novel filamentous thermophiles that represent a previously uncultured lineage of the domain Bacteria at the subphylum level. Int J Syst Evol Microbiol. 2003;53(6):1843-1851.","full_text"
1076695,"Halanaerobium sehlinense",43,"AN","H",2.2,"Abdeljabbar H, Cayol JL, Hania WB, Boudabous A, Sadfi N, Fardeau ML. Halanaerobium sehlinense sp. nov., an extremely halophilic, fermentative, strictly anaerobic bacterium from sediments of the hypersaline lake Sehline Sebkha. Int J Syst Evol Microbiol. 2013;63(Pt 6):2069-2074.","full_text"
287535,"Balneola vulgaris",30,"A","H",3.14,"Urios L, Agogue√≈ H, Lesongeur F, Stackebrandt E, Lebaron P. Balneola vulgaris gen. nov., sp. nov., a member of the phylum Bacteroidetes from the north-western Mediterranean Sea. Int J Syst Evol Microbiol. 2006;56(8):1883-1887.","full_text"
53443,"Ruminococcus hydrogenotrophicus",37,"AN","A",1.8,"Bernalier A, Willems A, Leclerc M, Rochet V, Collins MD. Ruminococcus hydrogenotrophicus sp. nov., a new H2/CO2-utilizing acetogenic bacterium isolated from human feces. Arch Microbiol. 1996;166(3):176-183.","full_text"
1110389,"Verminephrobacter aporrectodeae",20,"microA","H",15.6,"Lund MB, Scha√‡tzle S, Schramm A, Kjeldsen KU. Verminephrobacter aporrectodeae sp. nov. subsp. tuberculatae and subsp. caliginosae, the specific nephridial symbionts of the earthworms Aporrectodea tuberculata and A. caliginosa. Antonie van Leeuwenhoek. 2012;101(3):507-514.","full_text"
364317,"Verminephrobacter eiseniae",25,"A","H",6.5,"Pinel N, Davidson SK, Stahl DA. Verminephrobacter eiseniae gen. nov., sp. nov., a nephridial symbiont of the earthworm Eisenia foetida (Savigny). Int J Syst Evol Microbiol. 2008;58(9):2147-2157.","full_text"
40549,"Thermoanaerobacterium sp.",50,"AN","H",1.24,"Orlygsson J, Baldursson SRB. Phylogenetic and physiological studies of four hydrogen-producing thermoanaerobes from Icelandic geothermal areas. Icel Agric Sci. 2007;20:93-106.","full_text"
545536,"Hydrogenophilus islandicus",50,"A","M",18.2,"Ve√≈steinsdo√≈ttir H, Reynisdo√≈ttir DB, O√‡rlygsson J. Hydrogenophilus islandicus sp. nov., a thermophilic hydrogen-oxidizing bacterium isolated from an Icelandic hot spring. Int J Syst Evol Microbiol. 2011;61(2):290-294.","full_text"
496831,"Thermovorax subterraneus",71,"AN","H",4.9,"Ma√‡kinen AE, Kaksonen AH, Puhakka JA. Thermovorax subterraneus, gen. nov., sp. nov., a thermophilic hydrogen-producing bacterium isolated from geothermally active underground mine. Extremophiles. 2009;13(3):505-510.","full_text"
309806,"Sulfurihydrogenibium azorense",68,"microA","A",2.5,"Aguiar P, Beveridge TJ, Reysenbach AL. Sulfurihydrogenibium azorense, sp. nov., a thermophilic hydrogen-oxidizing microaerophile from terrestrial hot springs in the Azores. Int J Syst Evol Microbiol. 2004;54(1):33-39.","full_text"
501497,"Thermodesulfatator atlanticus",65,"AN","A",3.41,"Alain K, Postec A, Grinsard E, Lesongeur F, Prieur D, Godfroy A. Thermodesulfatator atlanticus sp. nov., a thermophilic, chemolithoautotrophic, sulfate-reducing bacterium isolated from a Mid-Atlantic Ridge hydrothermal vent. Int J Syst Evol Microbiol. 2010;60(1):33-38.","full_text"
710190,"Methanobacterium petrolearium",35,"AN","H",39.5,"Mori K, Harayama S. Methanobacterium petrolearium sp. nov. and Methanobacterium ferruginis sp. nov., mesophilic methanogens isolated from salty environments. Int J Syst Evol Microbiol. 2011;61(1):138-143.","full_text"
710191,"Methanobacterium ferruginis",40,"AN","A",18.5,"Mori K, Harayama S. Methanobacterium petrolearium sp. nov. and Methanobacterium ferruginis sp. nov., mesophilic methanogens isolated from salty environments. Int J Syst Evol Microbiol. 2011;61(1):138-143.","full_text"
171695,"Thermodesulfatator indicus",70,"AN","A",2,"Moussard H, LÇƒÙharidon S, Tindall B, Banta A, Schumann P, Stackebrandt E, et al. Thermodesulfatator indicus gen. nov., sp. nov., a novel thermophilic chemolithoautotrophic sulfate-reducing bacterium isolated from the Central Indian Ridge. Int J Syst Evol Microbiol. 2004;54(1):227-233.","full_text"
227598,"Thermococcus celericrescens",79.8,"AN","H",0.23,"Kuwabara T, Minaba M, Ogi N, Kamekura M. Thermococcus celericrescens sp. nov., a fast-growing and cell-fusing hyperthermophilic archaeon from a deep-sea hydrothermal vent. Int J Syst Evol Microbiol. 2007;57(3):437-443.","full_text"
676965,"Moorella humiferrea",65,"AN","H",2.1,"Nepomnyashchaya YN, Slobodkina GB, Baslerov RV, Chernyh NA, Bonch-Osmolovskaya EA, Netrusov AI, et al. Moorella humiferrea sp. nov., a thermophilic, anaerobic bacterium capable of growth via electron shuttling between humic acid and Fe (III). Int J Syst Evol Microbiol. 2012;62(Pt 3):613-617.","full_text"
412593,"Thermosulfidibacter takaii",70,"AN","A",4.95,"Nunoura T, Oida H, Miyazaki M, Suzuki Y. Thermosulfidibacter takaii gen. nov., sp. nov., a thermophilic, hydrogen-oxidizing, sulfur-reducing chemolithoautotroph isolated from a deep-sea hydrothermal field in the Southern Okinawa Trough. Int J Syst Evol Microbiol. 2008;58(3):659-665.","full_text"
171121,"Sulfurihydrogenibium subterraneum",62.5,"AN","A",1.33,"Takai K, Kobayashi H, Nealson KH, Horikoshi K. Sulfurihydrogenibium subterraneum gen. nov., sp. nov., from a subsurface hot aquifer. Int J Syst Evol Microbiol. 2003;53(3):823-827.","full_text"
187878,"Thermococcus gammatolerans",89.4,"AN","H",1.77,"Jolivet E, LÇƒÙHaridon S, Corre E, Forterre P, Prieur D. Thermococcus gammatolerans sp. nov., a hyperthermophilic archaeon from a deep-sea hydrothermal vent that resists ionizing radiation. Int J Syst Evol Microbiol. 2003;53(3):847-851.","full_text"
213185,"Methanotorris formicicus",74.7,"AN","A",0.43,"Takai K, Nealson KH, Horikoshi K. Methanotorris formicicus sp. nov., a novel extremely thermophilic, methane-producing archaeon isolated from a black smoker chimney in the Central Indian Ridge. Int J Syst Evol Microbiol. 2004;54(4):1095-1100.","full_text"
380763,"Sulfurihydrogenibium rodmanii",74.9,"microA","A",1.16,"OÇƒÙNeill AH, Liu Y, Ferrera I, Beveridge TJ, Reysenbach AL. Sulfurihydrogenibium rodmanii sp. nov., a sulfur-oxidizing chemolithoautotroph from the Uzon Caldera, Kamchatka Peninsula, Russia, and emended description of the genus Sulfurihydrogenibium. Int J Syst Evol Microbiol. 2008;58(5):1147-1152.","full_text"
460873,"Sulfurihydrogenibium kristjanssonii",67.8,"A","H",1.31,"Flores GE, Liu Y, Ferrera I, Beveridge TJ, Reysenbach AL. Sulfurihydrogenibium kristjanssonii sp. nov., a hydrogen-and sulfur-oxidizing thermophile isolated from a terrestrial Icelandic hot spring. Int J Syst Evol Microbiol. 2008;58(5):1153-1158.","full_text"
173480,"Gemmatimonas aurantiaca",30,"A","H",12,"Zhang H, Sekiguchi Y, Hanada S, Hugenholtz P, Kim H, Kamagata Y, et al. Gemmatimonas aurantiaca gen. nov., sp. nov., a Gram-negative, aerobic, polyphosphate-accumulating micro-organism, the first cultured representative of the new bacterial phylum Gemmatimonadetes phyl. nov. Int J Syst Evol Microbiol. 2003;53(4):1155-1163.","full_text"
660294,"Thermosipho affectus",70,"AN","H",0.53,"Podosokorskaya OA, Kublanov IV, Reysenbach AL, Kolganova TV, Bonch-Osmolovskaya EA. Thermosipho affectus sp. nov., a thermophilic, anaerobic, cellulolytic bacterium isolated from a Mid-Atlantic Ridge hydrothermal vent. Int J Syst Evol Microbiol. 2011;61(5):1160-1164.","full_text"
646273,"Nautilia nitratireducens",54.8,"AN","A",1.21,"Pe√≈rez-Rodri√≈guez I, Ricci J, Voordeckers JW, Starovoytov V, Vetriani C. Nautilia nitratireducens sp. nov., a thermophilic, anaerobic, chemosynthetic, nitrate-ammonifying bacterium isolated from a deep-sea hydrothermal vent. Int J Syst Evol Microbiol. 2010;60(5):1182-1186.","full_text"
203471,"Tepidiphilus margaritifer",50,"A","H",1,"Manaia CM, Nogales B, Nunes OC. Tepidiphilus margaritifer gen. nov., sp. nov., isolated from a thermophilic aerobic digester. Int J Syst Evol Microbiol. 2003;53(5):1405-1410.","full_text"
868131,"Methanobacterium paludis",34.5,"AN","A",35,"Cadillo-Quiroz H, Bra√‡uer SL, Goodson N, Yavitt JB, Zinder SH. Methanobacterium paludis sp. nov. and a novel strain of Methanobacterium lacus isolated from northern peatlands. Int J Syst Evol Microbiol. 2014;64(Pt 5):1473-1480.","full_text"
244787,"Nautilia profundicola",39.9,"AN","M",10.47,"Smith JL, Campbell BJ, Hanson TE, Zhang CL, Cary SC. Nautilia profundicola sp. nov., a thermophilic, sulfur-reducing epsilonproteobacterium from deep-sea hydrothermal vents. Int J Syst Evol Microbiol. 2008;58(7):1598-1602.","full_text"
277988,"Thermococcus thioreducens",84,"AN","H",0.5,"Pikuta EV, Marsic D, Itoh T, Bej AK, Tang J, Whitman WB, et al. Thermococcus thioreducens sp. nov., a novel hyperthermophilic, obligately sulfur-reducing archaeon from a deep-sea hydrothermal vent. Int J Syst Evol Microbiol. 2007;57(7):1612-1618.","full_text"
380685,"Thermosipho globiformans",68.1,"AN","H",0.28,"Kuwabara T, Kawasaki A, Uda I, Sugai A. Thermosipho globiformans sp. nov., an anaerobic thermophilic bacterium that transforms into multicellular spheroids with a defect in peptidoglycan formation. Int J Syst Evol Microbiol. 2011;61(7):1622-1627.","full_text"
195522,"Thermococcus nautili",87.8,"AN","H",0.95,"Gorlas A, Croce O, Oberto J, Gauliard E, Forterre P, Marguet E. Thermococcus nautili sp. nov., a hyperthermophilic archaeon isolated from a hydrothermal deep-sea vent. Int J Syst Evol Microbiol. 2014;64(Pt 5):1802-1810.","full_text"
238991,"Thermosipho atlanticus",65,"AN","H",1.2,"Urios L, Cueff-Gauchard V, Pignet P, Postec A, Fardeau ML, Ollivier B, et al. Thermosipho atlanticus sp. nov., a novel member of the Thermotogales isolated from a Mid-Atlantic Ridge hydrothermal vent. Int J Syst Evol Microbiol. 2004;54(6):1953-1957.","full_text"
416586,"Selenomonas bovis",39,"AN","H",2.3,"Zhang K, Dong X. Selenomonas bovis sp. nov., isolated from yak rumen contents. Int J Syst Evol Microbiol. 2009;59(8):2080-2083.","full_text"
252966,"Mahella australiensis",50,"AN","H",11,"Salinas MB, Fardeau ML, Thomas P, Cayol JL, Patel BK, Ollivier B. Mahella australiensis gen. nov., sp. nov., a moderately thermophilic anaerobic bacterium isolated from an Australian oil well. Int J Syst Evol Microbiol. 2004;54(6):2169-2173.","full_text"
496866,"Thermoanaerobacter pseudethanolicus",65,"AN","H",1.25,"Onyenwoke RU, Kevbrin VV, Lysenko AM, Wiegel J. Thermoanaerobacter pseudethanolicus sp. nov., a thermophilic heterotrophic anaerobe from Yellowstone National Park. Int J Syst Evol Microbiol. 2007;57(10):2191-2193.","full_text"
394805,"Thioprofundum hispidum",39,"AN","A",14.9,"Mori K, Suzuki Ki, Urabe T, Sugihara M, Tanaka K, Hamada M, et al. Thioprofundum hispidum sp. nov., an obligately chemolithoautotrophic sulfur-oxidizing gammaproteobacterium isolated from the hydrothermal field on Suiyo Seamount, and proposal of Thioalkalispiraceae fam. nov. in the order Chromatiales. Int J Syst Evol Microbiol. 2011;61(10):2412-2418.","full_text"
86166,"Thermodesulfovibrio aggregans",60,"AN","H",24,"Sekiguchi Y, Muramatsu M, Imachi H, Narihiro T, Ohashi A, Harada H, et al. Thermodesulfovibrio aggregans sp. nov. and Thermodesulfovibrio thiophilus sp. nov., anaerobic, thermophilic, sulfate-reducing bacteria isolated from thermophilic methanogenic sludge, and emended description of the genus Thermodesulfovibrio. Int J Syst Evol Microbiol. 2008;58(11):2541-2548.","full_text"
999894,"Thermosulfurimonas dismutans",74.1,"AN","A",0.76,"Slobodkin AI, Reysenbach AL, Slobodkina GB, Baslerov RV, Kostrikina NA, Wagner ID, et al. Thermosulfurimonas dismutans gen. nov., sp. nov., an extremely thermophilic sulfur-disproportionating bacterium from a deep-sea hydrothermal vent. Int J Syst Evol Microbiol. 2012;62(Pt 11):2565-2571.","full_text"
697197,"Methylothermus subterraneus",57.5,"A","H",2.3,"Hirayama H, Suzuki Y, Abe M, Miyazaki M, Makita H, Inagaki F, et al. Methylothermus subterraneus sp. nov., a moderately thermophilic methanotroph isolated from a terrestrial subsurface hot aquifer. Int J Syst Evol Microbiol. 2011;61(11):2646-2653.","full_text"
1123352,"Tepidimicrobium xylanilyticum",60,"AN","H",4.1,"Niu L, Song L, Liu X, Dong X. Tepidimicrobium xylanilyticum sp. nov., an anaerobic xylanolytic bacterium, and emended description of the genus Tepidimicrobium. Int J Syst Evol Microbiol. 2009;59(11):2698-2701.","full_text"
693075,"Caldisericum exile",65,"AN","H",13.52,"Mori K, Yamaguchi K, Sakiyama Y, Urabe T, Suzuki Ki. Caldisericum exile gen. nov., sp. nov., an anaerobic, thermophilic, filamentous bacterium of a novel bacterial phylum, Caldiserica phyl. nov., originally called the candidate phylum OP5, and description of Caldisericaceae fam. nov., Caldisericales ord. nov. and Caldisericia classis nov. Int J Syst Evol Microbiol. 2009;59(11):2894-2898.","full_text"
1128108,"Thermococcus prieurii",88.6,"AN","H",0.95,"Gorlas A, Alain K, Bienvenu N, Geslin C. Thermococcus prieurii sp. nov., a hyperthermophilic archaeon isolated from a deep-sea hydrothermal vent. Int J Syst Evol Microbiol. 2013;63(Pt 8):2920-2926.","full_text"
1462921,"Thermosipho activus",65,"AN","H",0.5,"Podosokorskaya OA, Bonch-Osmolovskaya EA, Godfroy A, Gavrilov SN, Beskorovaynaya DA, Sokolova TG, et al. Thermosipho activus sp. nov., a thermophilic, anaerobic, hydrolytic bacterium isolated from a deep-sea sample. Int J Syst Evol Microbiol. 2014;64(Pt 9):3307-3313.","full_text"
1266720,"Moorella stamsii",65,"AN","H",52.8,"Alves JI, van Gelder AH, Alves MM, Sousa DZ, Plugge CM. Moorella stamsii sp. nov., a new anaerobic thermophilic hydrogenogenic carboxydotroph isolated from digester sludge. Int J Syst Evol Microbiol. 2013;63(Pt 11):4072-4076.","full_text"
76633,"Thermobacillus xylanilyticus",55,"A","H",0.55,"Touzel JP, OÇƒÙDonohue M, Debeire P, Samain E, Breton C. Thermobacillus xylanilyticus gen. nov., sp. nov., a new aerobic thermophilic xylandegrading bacterium isolated from farm soil. Int J Syst Evol Microbiol. 2000;50(1):315-320.","full_text"
114249,"Tepidimonas ignava",54.9,"A","H",0.93,"Moreira C, Rainey FA, Nobre MF, da Silva MT, da Costa MS. Tepidimonas ignava gen. nov., sp. nov., a new chemolithoheterotrophic and slightly thermophilic member of the å=-Proteobacteria. Int J Syst Evol Microbiol. 2000;50(2):735-742.","full_text"
84599,"Staphylothermus hellenicus",85,"AN","H",2.9,"Arab H, Vo√‡lker H, Thomm M. Thermococcus aegaeicus sp. nov. and Staphylothermus hellenicus sp. nov., two novel hyperthermophilic archaea isolated from geothermally heated vents off Palaeochori Bay, Milos, Greece. Int J Syst Evol Microbiol. 2000;50(6):2101-2108.","full_text"
