"tax_id","name_class","org_name","Strain","metabolism","pathways","carbon_substrates","sporulation","cell_shape","motility","optimum_ph","optimum_tmp","d1_lo","d1_up","d2_lo","d2_up","isolation_source","reference","ref_type"
384933,"scientific name","Bacillus aidingensis","17-May","obligate aerobe","nitrate_reduction","cellobiose, fructose, galactose, glucose, glycerol, maltose, mannose, melibiose, raffinose, salicin, sucrose, trehalose","yes","rod","flagella",7.2,37,0.2,0.4,1.3,2.5,"other, salt lake","doi.org/10.1099/ijs.0.2008/000471-0","doi"
1411,"scientific name","Bacillus akibai"," 1139T ","obligate aerobe","nitrate_reduction","arabinose, cellobiose, fructose, galactose, glucose, maltose, mannitol, mannose, salicin, sorbitol, sucrose, trehalose, Tween 20, Tween 40, Tween 60","yes","rod","flagella",9.5,37,0.7,NA,3.5,NA,"built environment","doi.org/10.1099/ijs.0.63649-0","doi"
472963,"synonym","Bacillus alkalidiazotrophicus","MS 6","facultative anaerobe",NA,"cellobiose, fructose, glucose, lactose, maltose, mannitol, melibiose, raffinose, sucrose, trehalose",NA,"rod","flagella",9.5,34,0.6,1.2,3,8,"soil, soda soil sample","doi.org/I 10.1099/ijs.0.65655-0","doi"
304268,"scientific name","Bacillus alkalitelluris","BA288","facultative anaerobe",NA,"acetate, citric acide (citrate), formic acid, glutamic acid, malate, succinic acid (succinate), xylose","yes","rod","flagella",9.25,30,0.4,0.5,2.4,3,"soil","doi.org/10.1099/ijs.0.65733-0","doi"
293387,"scientific name","Bacillus altitudinis","41KF2b","obligate aerobe",NA,"cellobiose, glycine, N-acetylgulcosamine, rhamnose, sorbitol, threonine, trehalose","yes","rod","motile, but unspecified structure",NA,37.5,NA,NA,NA,NA,"other, air sample","doi.org/10.1099/ijs.0.64029-0","doi"
279215,"scientific name","Bacillus alveayuensis","TM1T ","obligate aerobe",NA,"5-ketoguconate, fructose, glycerol, maltose, mannose, sucrose, trehalose","yes","rod","motile, but unspecified structure",7.25,55,0.75,NA,3.8,NA,"marine sediment","doi.org/10.1099/ijs.0.63424-0","doi"
1325932,"scientific name","Bacillus andreesenii","8-4-E13",NA,"nitrate_reduction","glucose, glycerol, maltose, pyruvic acid (pyruvate)",NA,NA,"flagella",7.5,45,0.5,0.9,1.5,3.6,"other, biowaste composite reactor","doi.org/10.1099/ijs.0.054833-0","doi"
263476,"synonym","Bacillus arenosi","LMG 22166T","obligate aerobe","nitrate_reduction",NA,"yes","rod","motile, but unspecified structure",8,25,0.9,NA,5.5,NA,"soil","doi.org/10.1099/ijs.0.63240-0","doi"
255247,"synonym","Bacillus arsenicus","Con a/3T ","obligate aerobe",NA,"fructose, glucose, histidine, lactate, maltose, mannitol, melibiose, raffinose, sorbitol, sucrose","yes","rod","motile, but unspecified structure",6.8,30,0.4,NA,1.2,NA,"built environment","doi.org/10.1099/ijs.0.63476-0","doi"
263475,"synonym","Bacillus arvi","LMG 22165T","anaerobic",NA,"fructose, N-acetylgulcosamine","yes","rod","motile, but unspecified structure",7.5,25,0.9,NA,5.5,NA,"soil","doi.org/10.1099/ijs.0.63240-0","doi"
412384,"scientific name","Bacillus aryabhattai","B8W22T",NA,NA,"gelatin, glycerol, myo-inositol, ornithine","yes","rod","motile, but unspecified structure",NA,28,NA,NA,NA,NA,"other, cryotubes","doi.org/10.1099/ijs.0.002527-0","doi"
412384,"scientific name","Bacillus aryabhattai","B8W22T",NA,"nitrate_reduction","2-ketogluconate, 5-ketoguconate, adonitol, alanine, alanine, arabinose, arginine, asparagine, cellobiose, fructose, galactose, gelatin, glucose, glutamic acid, glycerol, glycine, lactate, lactose, leucine, malate, malonic acid (malonate), maltose, mannitol, mannose, melibiose, myo-inositol, N-acetylgulcosamine, ornithine, propionic acid (propionate), raffinose, rhamnose, ribose, serine, sorbitol, sucrose, threonine, trehalose, tryptophan, xylitol, xylose","yes","rod","motile, but unspecified structure",8,28,NA,NA,NA,NA,"other, cryotubes","doi.org/10.1099/ijs.0.002527-0","doi"
228899,"scientific name","Bacillus asahii","MA001T","obligate aerobe","nitrate_reduction","Tween 20, Tween 40, Tween 60","yes","rod","flagella",7.5,30,0.6,NA,2.2,NA,"soil","doi.org/10.1099/ijs0.03014-0","doi"
254410,"scientific name","Bacillus aurantiacus","K1-5","obligate aerobe",NA,NA,"yes","rod","non-motile",9.75,28,0.9,NA,3.85,NA,"other, soda lake","doi.org/10.1099/ijs.0.65325-0","doi"
260554,"synonym","Bacillus axarquiensis","CR-119T","obligate aerobe","nitrate_reduction","arabinose, arginine, cellobiose, citric acide (citrate), fructose, gelatin, glucose, glycerol, glycogen, maltose, mannitol, mannose, myo-inositol, ornithine, raffinose, ribose, salicin, sorbitol, sucrose, trehalose, Tween 20, Tween 80, xylitol, xylose","yes","rod","flagella",7.2,32,0.5,NA,2,NA,"freshwater sediment","doi.org/10.1099/ijs.0.63567-0","doi"
220685,"scientific name","Bacillus bataviensis","IDA1115T","facultative anaerobe","nitrate_reduction","cellobiose, fructose, fucose, galactose, gelatin, glucose, glycerol, lactose, maltose, mannitol, mannose, melibiose, N-acetylgulcosamine, raffinose, ribose, salicin, sucrose, trehalose","yes","rod","motile, but unspecified structure",7.5,30,0.95,NA,0.95,NA,"soil","doi.org/10.1099/ijs.0.02723-0","doi"
426756,"synonym","Bacillus beijingensis","ge10T","obligate aerobe","nitrate_reduction","acetate, alanine, alaninamide, alanine, alpha-ketovaleric acid, arabinose, arabitol, dextrin, fructose, gelatin, glutamic acid, glycerol, glycogen, inosine, malate, maltose, methyl beta-D-glucoside, N-acetylgulcosamine, putrescine, pyruvic acid (pyruvate), pyruvic acid methyl ester, serine, succinic acid (succinate), thymidine, Tween 40, uridine, xylitol","no","cocci","non-motile",7.5,30,0.65,NA,1.25,NA,"plant associated","doi.org/10.1099/ijs.0.65861-0","doi"
246272,"scientific name","Bacillus bogoriensis","LBB3T","obligate aerobe",NA,"5-ketoguconate, arabinose, cellobiose, fructose, glycerol, glycogen, lactose, maltose, mannose, N-acetylgulcosamine, raffinose, rhamnose, ribose, salicin, sucrose, trehalose, xylose","yes","rod","non-motile",10,37,0.35,NA,2.75,NA,"hypersaline environment","doi.org/10.1099/ijs.0.63318-0","doi"
421767,"scientific name","Bacillus butanolivorans","K9","obligate aerobe","nitrate_reduction","myo-inositol, raffinose, rhamnose","yes","rod","motile, but unspecified structure",7,25,1.05,NA,3.75,NA,"soil","doi.org/10.1099/ijs.0.65332-0","doi"
1403243,"scientific name","Bacillus canaveralius","KSC SF8bT","obligate aerobe","nitrate_reduction","arabinose, cellobiose, melibiose, sucrose","yes","rod","motile, but unspecified structure",7.4,32,1,NA,4,NA,"built environment","doi.org/10.1099/ijs.0.009167-0","doi"
459347,"scientific name","Bacillus cecembensis","PN5","obligate aerobe","nitrate_reduction","citric acide (citrate), trehalose","yes","rod","flagella",NA,25,1.25,NA,3.5,NA,"soil, soil sample from pindari glacier","doi.org/I 10.1099/ijs.0.65515-0","doi"
1413,"scientific name","Bacillus cellulosilyticus","N-4T","obligate aerobe","nitrate_reduction","cellobiose, fructose, glucose, lactose, maltose, mannose, salicin, sucrose, trehalose, Tween 20, Tween 40, Tween 60","yes","rod","flagella",9.5,37,0.35,NA,2.5,NA,"built environment","doi.org/10.1099/ijs.0.63649-0","doi"
427072,"scientific name","Bacillus chagannorensis","CG-15T","facultative anaerobe","nitrate_reduction","arabinose, butanol, ethanol, fructose, fucose, galactose, glucose, lactose, maltose, mannitol, mannose, melibiose, myo-inositol, propionic acid (propionate), raffinose, ribose, salicin, sorbitol, trehalose, xylitol, xylose","yes","rod","motile, but unspecified structure",8.5,37,0.6,0.7,2,3,"hypersaline environment","doi.org/10.1099/ijs.0.65162-0","doi"
587633,"scientific name","Bacillus chungangensis","CAU 348","obligate aerobe",NA,"fructose, glucose, rhamnose, ribose, salicin, sucrose","yes","rod","motile, but unspecified structure",7,30,0.8,NA,2.5,NA,"marine sediment","doi.org/10.1099/ijs.0.013607-0","doi"
587633,"scientific name","Bacillus chungangensis","CAU 348","obligate aerobe",NA,"fructose, glucose, rhamnose, ribose, salicin, sucrose","yes","rod","motile, but unspecified structure",7,30,0.8,NA,2.5,NA,"other, sea sand","doi.org/10.1099/ijs.0.013607-0","doi"
246786,"genbank synonym","Bacillus cibi","JG-30T","obligate aerobe","nitrate_reduction","acetate, cellobiose, fructose, galactose, glucose, malate, maltose, mannose, melibiose, pyruvic acid (pyruvate), raffinose, succinic acid (succinate), sucrose, trehalose, Tween 80","yes","rod","flagella",7,37,0.7,NA,2.5,NA,"food product","doi.org/10.1099/ijs.0.63208-0","doi"
408580,"scientific name","Bacillus coahuilensis","m4-4","obligate aerobe",NA,"citric acide (citrate), glycerol","yes","rod",NA,7.5,33.5,0.6,NA,2.25,NA,"other, lagoon","doi.org/10.1099/ijs.0.64959-0","doi"
1245523,"scientific name","Bacillus composti","SgZ-9","facultative anaerobe",NA,"3-hydroxybenzoate, 3-hydroxybenzoate, 4-hydroxbenzoate, glycogen, histidine, itaconate, malonic acid (malonate), maltose, proline, salicin, serine","yes","rod","non-motile",7.25,50,0.65,NA,2.5,NA,"other, compost","doi.org/10.1099/ijs.0.049106-0","doi"
580165,"scientific name","Bacillus cytotoxicus","NVH 391-98","facultative anaerobe","nitrate_reduction","cellobiose, gelatin, mannose, N-acetylgulcosamine, ribose, salicin","yes","rod","motile, but unspecified structure",NA,33.5,NA,NA,1,NA,"food product","doi.org/10.1099/ijs.0.030627-0","doi"
745820,"scientific name","Bacillus daliensis","DLS13","facultative anaerobe",NA,"cellobiose, fructose, galactose, glucose, glycerol, lactose, maltose, mannitol, mannose, raffinose, rhamnose, ribose, salicin, sucrose, xylose","yes","rod","flagella",9,30,0.4,0.5,2.5,3.5,"freshwater","doi.org/10.1099/ijs.0.031575-0","doi"
380630,"scientific name","Bacillus decisifrondis","E5HC-32T","obligate aerobe",NA,"alanine, alaninamide, alanine, alpha-cyclodextrin, alpha-ketovaleric acid, galactonic acid, glycerol, inosine, lactose, proline, pyruvic acid (pyruvate), raffinose, rhamnose, sorbitol, thymidine, uridine, urocanic acid","yes","rod","flagella",8.4,40,1.2,NA,3.7,NA,"soil","doi.org/10.1099/ijs.0.64440-0","doi"
220684,"scientific name","Bacillus drentensis","IDA1967T","facultative anaerobe","nitrate_reduction","fructose, galactose, glucose, lactose, maltose, mannose, melibiose, N-acetylgulcosamine, raffinose, ribose, salicin, sucrose, trehalose, xylose","yes","rod","motile, but unspecified structure",7.5,30,0.9,NA,0.9,NA,"soil","doi.org/10.1099/ijs.0.02723-0","doi"
762947,"scientific name","Bacillus eiseniae","1-Nov","facultative anaerobe",NA,"5-ketoguconate, arabinose, cellobiose, fructose, fucose, maltose, mannitol, xylose","yes","rod","flagella",7,30,0.7,NA,3.25,NA,"other, intestinal tract of earthworm","doi.org/10.1099/ijs.0.034892-0","doi"
718002,"scientific name","Bacillus endoradicis","CCBAU 05776","obligate aerobe","nitrate_reduction","alpha-ketovaleric acid, dextrin, fructose, glucose, glutamic acid, inosine, mannose, ribose, salicin, thymidine, uridine","yes","rod","motile, but unspecified structure",7.5,32.5,0.7,0.9,1.9,2.7,"plant associated","doi.org/10.1099/ijs.0.028936-0","doi"
254757,"scientific name","Bacillus farraginis","R-6540T ","obligate aerobe",NA,"3-hydroxybutyrate, alanine, alanine, arabinose, aspartic acid (aspartate), galactose, glucosamine, glutamic acid, histidine, lactate, malate, malonic acid (malonate), mannitol, myo-inositol, proline, putrescine, rhamnose, ribose, succinic acid (succinate), tryptophan","no","rod","motile, but unspecified structure",NA,37.5,0.65,NA,2.6,NA,"food product","doi.org/10.1099/ijs.0.63095-0","doi"
254759,"scientific name","Bacillus fordii","R-7190T","obligate aerobe",NA,"2-ketogluconate, 3-hydroxybutyrate, 5-ketoguconate, adonitol, alanine, alanine, arabinose, arabitol, galcturonic acid, gluconic acid, glucosamine, glucose, histidine, lactate, malonic acid (malonate), N-acetylgulcosamine, phenylacetate, propionic acid (propionate), putrescine, quinic acid, raffinose, ribose, succinic acid (succinate), tryptophan, xylose","yes","rod","motile, but unspecified structure",7,37.5,0.7,NA,2.6,NA,"other, raw milk","doi.org/10.1099/ijs.0.63095-0","doi"
254758,"scientific name","Bacillus fortis","R-6514T ","obligate aerobe",NA,"2-ketogluconate, citric acide (citrate), gluconic acid, glucosamine, glucose, histidine, lactate, malate, malonic acid (malonate), melibiose, phenylacetate, proline, putrescine, ribose, tryptophan","yes","rod","motile, but unspecified structure",NA,37.5,0.7,NA,2.3,NA,"food product, also found in raw milk","doi.org/10.1099/ijs.0.63095-0","doi"
217031,"scientific name","Bacillus galactosidilyticus","LMG17892T","facultative anaerobe","nitrate_reduction","arabinose, cellobiose, fructose, galactose, glucose, lactose, maltose, mannitol, mannose, melibiose, methyl beta-D-glucoside, raffinose, rhamnose, ribose, salicin, sucrose, trehalose, xylose","yes","rod","motile, but unspecified structure",8.25,35,0.8,NA,3.5,NA,"food product","doi.org/10.1099/ijs.0.02816-0","doi"
531816,"scientific name","Bacillus galliciensis","BFLP-1","obligate aerobe",NA,"glucosamine","yes","rod","motile, but unspecified structure",7.2,20,0.8,1.2,2.5,3.5,"other, faeces of wild seahorses","doi.org/10.1099/ijs.0.011817-0","doi"
531816,"scientific name","Bacillus galliciensis","BFLP-1","obligate aerobe",NA,"arabinose, glucose, maltose, mannitol, N-acetylgulcosamine","yes","rod","motile, but unspecified structure",7.2,20,1,NA,3,NA,"other, seahorse feces","doi.org/10.1099/ijs.0.011817-0","doi"
225985,"synonym","Bacillus gelatini","LMG21880T","obligate aerobe",NA,"5-ketoguconate, cellobiose, fructose, galactose, gelatin, glucose, glycerol, maltose, mannitol, mannose, methyl beta-D-glucoside, N-acetylgulcosamine, ribose, trehalose, xylose","yes","rod","motile, but unspecified structure",6.5,45,0.7,NA,7,NA,"other, contaminated gelatin","doi.org/10.1099/ijs.0.02960-0","doi"
426757,"synonym","Bacillus ginsengi","ge14T","obligate aerobe","nitrate_reduction","acetate, alanine, alaninamide, alanine, alpha-ketovaleric acid, asparagine, fructose, gelatin, glutamic acid, glycerol, glycogen, inosine, malate, mannose, N-acetylgulcosamine, propionic acid (propionate), pyruvic acid (pyruvate), pyruvic acid methyl ester, serine, succinic acid (succinate), thymidine, Tween 40, uridine","no","rod","non-motile",7.5,30,1.1,NA,1.3,NA,"plant associated","doi.org/10.1099/ijs.0.65861-0","doi"
904295,"scientific name","Bacillus ginsengisoli","DCY53","obligate aerobe","nitrate_reduction","3-hydroxybenzoate, 3-hydroxybutyrate, 3-hydroxybenzoate, alanine, alanine, glucose, glycogen, lactate, maltose, mannitol, mannose, N-acetylgulcosamine, proline, sucrose","yes","rod","flagella",6.75,33.5,1.2,NA,6.5,NA,"soil","doi.org/10.1099/ijs.0.031740-0","doi"
859144,"scientific name","Bacillus gottheilii","WCC 4585","obligate aerobe","nitrate_reduction","2-ketogluconate, gluconic acid, malate, maltose","yes","rod","motile, but unspecified structure",8,30,0.75,NA,6.5,NA,"other, pharmaceutical manufacturing site","doi.org/10.1099/ijs.0.036277-0","doi"
520043,"synonym","Bacillus halochares","MSS4","obligate aerobe",NA,"acetate, cellobiose, glycerol, lactose, maltose, mannitol, ribose, sucrose","no","rod","motile, but unspecified structure",8,37,0.6,NA,2.6,NA,"other, solar saltern","doi.org/10.1099/ijs.0.014233-0","doi"
520043,"synonym","Bacillus halochares","MSS4","obligate aerobe",NA,"acetate, cellobiose, glycerol, lactose, maltose, mannitol, ribose, sucrose","no","rod","motile, but unspecified structure",8,37,0.5,0.7,1.7,3.5,"other, solar saltern","doi.org/10.1099/ijs.0.014233-0","doi"
930124,"scientific name","Bacillus halosaccharovorans","E33","obligate aerobe",NA,"alanine, alanine, arabinose, cellobiose, fructose, galactose, glucose, glycerol, maltose, mannitol, mannose, melibiose, proline, raffinose, ribose, salicin, sucrose, trehalose, xylose","yes","rod","motile, but unspecified structure",7.75,40,0.5,NA,6.5,NA,"hypersaline environment","doi.org/10.1099/ijs.0.046961-0","doi"
127886,"scientific name","Bacillus hemicellulosilyticus","C-11T","obligate aerobe",NA,"cellobiose, fructose, glucose, lactose, maltose, mannitol, mannose, melibiose, raffinose, salicin, sorbitol, sucrose, trehalose, Tween 20, Tween 40, Tween 60","yes","rod","flagella",10,37,0.4,NA,4,NA,"built environment","doi.org/10.1099/ijs.0.63649-0","doi"
283816,"scientific name","Bacillus herbersteinensis","D-1,5aT","obligate aerobe",NA,"acetate, arabinose, aspartic acid (aspartate), cellobiose, citric acide (citrate), fructose, gluconic acid, glucosamine, glucose, lactate, malate, maltose, mannitol, mannose, melibiose, ornithine, proline, pyruvic acid (pyruvate), rhamnose, ribose, salicin, sorbitol, sucrose, trehalose, xylose","yes","rod","motile, but unspecified structure",9.5,16,250,NA,250,NA,"other, medieval wall painting","doi.org/10.1099/ijs.0.63660-0","doi"
549687,"scientific name","Bacillus horneckiae","1P01SC","obligate aerobe","nitrate_reduction","adipate, malate, maltose, trisodium citrate","yes","rod","motile, but unspecified structure",7,30,1.25,NA,5,NA,"other, clean room of kennedy space center","doi.org/10.1099/ijs.0.008979-0","doi"
549687,"scientific name","Bacillus horneckiae","1P01SC","obligate aerobe","nitrate_reduction","adipate, citric acide (citrate), gluconic acid, malate, maltose","yes","rod","motile, but unspecified structure",7,30,1,1.5,4,6,"other, spacecraft-assembly clean room","doi.org/10.1099/ijs.0.008979-0","doi"
263474,"scientific name","Bacillus humi","LMG 22167T","anaerobic","nitrate_reduction","2-ketogluconate, glucosamine, lactose, salicin","yes","rod","motile, but unspecified structure",7.5,30,0.8,NA,5.5,NA,"soil","doi.org/10.1099/ijs.0.63240-0","doi"
208199,"scientific name","Bacillus hwajinpoensis","SW-72T","obligate aerobe","nitrate_reduction","cellobiose, galactose, gelatin, mannitol, mannose, melibiose, raffinose, ribose, Tween 20, Tween 40, Tween 60, Tween 80","yes","rod","non-motile",6.5,32.5,1.15,NA,3.25,NA,"seawater","doi.org/10.1099/ijs.0.02678-0","doi"
246786,"scientific name","Bacillus indicus","Sd/3T","obligate aerobe",NA,"arginine, cellobiose, lactose, maltose, mannose, melibiose, myo-inositol, raffinose, rhamnose, ribose, sucrose, tryptophan","yes","rod","non-motile",6.5,30,1.05,NA,4.3,NA,"built environment","doi.org/10.1099/ijs.0.03047-0","doi"
930128,"synonym","Bacillus iranensis","X5B","obligate aerobe","nitrate_reduction","alanine, cellobiose, fructose","yes","rod","motile, but unspecified structure",7.5,35,0.5,0.9,1.2,2.5,"hypersaline environment","doi.org/10.1099/ijs.0.030874-0","doi"
432607,"scientific name","Bacillus isabeliae","CVS-B","obligate aerobe",NA,"cellobiose, fructose, gluconic acid, glycogen, ribose, sucrose, trehalose, xylose","yes","rod","non-motile",7.75,36,0.75,NA,4.3,NA,"hypersaline environment","doi.org/10.1099/ijs.0.65217-0","doi"
412383,"synonym","Bacillus isronensis","B3W22T",NA,"nitrate_reduction","adonitol, asparagine, cellobiose, dextrin, fructose, glycerol, glycine, lactate, lactose, leucine, maltose, methyl beta-D-glucoside, myo-inositol, N-acetylgulcosamine, ornithine, propionic acid (propionate), pyruvic acid (pyruvate), trehalose, tryptophan, Tween 80, xylitol, xylose","yes","rod","motile, but unspecified structure",8,28,NA,NA,NA,NA,"other, cryotubes","doi.org/10.1099/ijs.0.002527-0","doi"
859143,"scientific name","Bacillus kochii","WCC 4582","obligate aerobe",NA,"3-hydroxybutyrate, 3-hydroxybenzoate, acetate, alanine, citric acide (citrate), gluconic acid, itaconate, malate, phenylacetate, proline, propionic acid (propionate), ribose, serine, Tween 20, Tween 40, Tween 60, Tween 80, valerate","yes","rod","motile, but unspecified structure",7,30,0.5,0.8,3,13,"food product","doi.org/10.1099/ijs.0.027771-0","doi"
284581,"scientific name","Bacillus koreensis","BR030","obligate aerobe",NA,"fructose, glucose, glycerol, lactose, maltose, melibiose, raffinose, ribose, sucrose, trehalose","yes","rod","motile, but unspecified structure",7,37.5,0.8,1.6,1.6,2.8,"other, rhizosphere of willow roots","doi.org/10.1099/ijs.0.63701-0","doi"
519977,"scientific name","Bacillus korlensis","ZLC-26T ","obligate aerobe","nitrate_reduction","arabinose, cellobiose, fructose, galactose, glucose, glycerol, glycogen, lactose, maltose, mannitol, melibiose, N-acetylgulcosamine, raffinose, rhamnose, ribose, salicin, sucrose, trehalose, xylose","yes","rod","flagella",7.5,33.5,0.7,0.8,1.8,3,"soil","doi.org/10.1099/ijs.0.004879-0","doi"
356658,"scientific name","Bacillus kribbensis","BT080T","obligate aerobe",NA,"cellobiose, fructose, gelatin, glucose, lactose, maltose, melibiose, ribose, trehalose, xylose","yes","rod","flagella",6,31.5,1.5,NA,1.7,NA,"soil","doi.org/10.1099/ijs.0.65227-0","doi"
300825,"scientific name","Bacillus lehensis","MLB2T","obligate aerobe","nitrate_reduction","2-ketogluconate, acetate, alpha-ketovaleric acid, arabitol, dextrin, fructose, gelatin, glycerol, glycogen, lactose, maltose, mannitol, mannose, propionic acid (propionate), pyruvic acid (pyruvate), sorbitol, sucrose, trehalose, Tween 40, Tween 60, xylose","yes","rod","motile, but unspecified structure",8,25,0.65,NA,2.4,NA,"soil","doi.org/10.1099/ijs.0.64617-0","doi"
152268,"scientific name","Bacillus litoralis","SW-211T","obligate aerobe",NA,"arabinose, cellobiose, fructose, galactose, melibiose, raffinose, rhamnose, ribose, sucrose, trehalose","yes","rod","flagella",7.5,37,0.8,1,2.5,4.5,"estuarine sediment","doi.org/10.1099/ijs.0.63332-0","doi"
245160,"synonym","Bacillus macauensis","ZFHKF-1","facultative anaerobe",NA,"cellobiose, galactose, lactate, malate, mannitol, mannose, pyruvic acid (pyruvate), rhamnose, ribose, salicin, sucrose","yes","rod",NA,8.5,30,0.8,1.2,2,5,"other, drinking water supply","doi.org/10.1099/ijs.0.63868-0","doi"
157733,"synonym","Bacillus macyae","JMM-4T","anaerobic","nitrate_reduction","acetate, glutamic acid, lactate, pyruvic acid (pyruvate), succinic acid (succinate)","yes","rod","flagella",7.8,32.5,0.6,NA,2.75,NA,"soil","doi.org/10.1099/ijs.0.63059-0","doi"
260554,"synonym","Bacillus malacitensis","CR-95T","obligate aerobe","nitrate_reduction","arabinose, cellobiose, fructose, gelatin, glucose, glycerol, glycogen, maltose, mannitol, mannose, myo-inositol, ribose, salicin, sorbitol, sucrose, trehalose, Tween 20, Tween 80, xylose","yes","rod","flagella",7.2,32,0.5,NA,2,NA,"freshwater sediment","doi.org/10.1099/ijs.0.63567-0","doi"
1418,"scientific name","Bacillus mannanilyticus"," AM-001T","obligate aerobe",NA,"fructose, galactose, glucose, glycerol, lactose, maltose, mannitol, mannose, raffinose, sorbitol, sucrose, trehalose, Tween 20, Tween 40, Tween 60, xylose","yes","rod","flagella",9,37,0.7,NA,4.5,NA,"built environment","doi.org/10.1099/ijs.0.63649-0","doi"
521377,"scientific name","Bacillus marmarensis","GMBE 72","obligate aerobe",NA,"cellobiose, mannose, ribose, Tween 80","yes","rod","motile, but unspecified structure",10,35,0.8,1.1,2,2.5,"other, mushroom compost","doi.org/10.1099/ijs.0.012369-0","doi"
521377,"scientific name","Bacillus marmarensis","GMBE 72","obligate aerobe",NA,"2-ketogluconate, arabinose, arabitol, cellobiose, fructose, glucose, glycogen, maltose, mannose, N-acetylgulcosamine, ribose, salicin, sucrose, trehalose, xylitol","yes","rod","motile, but unspecified structure",NA,NA,0.95,NA,2.25,NA,"other, mushroom compost","doi.org/10.1099/ijs.0.012369-0","doi"
292806,"synonym","Bacillus massiliensis","4400831","obligate aerobe",NA,"acetate, citric acide (citrate), methyl pyruvate, pyruvic acid (pyruvate)","yes","rod","flagella",7,33.5,0.3,0.5,1.5,4,"other, cerebrospinal fluid","doi.org/10.1099/ijs.0.63982-0","doi"
492670,"synonym","Bacillus methylotrophicus","CBMB205","obligate aerobe","nitrate_reduction","adipate, arabinose, histidine, lactate, malate, melibiose, rhamnose, ribose, salicin, sorbitol, sucrose","yes","rod","motile, but unspecified structure",7,28,0.63,0.64,1.8,2.7,"soil","doi.org/10.1099/ijs.0.015487-0","doi"
171685,"scientific name","Bacillus murimartini","LMG 21005T",NA,"nitrate_reduction","cellobiose, citric acide (citrate), fructose, galactose, gelatin, glucose, glycerol, lactose, maltose, mannitol, mannose, melibiose, N-acetylgulcosamine, ribose, salicin, sorbitol, sucrose, trehalose","yes","rod","flagella",8.5,17.5,0.5,NA,2.5,NA,"built environment","doi.org/10.1099/ijs.0.65177-0 ´è_","doi"
742169,"synonym","Bacillus nanhaiensis","JSM082006T","obligate aerobe",NA,"alanine, alanine, dextrin, glucose, histidine, maltose, mannitol","yes","rod","flagella",8,30,0.5,NA,5,NA,"other, animal associated-oyster","doi.org/10.1099/ijs.0.022889-0","doi"
688079,"scientific name","Bacillus nanhaiisediminis"," NH3T","obligate aerobe","nitrate_reduction","acetate, arabinose, cellobiose, galactose, glucosamine, glucose, glycerol, maltose, mannitol, mannose, melibiose, pyruvic acid (pyruvate), raffinose, rhamnose, sorbitol, succinic acid (succinate), trehalose, urea, xylitol","yes","rod","flagella",9,37,0.6,NA,1.9,NA,"marine sediment","doi.org/10.1099/ijs.0.023671-0","doi"
885475,"synonym","Bacillus neizhouensis","JSM 071004T","obligate aerobe","nitrate_reduction","fructose, glucose, leucine, maltose, sucrose, trehalose","yes","rod","non-motile",8.5,25,0.5,0.6,3,5,"other, sea anemone (marine)","doi.org/10.1099/ijs.0.009522-0","doi"
324854,"scientific name","Bacillus niabensis","4T19T","facultative aerobe","nitrate_reduction","arabinose, glucose, mannitol, xylose","yes","rod","flagella",7,30,0.5,0.7,2,3,"plant associated","doi.org/10.1099/ijs.0.64178-0","doi"
220687,"scientific name","Bacillus novalis","IDA3307T","facultative anaerobe","nitrate_reduction","cellobiose, fructose, galactose, gelatin, glucose, glycerol, maltose, mannitol, mannose, N-acetylgulcosamine, ribose, sorbitol, trehalose, xylose","yes","rod","motile, but unspecified structure",8,35,0.9,NA,0.9,NA,"soil","doi.org/10.1099/ijs.0.02723-0","doi"
665099,"scientific name","Bacillus oceanisediminis","H2","obligate aerobe","nitrate_reduction","acetate, cellobiose, glucose, glycogen, lactate, malate, pyruvic acid (pyruvate), raffinose, rhamnose, succinic acid (succinate), sucrose","yes","rod",NA,7,37,0.6,0.8,2,3,"marine sediment","doi.org/10.1099/ijs.0.019851-0","doi"
202611,"synonym","Bacillus odysseyi","34hs-1T","obligate aerobe",NA,"acetate, alanine, alanine, inosine, pyruvic acid (pyruvate)","yes","rod","motile, but unspecified structure",7,32.5,1,NA,4,5,"other, mars odyssey spacecraft","doi.org/10.1099/ijs.0.02747-0","doi"
333138,"scientific name","Bacillus okhensis","Kh10-101","obligate aerobe",NA,"arabinose, fructose, fucose, galactose, glucose, mannose, rhamnose, ribose, xylose","no","rod","flagella",9,37,0.6,0.8,2,3,"soil, saltpan","doi.org/10.1099/ijs.0.63861-0","doi"
38875,"scientific name","Bacillus oleronius","LMG 17952","obligate aerobe","nitrate_reduction","cellobiose, fructose, galactose, glucose, glycerol, maltose, mannitol, mannose, ribose, salicin, trehalose","yes","rod","non-motile",NA,37,NA,NA,NA,NA,"other, isolated from milk","doi.org/10.1099/ijs.0.026740-0","doi"
290588,"scientific name","Bacillus oshimensis","K11T","obligate aerobe",NA,"gelatin, glycerol, maltose, mannitol, mannose, melibiose, raffinose, ribose, trehalose, Tween 20, Tween 40, Tween 60, Tween 80, xylitol, xylose","yes","rod","non-motile",8.5,30,0.8,NA,2.75,NA,"soil","doi.org/10.1099/ijs.0.63488-0","doi"
33936,"synonym","Bacillus pallidus","CW 7","obligate aerobe",NA,"2-ketogluconate, gluconic acid, xylose","yes","rod","flagella",NA,33.5,0.7,1,1.8,3.5,"soil","doi.org/10.1099/ijs.0.2008/000075-0","doi"
