isolate.code,curve.code,genus,species,name,group,environment,temperature,inv.kT,r,ln.r,ln.rM,ln.rT,bv,ln.m,wts,colors,symbol,mte.analysis
111,75,Anabaena,flos-aquae,Anabaena flos-aquae,Cyanobacteria,freshwater,27,38.66254511,0.63,-0.46203546,0.576746919,11.90997897,2.15399188,-9.660381044,0.076923077,darkblue,24,0
111,77,Anabaena,flos-aquae,Anabaena flos-aquae,Cyanobacteria,freshwater,33,37.90482742,0.154,-1.870802677,-0.832020298,10.2587421,2.15399188,-9.660381044,0.076923077,darkblue,24,0
111,76,Anabaena,flos-aquae,Anabaena flos-aquae,Cyanobacteria,freshwater,33,37.90482742,0.434,-0.834710745,0.204071634,11.29483403,2.15399188,-9.660381044,0.076923077,darkblue,24,0
111,75,Anabaena,flos-aquae,Anabaena flos-aquae,Cyanobacteria,freshwater,33,37.90482742,0.616,-0.484508315,0.554274063,11.64503646,2.15399188,-9.660381044,0.076923077,darkblue,24,0
111,77,Anabaena,flos-aquae,Anabaena flos-aquae,Cyanobacteria,freshwater,39,37.17623871,0.252,-1.378326191,-0.339543813,10.5180702,2.15399188,-9.660381044,0.076923077,darkblue,24,0
111,76,Anabaena,flos-aquae,Anabaena flos-aquae,Cyanobacteria,freshwater,39,37.17623871,0.7,-0.356674944,0.682107435,11.53972144,2.15399188,-9.660381044,0.076923077,darkblue,24,0
111,75,Anabaena,flos-aquae,Anabaena flos-aquae,Cyanobacteria,freshwater,39,37.17623871,0.798,-0.225646682,0.813135697,11.67074971,2.15399188,-9.660381044,0.076923077,darkblue,24,1
112,751,Cyclotella,meneghiniana,Cyclotella meneghiniana,Diatoms,freshwater,13,40.55412516,0.611,-0.49265832,1.137813392,12.48466173,3.192244052,-7.293623709,0.166666667,brown,21,0
112,751,Cyclotella,meneghiniana,Cyclotella meneghiniana,Diatoms,freshwater,16,40.13336647,0.816,-0.203340924,1.427130788,12.63933635,3.192244052,-7.293623709,0.166666667,brown,21,0
112,751,Cyclotella,meneghiniana,Cyclotella meneghiniana,Diatoms,freshwater,19,39.72124906,0.962,-0.038740828,1.591730884,12.67205887,3.192244052,-7.293623709,0.166666667,brown,21,0
112,751,Cyclotella,meneghiniana,Cyclotella meneghiniana,Diatoms,freshwater,22,39.31750945,1.026,0.025667747,1.656139459,12.60727077,3.192244052,-7.293623709,0.166666667,brown,21,0
112,751,Cyclotella,meneghiniana,Cyclotella meneghiniana,Diatoms,freshwater,25,38.92189473,1.204,0.185649347,1.816121059,12.64065566,3.192244052,-7.293623709,0.166666667,brown,21,1
112,751,Cyclotella,meneghiniana,Cyclotella meneghiniana,Diatoms,freshwater,28,38.53416209,0.935,-0.06720875,1.563262962,12.26372312,3.192244052,-7.293623709,0.166666667,brown,21,0
113,705,Chlorella,homosphaera,Chlorella homosphaera,Greens,freshwater,14,40.4128954,0.95,-0.051293294,0.113953093,12.88083323,0.621176282,-13.15452501,0.333333333,green3,22,0
113,705,Chlorella,homosphaera,Chlorella homosphaera,Greens,freshwater,20,39.58575103,1.19,0.173953307,0.339199695,12.84139364,0.621176282,-13.15452501,0.333333333,green3,22,1
113,705,Chlorella,homosphaera,Chlorella homosphaera,Greens,freshwater,28,38.53416209,0.56,-0.579818495,-0.414572108,11.75111337,0.621176282,-13.15452501,0.333333333,green3,22,0
114,703,Synechococcus,,Synechococcus ,Cyanobacteria,freshwater,14,40.4128954,0.35,-1.049822124,-1.332818192,11.8823044,-0.165366041,-14.94749483,0.333333333,darkblue,24,0
114,703,Synechococcus,,Synechococcus ,Cyanobacteria,freshwater,20,39.58575103,0.98,-0.020202707,-0.303198775,12.64723762,-0.165366041,-14.94749483,0.333333333,darkblue,24,1
114,703,Synechococcus,,Synechococcus ,Cyanobacteria,freshwater,28,38.53416209,0.89,-0.116533816,-0.399529884,12.21439805,-0.165366041,-14.94749483,0.333333333,darkblue,24,0
115,704,Synechococcus,,Synechococcus ,Cyanobacteria,freshwater,14,40.4128954,0.43,-0.84397007,-1.126966138,12.08815646,-0.165366041,-14.94749483,0.333333333,darkblue,24,0
115,704,Synechococcus,,Synechococcus ,Cyanobacteria,freshwater,20,39.58575103,1.17,0.157003749,-0.125992319,12.82444408,-0.165366041,-14.94749483,0.333333333,darkblue,24,0
115,704,Synechococcus,,Synechococcus ,Cyanobacteria,freshwater,28,38.53416209,1.19,0.173953307,-0.109042761,12.50488518,-0.165366041,-14.94749483,0.333333333,darkblue,24,1
116,277,Akashiwo,sanguinea,Akashiwo sanguinea,Dinoflagellates,marine,15,40.27264589,0.069314718,-2.669098014,-0.190061979,10.21814867,4.681241237,-3.899366415,0.045454545,red,23,0
116,280,Akashiwo,sanguinea,Akashiwo sanguinea,Dinoflagellates,marine,15,40.27264589,0.138629436,-1.975950834,0.503085202,10.91129585,4.681241237,-3.899366415,0.045454545,red,23,0
116,281,Akashiwo,sanguinea,Akashiwo sanguinea,Dinoflagellates,marine,15,40.27264589,0.159423852,-1.836188888,0.642847148,11.0510578,4.681241237,-3.899366415,0.045454545,red,23,0
116,279,Akashiwo,sanguinea,Akashiwo sanguinea,Dinoflagellates,marine,15,40.27264589,0.164275882,-1.806208057,0.672827979,11.08103863,4.681241237,-3.899366415,0.045454545,red,23,0
116,278,Akashiwo,sanguinea,Akashiwo sanguinea,Dinoflagellates,marine,15,40.27264589,0.202398977,-1.597514396,0.88152164,11.28973229,4.681241237,-3.899366415,0.045454545,red,23,0
116,283,Akashiwo,sanguinea,Akashiwo sanguinea,Dinoflagellates,marine,18,39.85767788,0.48,-0.733969175,1.745066861,12.02048775,4.681241237,-3.899366415,0.045454545,red,23,0
116,281,Akashiwo,sanguinea,Akashiwo sanguinea,Dinoflagellates,marine,20,39.58575103,0.246760396,-1.39933747,1.079698566,11.26810286,4.681241237,-3.899366415,0.045454545,red,23,0
116,279,Akashiwo,sanguinea,Akashiwo sanguinea,Dinoflagellates,marine,20,39.58575103,0.250226132,-1.385390242,1.093645794,11.28205009,4.681241237,-3.899366415,0.045454545,red,23,0
116,280,Akashiwo,sanguinea,Akashiwo sanguinea,Dinoflagellates,marine,20,39.58575103,0.261316487,-1.342023012,1.137013023,11.32541732,4.681241237,-3.899366415,0.045454545,red,23,0
116,277,Akashiwo,sanguinea,Akashiwo sanguinea,Dinoflagellates,marine,20,39.58575103,0.279338314,-1.275331637,1.203704399,11.39210869,4.681241237,-3.899366415,0.045454545,red,23,0
116,278,Akashiwo,sanguinea,Akashiwo sanguinea,Dinoflagellates,marine,20,39.58575103,0.303598465,-1.192049289,1.286986746,11.47539104,4.681241237,-3.899366415,0.045454545,red,23,0
116,277,Akashiwo,sanguinea,Akashiwo sanguinea,Dinoflagellates,marine,24,39.05287873,0.230818011,-1.46612571,1.012910326,11.03079548,4.681241237,-3.899366415,0.045454545,red,23,0
116,279,Akashiwo,sanguinea,Akashiwo sanguinea,Dinoflagellates,marine,24,39.05287873,0.241215219,-1.422065719,1.056970317,11.07485547,4.681241237,-3.899366415,0.045454545,red,23,0
116,281,Akashiwo,sanguinea,Akashiwo sanguinea,Dinoflagellates,marine,24,39.05287873,0.254385015,-1.368906353,1.110129683,11.12801484,4.681241237,-3.899366415,0.045454545,red,23,0
116,280,Akashiwo,sanguinea,Akashiwo sanguinea,Dinoflagellates,marine,24,39.05287873,0.259237046,-1.3500124,1.129023635,11.14690879,4.681241237,-3.899366415,0.045454545,red,23,0
116,278,Akashiwo,sanguinea,Akashiwo sanguinea,Dinoflagellates,marine,24,39.05287873,0.290428669,-1.236397278,1.242638757,11.26052391,4.681241237,-3.899366415,0.045454545,red,23,0
116,283,Akashiwo,sanguinea,Akashiwo sanguinea,Dinoflagellates,marine,25,38.92189473,0.83,-0.186329578,2.292706457,12.26867674,4.681241237,-3.899366415,0.045454545,red,23,1
116,277,Akashiwo,sanguinea,Akashiwo sanguinea,Dinoflagellates,marine,27,38.66254511,0.21140989,-1.553956423,0.925079612,10.81805801,4.681241237,-3.899366415,0.045454545,red,23,0
116,281,Akashiwo,sanguinea,Akashiwo sanguinea,Dinoflagellates,marine,27,38.66254511,0.213489332,-1.544168415,0.934867621,10.82784602,4.681241237,-3.899366415,0.045454545,red,23,0
116,280,Akashiwo,sanguinea,Akashiwo sanguinea,Dinoflagellates,marine,27,38.66254511,0.264089076,-1.331468824,1.147567212,11.04054561,4.681241237,-3.899366415,0.045454545,red,23,0
116,278,Akashiwo,sanguinea,Akashiwo sanguinea,Dinoflagellates,marine,27,38.66254511,0.269634253,-1.310688857,1.168347179,11.06132558,4.681241237,-3.899366415,0.045454545,red,23,0
116,279,Akashiwo,sanguinea,Akashiwo sanguinea,Dinoflagellates,marine,27,38.66254511,0.295280699,-1.219828853,1.259207183,11.15218558,4.681241237,-3.899366415,0.045454545,red,23,0
120,444,Thalassiosira,oceanica,Thalassiosira oceanica,Diatoms,marine,15,40.27264589,0.71532789,-0.335014254,0.53012507,12.55223243,1.849296041,-10.35495326,0.333333333,brown,21,0
120,444,Thalassiosira,oceanica,Thalassiosira oceanica,Diatoms,marine,20,39.58575103,1.276777107,0.244339018,1.109478342,12.91177935,1.849296041,-10.35495326,0.333333333,brown,21,0
120,444,Thalassiosira,oceanica,Thalassiosira oceanica,Diatoms,marine,25,38.92189473,1.291333197,0.255675171,1.120814495,12.71068148,1.849296041,-10.35495326,0.333333333,brown,21,1
121,266,Aphanizomenon,aphanizomenoides,Aphanizomenon aphanizomenoides,Cyanobacteria,freshwater,10,40.9837998,0.065,-2.733368009,-1.882237245,10.38144793,1.824714867,-10.4109875,0.166666667,darkblue,24,0
121,266,Aphanizomenon,aphanizomenoides,Aphanizomenon aphanizomenoides,Cyanobacteria,freshwater,15,40.27264589,0.415,-0.879476759,-0.028345995,12.00776993,1.824714867,-10.4109875,0.166666667,darkblue,24,0
121,266,Aphanizomenon,aphanizomenoides,Aphanizomenon aphanizomenoides,Cyanobacteria,freshwater,20,39.58575103,0.77,-0.261364764,0.589766,12.40607557,1.824714867,-10.4109875,0.166666667,darkblue,24,0
121,266,Aphanizomenon,aphanizomenoides,Aphanizomenon aphanizomenoides,Cyanobacteria,freshwater,25,38.92189473,1.037,0.036331929,0.887462693,12.49133824,1.824714867,-10.4109875,0.166666667,darkblue,24,0
121,266,Aphanizomenon,aphanizomenoides,Aphanizomenon aphanizomenoides,Cyanobacteria,freshwater,30,38.27993704,1.268,0.237440856,1.08857162,12.48702071,1.824714867,-10.4109875,0.166666667,darkblue,24,0
121,266,Aphanizomenon,aphanizomenoides,Aphanizomenon aphanizomenoides,Cyanobacteria,freshwater,35,37.65881199,1.452,0.372941916,1.22407268,12.42376175,1.824714867,-10.4109875,0.166666667,darkblue,24,1
122,265,Microcystis,ichthyoblabe,Microcystis ichthyoblabe,Cyanobacteria,freshwater,10,40.9837998,0.545,-0.606969484,-0.246472268,12.50784645,0.963787827,-12.37352169,0.166666667,darkblue,24,0
122,265,Microcystis,ichthyoblabe,Microcystis ichthyoblabe,Cyanobacteria,freshwater,15,40.27264589,0.628,-0.465215113,-0.104717896,12.42203157,0.963787827,-12.37352169,0.166666667,darkblue,24,0
122,265,Microcystis,ichthyoblabe,Microcystis ichthyoblabe,Cyanobacteria,freshwater,20,39.58575103,0.83,-0.186329578,0.174167638,12.48111075,0.963787827,-12.37352169,0.166666667,darkblue,24,0
122,265,Microcystis,ichthyoblabe,Microcystis ichthyoblabe,Cyanobacteria,freshwater,25,38.92189473,0.996,-0.004008021,0.356489195,12.45099829,0.963787827,-12.37352169,0.166666667,darkblue,24,0
122,265,Microcystis,ichthyoblabe,Microcystis ichthyoblabe,Cyanobacteria,freshwater,30,38.27993704,1.244,0.218331994,0.578829211,12.46791185,0.963787827,-12.37352169,0.166666667,darkblue,24,0
122,265,Microcystis,ichthyoblabe,Microcystis ichthyoblabe,Cyanobacteria,freshwater,35,37.65881199,1.32,0.277631737,0.638128953,12.32845157,0.963787827,-12.37352169,0.166666667,darkblue,24,1
123,895,Karenia,mikimotoi,Karenia mikimotoi,Dinoflagellates,marine,10,40.9837998,0.079711926,-2.529336068,-1.224204562,10.58547987,2.621361401,-8.594984533,0.058823529,red,23,0
123,896,Karenia,mikimotoi,Karenia mikimotoi,Dinoflagellates,marine,10,40.9837998,0.106051519,-2.243830275,-0.938698768,10.87098566,2.621361401,-8.594984533,0.058823529,red,23,0
123,893,Karenia,mikimotoi,Karenia mikimotoi,Dinoflagellates,marine,15,40.27264589,0.196853799,-1.625293963,-0.320162457,11.26195272,2.621361401,-8.594984533,0.058823529,red,23,0
123,895,Karenia,mikimotoi,Karenia mikimotoi,Dinoflagellates,marine,15,40.27264589,0.246067249,-1.40215041,-0.097018904,11.48509628,2.621361401,-8.594984533,0.058823529,red,23,0
123,896,Karenia,mikimotoi,Karenia mikimotoi,Dinoflagellates,marine,15,40.27264589,0.246067249,-1.40215041,-0.097018904,11.48509628,2.621361401,-8.594984533,0.058823529,red,23,0
123,894,Karenia,mikimotoi,Karenia mikimotoi,Dinoflagellates,marine,15,40.27264589,0.262702781,-1.336731996,-0.03160049,11.55051469,2.621361401,-8.594984533,0.058823529,red,23,0
123,893,Karenia,mikimotoi,Karenia mikimotoi,Dinoflagellates,marine,20,39.58575103,0.340335266,-1.077824071,0.227307435,11.58961626,2.621361401,-8.594984533,0.058823529,red,23,0
123,894,Karenia,mikimotoi,Karenia mikimotoi,Dinoflagellates,marine,20,39.58575103,0.397866482,-0.921638802,0.383492704,11.74580153,2.621361401,-8.594984533,0.058823529,red,23,0
123,896,Karenia,mikimotoi,Karenia mikimotoi,Dinoflagellates,marine,20,39.58575103,0.41311572,-0.884027532,0.421103975,11.7834128,2.621361401,-8.594984533,0.058823529,red,23,0
123,895,Karenia,mikimotoi,Karenia mikimotoi,Dinoflagellates,marine,20,39.58575103,0.453318256,-0.791160848,0.513970658,11.87627948,2.621361401,-8.594984533,0.058823529,red,23,0
123,893,Karenia,mikimotoi,Karenia mikimotoi,Dinoflagellates,marine,25,38.92189473,0.386776127,-0.949909237,0.35522227,11.50509708,2.621361401,-8.594984533,0.058823529,red,23,0
123,894,Karenia,mikimotoi,Karenia mikimotoi,Dinoflagellates,marine,25,38.92189473,0.535109623,-0.62528365,0.679847856,11.82972266,2.621361401,-8.594984533,0.058823529,red,23,0
123,896,Karenia,mikimotoi,Karenia mikimotoi,Dinoflagellates,marine,25,38.92189473,0.632150229,-0.458628209,0.846503297,11.99637811,2.621361401,-8.594984533,0.058823529,red,23,0
123,895,Karenia,mikimotoi,Karenia mikimotoi,Dinoflagellates,marine,25,38.92189473,0.719486773,-0.329217136,0.97591437,12.12578918,2.621361401,-8.594984533,0.058823529,red,23,1
123,894,Karenia,mikimotoi,Karenia mikimotoi,Dinoflagellates,marine,30,38.27993704,0.290428669,-1.236397278,0.068734228,11.01318257,2.621361401,-8.594984533,0.058823529,red,23,0
123,896,Karenia,mikimotoi,Karenia mikimotoi,Dinoflagellates,marine,30,38.27993704,0.372913183,-0.98640964,0.318721866,11.26317021,2.621361401,-8.594984533,0.058823529,red,23,0
123,895,Karenia,mikimotoi,Karenia mikimotoi,Dinoflagellates,marine,30,38.27993704,0.397866482,-0.921638802,0.383492704,11.32794105,2.621361401,-8.594984533,0.058823529,red,23,0
124,25,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,20,39.58575103,0.2,-1.609437912,-0.952046592,11.05800242,1.484755387,-11.18594528,0.25,darkblue,24,0
124,25,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,25,38.92189473,0.31,-1.171182982,-0.513791661,11.28382333,1.484755387,-11.18594528,0.25,darkblue,24,0
124,25,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,30,38.27993704,0.47,-0.755022584,-0.097631264,11.49455727,1.484755387,-11.18594528,0.25,darkblue,24,1
124,25,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,35,37.65881199,0.45,-0.798507696,-0.141116376,11.25231214,1.484755387,-11.18594528,0.25,darkblue,24,0
125,26,Microcystis,wesenbergii,Microcystis wesenbergii,Cyanobacteria,freshwater,20,39.58575103,0.17,-1.771956842,-1.031202999,10.89548349,1.631033705,-10.85249519,0.25,darkblue,24,0
125,26,Microcystis,wesenbergii,Microcystis wesenbergii,Cyanobacteria,freshwater,25,38.92189473,0.16,-1.832581464,-1.091827621,10.62242485,1.631033705,-10.85249519,0.25,darkblue,24,0
125,26,Microcystis,wesenbergii,Microcystis wesenbergii,Cyanobacteria,freshwater,30,38.27993704,0.2,-1.609437912,-0.86868407,10.64014194,1.631033705,-10.85249519,0.25,darkblue,24,0
125,26,Microcystis,wesenbergii,Microcystis wesenbergii,Cyanobacteria,freshwater,35,37.65881199,0.24,-1.427116356,-0.686362513,10.62370348,1.631033705,-10.85249519,0.25,darkblue,24,1
126,404,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,10,40.9837998,0.315,-1.15518264,-0.15903408,11.9596333,2.079181246,-9.830916317,0.021276596,brown,21,0
126,405,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,10,40.9837998,0.32,-1.139434283,-0.143285723,11.97538165,2.079181246,-9.830916317,0.021276596,brown,21,0
126,400,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,10,40.9837998,0.357,-1.030019497,-0.033870937,12.08479644,2.079181246,-9.830916317,0.021276596,brown,21,0
126,402,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,10,40.9837998,0.524,-0.646263595,0.349884966,12.46855234,2.079181246,-9.830916317,0.021276596,brown,21,0
126,408,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,10,40.9837998,0.585,-0.536143432,0.460005129,12.57867251,2.079181246,-9.830916317,0.021276596,brown,21,0
126,406,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,10,40.9837998,0.585,-0.536143432,0.460005129,12.57867251,2.079181246,-9.830916317,0.021276596,brown,21,0
126,401,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,10,40.9837998,0.774,-0.256183405,0.739965155,12.85863253,2.079181246,-9.830916317,0.021276596,brown,21,0
126,403,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,10,40.9837998,0.833,-0.182721637,0.813426923,12.9320943,2.079181246,-9.830916317,0.021276596,brown,21,0
126,407,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,10,40.9837998,0.85,-0.162518929,0.833629631,12.95229701,2.079181246,-9.830916317,0.021276596,brown,21,0
126,409,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,10,40.9837998,0.956,-0.044997366,0.951151194,13.06981857,2.079181246,-9.830916317,0.021276596,brown,21,0
126,405,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,15,40.27264589,0.481,-0.731888009,0.264260551,12.15535868,2.079181246,-9.830916317,0.021276596,brown,21,0
126,406,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,15,40.27264589,0.822,-0.196014884,0.800133676,12.6912318,2.079181246,-9.830916317,0.021276596,brown,21,0
126,400,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,15,40.27264589,0.851,-0.16134315,0.83480541,12.72590354,2.079181246,-9.830916317,0.021276596,brown,21,0
126,409,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,15,40.27264589,1.117,0.11064652,1.10679508,12.99789321,2.079181246,-9.830916317,0.021276596,brown,21,0
126,403,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,15,40.27264589,1.185,0.169742775,1.165891335,13.05698946,2.079181246,-9.830916317,0.021276596,brown,21,0
126,408,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,15,40.27264589,1.329,0.28442678,1.28057534,13.17167347,2.079181246,-9.830916317,0.021276596,brown,21,0
126,401,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,15,40.27264589,1.333,0.287432041,1.283580601,13.17467873,2.079181246,-9.830916317,0.021276596,brown,21,0
126,407,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,15,40.27264589,1.413,0.345715104,1.341863664,13.23296179,2.079181246,-9.830916317,0.021276596,brown,21,0
126,402,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,15,40.27264589,1.44,0.364643114,1.360791674,13.2518898,2.079181246,-9.830916317,0.021276596,brown,21,0
126,404,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,15,40.27264589,1.5,0.405465108,1.401613668,13.29271179,2.079181246,-9.830916317,0.021276596,brown,21,0
126,405,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,20,39.58575103,0.559,-0.581605806,0.414542754,12.08583452,2.079181246,-9.830916317,0.021276596,brown,21,0
126,406,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,20,39.58575103,0.854,-0.157824085,0.838324475,12.50961624,2.079181246,-9.830916317,0.021276596,brown,21,0
126,400,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,20,39.58575103,1.315,0.273836666,1.269985226,12.94127699,2.079181246,-9.830916317,0.021276596,brown,21,0
126,409,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,20,39.58575103,1.513,0.414094435,1.410242995,13.08153476,2.079181246,-9.830916317,0.021276596,brown,21,0
126,407,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,20,39.58575103,1.756,0.563038495,1.559187055,13.23047882,2.079181246,-9.830916317,0.021276596,brown,21,0
126,403,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,20,39.58575103,1.81,0.593326845,1.589475406,13.26076717,2.079181246,-9.830916317,0.021276596,brown,21,0
126,402,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,20,39.58575103,1.899,0.641327432,1.637475992,13.30876776,2.079181246,-9.830916317,0.021276596,brown,21,0
126,401,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,20,39.58575103,1.94,0.662687973,1.658836533,13.3301283,2.079181246,-9.830916317,0.021276596,brown,21,0
126,408,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,20,39.58575103,2.043,0.714419316,1.710567876,13.38185965,2.079181246,-9.830916317,0.021276596,brown,21,0
126,404,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,20,39.58575103,2.083,0.733809162,1.729957723,13.40124949,2.079181246,-9.830916317,0.021276596,brown,21,0
126,406,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,25,38.92189473,1.015,0.014888612,1.011037173,12.46989493,2.079181246,-9.830916317,0.021276596,brown,21,0
126,405,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,25,38.92189473,1.197,0.179818427,1.175966987,12.63482474,2.079181246,-9.830916317,0.021276596,brown,21,0
126,409,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,25,38.92189473,1.386,0.326421901,1.322570461,12.78142821,2.079181246,-9.830916317,0.021276596,brown,21,0
126,402,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,25,38.92189473,2.018,0.702106922,1.698255482,13.15711324,2.079181246,-9.830916317,0.021276596,brown,21,0
126,401,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,25,38.92189473,2.042,0.71392972,1.71007828,13.16893603,2.079181246,-9.830916317,0.021276596,brown,21,0
126,403,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,25,38.92189473,2.083,0.733809162,1.729957723,13.18881548,2.079181246,-9.830916317,0.021276596,brown,21,0
126,400,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,25,38.92189473,2.143,0.762206716,1.758355277,13.21721303,2.079181246,-9.830916317,0.021276596,brown,21,0
126,407,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,25,38.92189473,2.152,0.766397642,1.762546203,13.22140396,2.079181246,-9.830916317,0.021276596,brown,21,0
126,408,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,25,38.92189473,2.47,0.904218151,1.900366711,13.35922446,2.079181246,-9.830916317,0.021276596,brown,21,0
126,404,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,25,38.92189473,2.768,1.018125038,2.014273598,13.47313135,2.079181246,-9.830916317,0.021276596,brown,21,1
126,406,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,30,38.27993704,1.123,0.116003676,1.112152236,12.36558353,2.079181246,-9.830916317,0.021276596,brown,21,0
126,402,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,30,38.27993704,1.583,0.459321781,1.455470341,12.70890163,2.079181246,-9.830916317,0.021276596,brown,21,0
126,401,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,30,38.27993704,1.81,0.593326845,1.589475406,12.8429067,2.079181246,-9.830916317,0.021276596,brown,21,0
126,407,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,30,38.27993704,1.972,0.679048256,1.675196816,12.92862811,2.079181246,-9.830916317,0.021276596,brown,21,0
126,408,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,30,38.27993704,2.108,0.745739631,1.741888191,12.99531948,2.079181246,-9.830916317,0.021276596,brown,21,0
126,404,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,30,38.27993704,2.667,0.980954245,1.977102805,13.2305341,2.079181246,-9.830916317,0.021276596,brown,21,0
126,403,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,Diatoms,marine,30,38.27993704,2.708,0.996210355,1.992358915,13.24579021,2.079181246,-9.830916317,0.021276596,brown,21,0
127,374,Lingulodinium,polyedrum,Lingulodinium polyedrum,Dinoflagellates,marine,10,40.9837998,0.031191623,-3.467605714,-1.670556434,9.647210223,3.484541905,-6.627313439,0.333333333,red,23,0
127,374,Lingulodinium,polyedrum,Lingulodinium polyedrum,Dinoflagellates,marine,15,40.27264589,0.149026644,-1.90363017,-0.10658089,10.98361652,3.484541905,-6.627313439,0.333333333,red,23,0
127,374,Lingulodinium,polyedrum,Lingulodinium polyedrum,Dinoflagellates,marine,20,39.58575103,0.21140989,-1.553956423,0.243092856,11.11348391,3.484541905,-6.627313439,0.333333333,red,23,1
130,606,Gymnodinium,catenatum,Gymnodinium catenatum,Dinoflagellates,marine,15,40.27264589,0.332,-1.10262031,0.202511196,11.78462638,2.621361401,-8.594984533,0.333333333,red,23,0
130,606,Gymnodinium,catenatum,Gymnodinium catenatum,Dinoflagellates,marine,20,39.58575103,0.434,-0.834710745,0.470420761,11.83272958,2.621361401,-8.594984533,0.333333333,red,23,0
130,606,Gymnodinium,catenatum,Gymnodinium catenatum,Dinoflagellates,marine,25,38.92189473,0.533,-0.629233855,0.675897651,11.82577246,2.621361401,-8.594984533,0.333333333,red,23,1
132,650,Eucampia,zodiacus,Eucampia zodiacus,Diatoms,marine,8,41.27534382,0.682056648,-0.382642563,1.573462844,12.82546746,3.763641696,-5.991088931,0.166666667,brown,21,0
132,650,Eucampia,zodiacus,Eucampia zodiacus,Diatoms,marine,9,41.12905516,0.73473582,-0.308244273,1.647861134,12.85305338,3.763641696,-5.991088931,0.166666667,brown,21,0
132,650,Eucampia,zodiacus,Eucampia zodiacus,Diatoms,marine,12.5,40.62511085,0.94267992,-0.059028481,1.897076925,12.94100699,3.763641696,-5.991088931,0.166666667,brown,21,0
