ref_code,reference
130,"Klouche N, Fardeau ML, Lascourrèges JF, Cayol JL, Hacene H, Thomas P, et al. Geosporobacter subterraneus gen. nov., sp. nov., a spore-forming bacterium isolated from a deep subsurface aquifer. Int J Syst Evol Microbiol. 2007;57(8):1757-1761."
131,"AllaisJJ,Hoyos-LopezG,KammounS,BarattiJC.Isolationandcharacterization of thermophilic bacterial strains with inulinase activity. Appl Environ Microbiol. 1987;53(5):942-945."
132,"Beffa T, Blanc M, Lyon PF, Vogt G, Marchiani M, Fischer JL, et al. Isolation of Thermus strains from hot composts (60 to 80 degrees C). Appl Environ Microbiol. 1996;62(5):1723-1727."
133,"Kamlage B, Gruhl B, Blaut M. Isolation and characterization of two new homoacetogenic hydrogen-utilizing bacteria from the human intestinal tract that are closely related to Clostridium coccoides. Appl Environ Microbiol. 1997;63(5):1732-1738."
134,"Alain K, Querellou J, Lesongeur F, Pignet P, Crassous P, Raguénès G, et al. Caminibacter hydrogeniphilus gen. nov., sp. nov., a novel thermophilic, hydrogen-oxidizing bacterium isolated from an East Pacific Rise hydrothermal vent. Int J Syst Evol Microbiol. 2002;52(4):1317-1323."
135,"Barbier G, Godfroy A, Meunier JR, Quérellou J, Cambon MA, Lesongeur F, et al. Pyrococcus glycovorans sp. nov., a hyperthermophilic archaeon isolated from the East Pacific Rise. Int J Syst Evol Microbiol. 1999;49(4):1829-1837."
136,"Jannasch HW, Wirsen CO, Molyneaux SJ, Langworthy TA. Extremely thermophilic fermentative archaebacteria of the genus Desulfurococcus from deep-sea hydrothermal vents. Appl Environ Microbiol. 1988;54(5):1203-1209."
137,"Wery N, Moricet JM, Cueff V, Jean J, Pignet P, Lesongeur F, et al. Caloranaerobacter azorensis gen. nov., sp. nov., an anaerobic thermophilic bacterium isolated from a deep-sea hydrothermal vent. Int J Syst Evol Microbiol. 2001;51(5):1789-1796."
138,"Sanford RA, Cole JR, Tiedje JM. Characterization and description of Anaeromyxobacter dehalogenans gen. nov., sp. nov., an arylhalorespiring facultative anaerobic myxobacterium. Appl Environ Microbiol. 2002;68(2):893-900."
139,"Abboud R, Popa R, Souza-Egipsy V, Giometti CS, Tollaksen S, Mosher JJ, et al. Low-temperature growth of Shewanella oneidensis MR-1. Appl Environ Microbiol. 2005;71(2):811-816."
140,"Gotoh T, Sugimoto N, Pallini A, Knapp M, Hernandez-Suarez E, Ferragut F, et al. Reproductive performance of seven strains of the tomato red spider mite Tetranychus evansi (Acari: Tetranychidae) at five temperatures. Exp Appl Acarol. 2010;52(3):239-259."
141,"Traunecker J, Preuß A, Diekert G. Isolation and characterization of a methyl chloride utilizing, strictly anaerobic bacterium. Arch Microbiol. 1991;156(5):416-421."
142,"Dubinina G, Grabovich M, Leshcheva N, Rainey FA, Gavrish E. Spirochaeta perfilievii sp. nov., an oxygen-tolerant, sulfide-oxidizing, sulfur-and thiosulfate-reducing spirochaete isolated from a saline spring. Int J Syst Evol Microbiol. 2011;61(1):110-117."
143,"Hoover RB, Pikuta EV, Bej AK, Marsic D, Whitman WB, Tang J, et al. Spirochaeta americana sp. nov., a new haloalkaliphilic, obligately anaerobic spirochaete isolated from soda Mono Lake in California. Int J Syst Evol Microbiol. 2003;53(3):815-821."
144,"Imachi H, Sakai S, Hirayama H, Nakagawa S, Nunoura T, Takai K, et al. Exilispira thermophila gen. nov., sp. nov., an anaerobic, thermophilic spirochaete isolated from a deep-sea hydrothermal vent chimney. Int J Syst Evol Microbiol. 2008;58(10):2258-2265."
145,"Breznak JA, Warnecke F. Spirochaeta cellobiosiphila sp. nov., a facultatively anaerobic, marine spirochaete. Int J Syst Evol Microbiol. 2008;58(12):2762-2768."
146,"Dröge S, Fröhlich J, Radek R, König H. Spirochaeta coccoides sp. nov., a novel coccoid spirochete from the hindgut of the termite Neotermes castaneus. Appl Environ Microbiol. 2006;72(1):392-397."
147,"Za ̆ıtseva SV, Kozyreva LP, Hamsaraev BB. The effect of temperature and pH on the growth of aerobic alkalithermophilic bacteria from hot springs in Buryatia. Mikrobiologiia. 2004;73(4):443-448."
148,"Nevot M, Deroncelé V, Montes M, Mercade E. Effect of incubation temperature on growth parameters of Pseudoalteromonas antarctica NF3 and its production of extracellular polymeric substances. J Appl Microbiol. 2008;105(1):255-263. See ID511."
149,"Pohlschroeder M, Leschine SB, Canale-Parola E. Spirochaeta caldaria sp. nov., a thermophilic bacterium that enhances cellulose degradation by Clostridium thermocellum. Arch Microbiol. 1994;161(1):17-24."
150,"Kane MD, Breznak JA. Acetonema longum gen. nov. sp. nov., an H2/CO2 acetogenic bacterium from the termite, Pterotermes occidentis. Arch Microbiol. 1991;156(2):91-98."
151,"Mountfort DO, Rainey FA, Burghardt J, Stackebrandt E. Clostridium grantii sp. nov., a new obligately anaerobic, alginolytic bacterium isolated from mullet gut. Arch Microbiol. 1994;162(3):173-179."
152,"Kimble LK, Mandelco L, Woese CR, Madigan MT. Heliobacterium modesticaldum, sp. nov., a thermophilic heliobacterium of hot springs and volcanic soils. Arch Microbiol. 1995;163(4):259-267."
153,"Bonjour F, Aragno M. Bacillus tusciae, a new species of thermoacidophilic, facultatively chemolithoautotrophic hydrogen oxidizing sporeformer from a geothermal area. Arch Microbiol. 1984;139(4):397-401."
154,"Beuscher HU, Andreesen JR. Eubacterium angustum sp. nov., a Grampositive anaerobic, non-sporeforming, obligate purine fermenting organism. Arch Microbiol. 1984;140(1):2-8."
155,"Fiala G, Woese CR, Langworthy TA, Stetter KO. Flexistipes sinusarabici, a novel genus and species of eubacteria occurring in the Atlantis II Deep brines of the Red Sea. Arch Microbiol. 1990;154(2):120-126."
156,"Patel BKC, Morgan HW, Daniel RM. Fervidobacterium nodosum gen. nov. and spec. nov., a new chemoorganotrophic, caldoactive, anaerobic bacterium. Arch Microbiol. 1985;141(1):63-69."
157,"Brysch K, Schneider C, Fuchs G, Widdel F. Lithoautotrophic growth of sulfate-reducing bacteria, and description of Desulfobacterium autotrophicum gen. nov., sp. nov. Arch Microbiol. 1987;148(4):264-274."
158,"Hallberg KB, González-Toril E, Johnson DB. Acidithiobacillus ferrivorans, sp. nov.; facultatively anaerobic, psychrotolerant iron-, and sulfuroxidizing acidophiles isolated from metal mine-impacted environments. Extremophiles. 2010;14(1):9-19."
159,"Zhilina T, Kevbrin V, Tourova T, Lysenko A, Kostrikina N, Zavarzin G. Clostridium alkalicellum sp. nov., an obligately alkaliphilic cellulolytic bacterium from a soda lake in the Baikal region. Microbiology. 2005;74(5):557-566."
160,"Rhee SK, Jeon C, Bae JW, Kim K, Song J, Kim JJ, et al. Characterization of Symbiobacterium toebii, an obligate commensal thermophile isolated from compost. Extremophiles. 2002;6(1):57-64."
161,"Schink B. Clostridium magnum sp. nov., a non-autotrophic homoacetogenic bacterium. Arch Microbiol. 1984;137(3):250-255."
162,"Browne RA, Wanigasekera G. Combined effects of salinity and temperature on survival and reproduction of five species of Artemia. J Exp Mar Biol Ecol. 2000;244(1):29-44."
163,"Bowman JP, Nichols DS, McMeekin TA. Psychrobacter glacincola sp. nov., a halotolerant, psychrophilic bacterium Isolated from Antarctic sea ice. Syst Appl Microbiol. 1997;20(2):209-215."
164,"Derikx P, De Jong GAH, Op den Camp HJM, Van der Drift C, Van Griensven LJLD, Vogels GD. Isolation and characterization of thermophilic methanogenic bacteria from mushroom compost. FEMS Microbiol Ecol. 1989;62(4):251-258."
165,"Schnürer A, Schink B, Svensson BH. Clostridium ultunense sp. nov., a mesophilic bacterium oxidizing acetate in syntrophic association with a hydrogenotrophic methanogenic bacterium. Int J Syst Bacteriol. 1996;46(4):1145-1152."
166,"Dürre P, Andersch W, Andreesen JR. Isolation and characterization of an adenine-utilizing, anaerobic sporeformer, Clostridium purinolyticum sp. nov. Int J Syst Bacteriol. 1981;31(2):184-194."
167,"Plugge CM, Zoetendal EG, Stams AJM. Caloramator coolhaasii sp. nov., a glutamate-degrading, moderately thermophilic anaerobe. Int J Syst Evol Microbiol. 2000;50(3):1155-1162."
168,"Tanner RS, Miller LM, Yang D. Clostridium ljungdahlii sp. nov., an acetogenic species in clostridial rRNA homology group I. Int J Syst Bacteriol. 1993;43(2):232-236."
169,"Küsel K, Dorsch T, Acker G, Stackebrandt E, Drake HL. Clostridium scatologenes strain SL1 isolated as an acetogenic bacterium from acidic sediments. Int J Syst Evol Microbiol. 2000;50(2):537-546."
170,"Macy JM, Nunan K, Hagen KD, Dixon DR, Harbour PJ, Cahill M, et al. Chrysiogenes arsenatis gen. nov., sp. nov., a new arsenate-respiring bacterium isolated from gold mine wastewater. Int J Syst Bacteriol. 1996;46(4):1153-1157."
171,"Prowe SG, Antranikian G. Anaerobranca gottschalkii sp. nov., a novel thermoalkaliphilic bacterium that grows anaerobically at high pH and temperature. Int J Syst Evol Microbiol. 2001;51(2):457-465."
172,"Bhupathiraju VK, Oren A, Sharma PK, Tanner RS, Woese CR, McInerney MJ. Haloanaerobium salsugo sp. nov., a moderately halophilic, anaerobic bacterium from a subterranean brine. Int J Syst Bacteriol. 1994;44(3):565-572."
173,"Schoolfield RM, Sharpe PJH, Magnuson CE. Non-linear regression of biological temperature-dependent rate models based on absolute reactionrate theory. J Theor Biol. 1981;88(4):719-731."
174,"Seyfried M, Lyon D, Rainey FA, Wiegel J. Caloramator viterbensis sp. nov., a novel thermophilic, glycerol-fermenting bacterium isolated from a hot spring in Italy. Int J Syst Evol Microbiol. 2002;52(4):1177-1184."
175,"Urios L, Intertaglia L, Lesongeur F, Lebaron P. Haliea rubra sp. nov., a member of the Gammaproteobacteria from the Mediterranean Sea. Int J Syst Evol Microbiol. 2009;59(5):1188-1192."
176,"Shi P, Li BL, Ge F. Intrinsic optimum temperature of the diamondback moth and its ecological meaning. Environ Entomol. 2012;41(3):714-722."
177,"Urios L, Intertaglia L, Lesongeur F, Lebaron P. Haliea salexigens gen. nov., sp. nov., a member of the Gammaproteobacteria from the Mediterranean Sea. Int J Syst Evol Microbiol. 2008;58(5):1233-1237."
178,"Urios L, Intertaglia L, Lesongeur F, Lebaron P. Balneola alkaliphila sp. nov., a marine bacterium isolated from the Mediterranean Sea. Int J Syst Evol Microbiol. 2008;58(6):1288-1291."
179,"Crespo-Medina M, Chatziefthimiou A, Cruz-Matos R, Pérez-Rodríguez I, Barkay T, Lutz RA, et al. Salinisphaera hydrothermalis sp. nov., a mesophilic, halotolerant, facultatively autotrophic, thiosulfateoxidizing gammaproteobacterium from deep-sea hydrothermal vents, and emended description of the genus Salinisphaera. Int J Syst Evol Microbiol. 2009;59(6):1497-1503."
180,"Chen KW, He YR, Lü YQ, Huang XLSS. Effect of temperature on the population parameters of Trichogrammatoidea bactrae Nagaraja. Acta Ecol Sinica. 2005;25(1):73-77."
181,"Wang JJ, Tsai JH. Effect of temperature on the biology of Aphis spiraecola (Homoptera: Aphididae). Ann Entomol Soc Am. 2000;93(4):874-883."
182,"Tsoukanas VI, Papadopoulos GD, Fantinou AA, Papadoulis GT. Temperature-dependent development and life table of Iphiseius degenerans (Acari: Phytoseiidae). Environ Entomol. 2006;35(2):212-218."
183,"Sandhu HS, Nuessly GS, Webb SE, Cherry RH, Gilbert RA. Life table dtudies of Elasmopalpus lignosellus (Lepidoptera:Pyralidae) on sugarcane. Environ Entomol. 2010;39(6):2025-2032."
184,"Pakyari H, Fathipour Y, Enkegaard A. Effect of temperature on life table parameters of predatory thrips Scolothrips longicornis (Thysanoptera: Thripidae) fed on twospotted spider mites (Acari: Tetranychidae). J Econ Entomol. 2011;104(3):799-805."
185,"Lee JH, Ahn JJ. Temperature effects on development, fecundity, and life table parameters of Amblyseius womersleyi (Acari: Phytoseiidae). Environ Entomol. 2000;29(2):265-271."
186,"Puerta-Gomez AF, Moreira RG, Kim J, Castell-Perez E. Modeling the growth rates of Escherichia coli spp. and Salmonella Typhimurium LT2 in baby spinach leaves under slow cooling. Food Control. 2013;29(1):11-17."
187,"Dreyer H, Baumgärtner J. Temperature influence on cohort parameters and demographic characteristics of the two cowpea coreids Clavigralla tomentosicollis and C. shadabi. Entomol Exp Appl. 1996;78:201-213."
188,"Morgan D, Walters KFA, Aegerter JN. Effect of temperature and cultivar on pea aphid, Acyrthosiphon pisum (Hemiptera: Aphididae) life history. Bull Entomol Res. 2001;91:47-52."
189,"Chen S, Dong X. Acetanaerobacterium elongatum gen. nov., sp. nov., from paper mill waste water. Int J Syst Evol Microbiol. 2004;54(6):2257-2262."
190,"Takai K, Nakamura K, Toki T, Tsunogai U, Miyazaki M, Miyazaki J, et al. Cell proliferation at 122◦C and isotopically heavy CH4 production by a hyperthermophilic methanogen under high-pressure cultivation. Proc Natl Acad Sci USA. 2008;105(31):10949-10954."
191,"Alain K, Pignet P, Zbinden M, Quillevere M, Duchiron F, Donval JP, et al. Caminicella sporogenes gen. nov., sp. nov., a novel thermophilic spore-forming bacterium isolated from an East-Pacific Rise hydrothermal vent. Int J Syst Evol Microbiol. 2002;52(5):1621-1628."
192,Lysyk TJ. Relationships between temperature and life history parameters of Muscidifurax raptor (Hymenoptera: Pteromalidae). Environ Entomol. 2000;29(3):596-605.
193,"Stenseng L, Skovgård H, Holter P. Life table studies of the pupal parasitoid Urolepis rufipes (Hymenoptera: Pteromalidae) on the house fly Musca domestica (Diptera: Muscidae) in Denmark. Environ Entomol. 2003;32(4):717-725."
194,Lysyk TJ. Relationships between temperature and life history parameters of Trichomalopsis sarcophagae (Hymenoptera: Peteromalidae). Environ Entomol. 1998;27(2):488-498.
195,"Broda DM, Lawson PA, Bell RG, Musgrave DR. Clostridium frigidicarnis sp. nov., a psychrotolerant bacterium associated with ‘blown pack’ spoilage of vacuum-packed meats. Int J Syst Evol Microbiol. 1999;49(4):1539-1550."
196,"Ydergaard S, Enkegaard A, Brødsgaard HF. The predatory mite Hypoaspis miles: temperature dependent life table characteristics on a diet of sciarid larvae, Bradysia paupera and B. tritici. Entomol Exp Appl. 1997;85(2):177-187."
197,"Pervez A, Omkar. Temperature-dependent life attributes of an aphidophagous ladybird, Propylea dissecta. Biocontrol Sci Techn. 2004;14(6):587-594."
198,"Roy M, Brodeur J, Cloutier C. Effect of temperature on intrinsic rates of natural increase (rm) of a coccinellid and its spider mite prey. BioControl. 2003;48:57-72."
199,"Dreyer BS, Neuenschwander P, Bouyjou B, Baumgärtner J, Dorn S. The influence of temperature on the life table of Hyperaspis notata. Entomol Exp Appl. 1997;84(1):85-92."
200,"Zamani AA, Talebi AA, Fathipour Y, Baniameri V. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. J Appl Entomol. 2006;130(8):453-460."
201,"Kocourek F, Havelka J, Beránková J, Jaro ̆sik V. Effect of temperature on development rate and intrinsic rate of increase of Aphis gossypii reared on greenhouse cucumbers. Entomol Exp Appl. 1994;71(1):59-64."
202,"Taghizadeh R, Fathipour Y, Kamali K. Influence of temperature on life-table parameters of Stethorus gilvifrons (Mulsant)(Coleoptera: Coccinellidae) fed on Tetranychus urticae Koch. J Appl Entomol. 2008;132(8):638-645."
203,"Wang JJ, Tsai JH. Development, survival and reproduction of black citrus aphid, Toxoptera aurantii (Hemiptera: Aphididae), as a function of temperature. Bull Entomol Res. 2001;91:477-487."
204,"Kontodimas DC, Milonas PG, Stathas GJ, Economou LP, Kavallieratos NG. Life table parameters of the pseudococcid predators Nephus includens and Nephus bisignatus (Coleoptera: Coccinelidae). Eur J Entomol. 2007;104(3):407-415."
205,"Wang J, Zhao Z, Li L. Studies on bionomics of Liposcelis entomophila (Psocoptera:Liposcelididae) infesting stored product. Entomol Sinica. 1998;5(2):149-158."
206,"Satar S, Kersting U, Uygun N. Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber. J Pest Sci. 2005;78(3):133-137."
207,"Jaramillo J, Chabi-Olaye A, Kamonjo C, Jaramillo A, Vega FE, Poehling HM, et al. Thermal tolerance of the coffee berry borer Hypothenemus hampei: predictions of climate change impact on a tropical insect pest. PLOS ONE. 2009;4(8):e6487."
208,"De Moraes GJ, McMurtry JA. Effect of temperature and sperm supply on the reproductive potential of Tetranychus evansi (Acari: Tetranychidae). Exp Appl Acarol. 1987;3(2):95-107."
209,"Broufas GD, Koveos DS. Development, survival and reproduction of Euseius finlandicus (Acari: Phytoseiidae) at different constant temperatures. Exp Appl Acarol. 2001;25:441-460."
210,"Sánchez-Ramos I, Castañera P. Effect of temperature on reproductive parameters and longevity of Tyrophagus putrescentiae (Acari: Acaridae). Exp Appl Acarol. 2005;36(1-2):93-105."
211,"Enkegaard A. The poinsettia strain of the cotton whitefly, Bemisia tabaci (Homoptera: Aleyrodidae), biological and demographic parameters on poinsettia (Euphorbia pulcherrima) in relation to temperature. Bull Entomol Res. 1993;83(04):535-546."
212,"Gaum WG, Giliomee JH, Pringle KL. Life history and life tables of western flower thrips, Frankliniella occidentalis (Thysanoptera: Thripidae), on English cucumbers. Bull Entomol Res. 1994;84:219-224."
213,"Aldyhim YN, Khalil AF. Influence of temperature and daylength on population development of Aphis gossypii on Cucurbita pepo. Entomol Exp Appl. 1993;67(2):167-172."
214,"Hansen LS, Skovgård H, Hell K. Life table study of Sitotroga cerealella (Lepidoptera: Gelichiidae), a strain from West Africa. J Econ Entomol. 2004;97(4):1484-1490."
215,"Ritalahti KM, Justicia-Leon SD, Cusick KD, Ramos-Hernandez N, Rubin M, Dornbush J, et al. Sphaerochaeta globosa gen. nov., sp. nov. and Sphaerochaeta pleomorpha sp. nov., free-living, spherical spirochaetes. Int J Syst Evol Microbiol. 2012;62(1):210-216."
216,"Tsai JH, Wang K. Life table study of brown citrus aphid (Homoptera: Aphididae) at different temperatures. Environ Entomol. 1999;28(3):412-419."
217,"Choi WI, Ryoo MI, Kim JG. Biology of Paronychiurus kimi (Collembola: Onychiuridae) under the influence of temperature, humidity and nutrition. Pedobiologia. 2002;46(6):548-557."
218,"Davis JA, Radcliffe EB, Ragsdale DW. Effects of high and fluctuating temperatures on Myzus persicae (Hemiptera: Aphididae). Environ Entomol. 2006;35(6):1461-1468."
219,"Jiang HB, Liu JC, Wang ZY, Wang JJ. Temperature-dependent development and reproduction of a novel stored product psocid, Liposcelis badia (Psocoptera: Liposcelididae). Environ Entomol. 2008;37(5):1105-1112."
220,"Jandricic SE, Wraight SP, Bennett KC, Sanderson JP. Developmental times and life table statistics of Aulacorthum solani (Hemiptera: Aphididae) at six constant temperatures, with recommendations on the application of temperature-dependent development models. Environ Entomol. 2010;39(5):1631-1642."
221,"Bayhan E, Ölmez-Bayhanb S, Ulusoy MR, Brown JK. Effect of temperature on the biology of Aphis punicae (Passerini) (Homoptera: Aphididae) on pomegranate. Environ Entomol. 2005;34(1):22-26."
222,"Wang JJ, Tsai JH, Zhao ZM, Li LS. Development and reproduction of the psocid Liposcelis bostrychophila (Psocoptera: Liposcelididae) as a function of temperature. Ann Entomol Soc Am. 2000;93(2):261-270."
223,"Milonas PG, Savopoulou-Soultani M. Development, survivorship, and reproduction of Adoxophyes orana (Lepidoptera: Tortricidae) at constant temperatures. Ann Entomol Soc Am. 2000;93(1):96-102."
224,"Wang K, Tsai JH, Harrison NA. Influence of temperature on development, survivorship, and reproduction of buckthorn aphid (Homoptera: Aphididae). Ann Entomol Soc Am. 1997;90(1):62-68."
225,"Yang TC, Chi H. Life tables and development of Bemisia argentifolii (Homoptera: Aleyrodidae) at different temperatures. J Econ Entomol. 2006;99(3):691-698."
226,"Kuo MH, Lu WN, Chiu MC, Kuo YH, Hwang SH. Temperaturedependent development and population growth of Tetraneura nigriabdominalis (Homoptera: Pemphigidae) on three host plants. J Econ Entomol. 2006;99(4):1209-1213."
227,"Wang JJ, Ren Y, Wei XQ, Dou W. Development, survival, and reproduction of the Psocid liposcelis paeta (psocoptera: liposcelididae) as a function of temperature. J Econ Entomol. 2009;102(4):1705-1713."
228,"Domingos CA, Melo JWDS, Gondim Jr MG, De Moraes GJ, Hanna R, Lawson-Balagbo LM, et al. Diet-dependent life history, feeding preference and thermal requirements of the predatory mite Neoseiulus baraki (Acari: Phytoseiidae). Exp Appl Acarol. 2010;50(3):201-215."
229,"Hernandez-Eugenio G, Fardeau ML, Cayol JL, Patel BKC, Thomas P, Macarie H, et al. Sporanaerobacter acetigenes gen. nov., sp. nov., a novel acetogenic, facultatively sulfur-reducing bacterium. Int J Syst Evol Microbiol. 2002;52(4):1217-1223."
230,"Kuhner CH, Frank C, Grießhammer A, Schmittroth M, Acker G, Gößner A, et al. Sporomusa silvacetica sp. nov., an acetogenic bacterium isolated from aggregated forest soil. Int J Syst Bacteriol. 1997;47(2):352-358."
231,"Tarlera S, Muxí L, Soubes M, Stams AJ. Caloramator proteoclasticus sp. nov., a new moderately thermophilic anaerobic proteolytic bacterium. Int J Syst Bacteriol. 1997;47(3):651-656."
232,"González JM, Kato C, Horikoshi K. Thermococcus peptonophilus sp. nov., a fast-growing, extremely thermophilic archaebacterium isolated from deep-sea hydrothermal vents. Arch Microbiol. 1995;164(3):159-164."
233,"Kwak YS, Kobayashi T, Akiba T, Horikoshi K, Kim YB. A hyperthermophilic sulfur-reducing archaebacterium, Thermococcus sp. DT1331, isolated from a deep-sea hydrothermal vent. Biosci Biotech Bioch. 1995;59(9):1666-1669."
234,"Grote R, Li L, Tamaoka J, Kato C, Horikoshi K, Antranikian G. Thermococcus siculi sp. nov., a novel hyperthermophilic archaeon isolated from a deep-sea hydrothermal vent at the Mid-Okinawa Trough. Extremophiles. 1999;3(1):55-62."
235,"González JM, Masuchi Y, Robb FT, Ammerman JW, Maeder DL, Yanagibayashi M, et al. Pyrococcus horikoshii sp. nov., a hyperthermophilic archaeon isolated from a hydrothermal vent at the Okinawa Trough. Extremophiles. 1998;2(2):123-130."
236,"Takai K, Inoue A, Horikoshi K. Thermaerobacter marianensis gen. nov., sp. nov., an aerobic extremely thermophilic marine bacterium from the 11000 m deep Mariana Trench. Int J Syst Evol Microbiol. 1999;49(2):619-628."
237,Benson JG. Biofilms in pasteurisers: investigating growth of Streptococcus thermophilus B.Sc. (Honours) Thesis. Hobart: University of Tasmania; 1996.
238,"Franzmann PD, Haddad CM, Hawkes RB, Robertson WJ, Plumb JJ. Effects of temperature on the rates of iron and sulfur oxidation by selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation. Miner Eng. 2005;18(13-14):1304-1314."
239,"Franzmann PD, Springer N, Ludwig W, Conway de Macario E, Rohde M. A methanogenic Archaeon from Ace Lake, Antarctica: Methanococcoides burtonii sp. nov. Syst Appl Microbiol. 1992;15:573-581."
240,"Harder W, Veldkamp H. Competition of marine psychrophilic bacteria at low temperatures. Antonie van Leeuwenhoek. 1971;37(1):51-63."
241,"Hayward LJ. Predictive microbiology of Aeromonas hydrophila: the effect of temperature and water activity on the growth of Aeromonas hydrophila, B.Sc. (Honours) Thesis. Hobart: University of Tasmania; 1990."
242,"Krist K. Description and mechanisms of bacterial growth responses to water activity and compatible solutes, PhD Thesis. Hobart: University of Tasmania; 1997. Refer hochstein1984effect."
243,"McMeekin TA, Franzmann PD. Effect of temperature on the growth rates of halotolerant and halophilic Bacteria isolated from Antarctic saline lakes. Polar Biol. 1988;8:281-285."
244,"Mellefont L. Predictive model development and lag phase characterisation for applications in the meat industry, PhD Thesis. Hobart: University of Tasmania; 2000."
245,"Neumeyer K. Modelling pseudomonad growth in milk and milk-based products, MSc Thesis. Hobart: University of Tasmania; 1995."
246,"Nichols DS, Greenhill AR, Shadbolt CT, Ross T, McMeekin TA. Physicochemical parameters for the growth of sea ice bacteria Glaciecola punicea ACAM 611T and Gelidibacter sp. Strain IC158. Appl Environ Microbiol. 1999;65:3757-3760."
247,"Nichols DS, Olley J, Garda J, Brenner RR, McMeekin T. Effect of temperature and salinity stress on growth and lipid composition of Shewanella gelidmarina. Appl Environ Microbiol. 2000;66:2422-2429."
248,"Nichols DS, Presser KA, Olley J, Ross T, McMeekin T. Variation of branched-chain fatty acids marks the normal physiological range for growth in Listeria monocytogenes. Appl Environ Microbiol. 2002;68:2809-2813."
249,"Robinson JL, Pyzyna B, Atrasz RG, Henderson CA, Morrill KL, Burd AM, et al. Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots. J Bacteriol. 2005 February;187(3):923-929."
250,"Ross T. A philosophy for the development of kinetic models in predictive microbiology, PhD Thesis. Hobart: University of Tasmania; 1993."
251,"Salter MA, Ross T, McMeekin TA. Applicability of a model for nonpathogenic Escherichia coli for predicting the growth of pathogenic Escherichia coli. J Appl Microbiol. 1998;85:357-364."
252,"Salvadó Z, Arroyo-López FN, Guillamón JM, Salazar G, Querol A, Barrio E. Temperature adaptation markedly determines evolution within the Saccharomyces genus. Appl Environ Microbiol. 2011;77(7):2292-2302."
253,"Smith RV, Evans MCW. Nitrogenase activity in cell-free extracts of the blue-green alga, Anabaena cylindrica. J Bacteriol. 1971;105(3):913-917."
254,"Poli A, Romano I, Caliendo G, Nicolaus G, Orlando P, de Falco A, et al. Geobacillus toebii subsp. decanicus subsp. nov., a hydrocarbondegrading, heavy metal resistant bacterium from hot compost. J Gen Appl Microbiol. 2006;52(4):223-234."
255,"Bakermans C, Nealson KH. Relationship of critical temperature to macromolecular synthesis and growth yield in Psychrobacter cryopegella. J Bacteriol. 2004;186(8):2340-2345."
256,"Isaksen MF, Jorgensen BB. Adaptation of psychrophilic and psychrotrophic sulfate-reducing bacteria to permanently cold marine environments. Appl Environ Microbiol. 1996;62:408-414."
257,"De Vis RMJ, Fuentes LE, van Lenteren JC. Life history of Amitus fuscipennis (Hym., Platygastridae) as parasitoid of the greenhouse white fly Trialeurodes vaporariorum (Hom., Aleyrodidae) on tomato as function of temperature. J Appl Entomol. 2002;126(1):24-33."
258,"Force DC, Messenger PS. Fecundity, reproductive rates, and innate capacity for increase of three parasites of Therioaphis maculata (Buckton). Ecology. 1964;p. 706-715."
259,"Kim JJ, Alkawally M, Brady AL, Rijpstra WIC, Damsté JSS, Dunfield PF. Chryseolinea serpens gen. nov., sp. nov., a member of the phylum Bacteroidetes isolated from soil. Int J Syst Evol Microbiol. 2013;63(Pt 2):654-660."
260,"Nazina TN, Lebedeva EV, Poltaraus AB, Tourova TP, Grigoryan AA, Sokolova DS, et al. Geobacillus gargensis sp. nov., a novel thermophile from a hot spring, and the reclassification of Bacillus vulcani as Geobacillus vulcani comb. nov. Int J Syst Evol Microbiol. 2004;54(6):2019-2024."
261,"Komazaki S. Effects of constant temperatures on population growth of three aphid species, Toxoptera citricidus (Kirkaldy), Aphis citricola van der Goot and Aphis gossypii Glover (Homoptera: Aphididae) on citrus. Appl Entomol Zool. 1982;17(1):75-81."
262,"Xia JY, van der Werf W, Rabbinge R. Influence of temperature on bionomics of cotton aphid, Aphis gossypii, on cotton. Entomol Exp Appl. 1999;90(1):25-35."
263,"Giga DP, Smith RH. Comparative life history studies of four Callosobruchus species infesting cowpeas with special reference to Callosobruchus rhodesianus(Pic)(Coleoptera: Bruchidae). J Stored Prod Res. 1983;19(4):189-198."
264,"Wang KH, Tsai JH. Temperature effect on development and reproduction of silverleaf whitefly (Homoptera: Aleyrodidae). Ann Entomol Soc Am. 1996;89(3):375-384."
265,"DeLoach CJ. Rate of increase of populations of cabbage, green peach, and turnip aphids at constant temperatures. Ann Entomol Soc Am. 1974;67(3):332-340."
