GOLD_ID,NCBI_TAXONOMY_ID,DOMAIN,ORGANISM_NAME,SPECIES,METABOLISM
Go0002270,929705,BACTERIAL,"Sulfobacillus thermosulfidooxidans AT-1, DSM 9293",Sulfobacillus thermosulfidooxidans,Iron oxidizer
Go0002270,929705,BACTERIAL,"Sulfobacillus thermosulfidooxidans AT-1, DSM 9293",Sulfobacillus thermosulfidooxidans,Sulphide oxidizer
Go0002271,679936,BACTERIAL,"Sulfobacillus acidophilus NAL, DSM 10332",Sulfobacillus acidophilus,Iron oxidizer
Go0002271,679936,BACTERIAL,"Sulfobacillus acidophilus NAL, DSM 10332",Sulfobacillus acidophilus,Sulphide oxidizer
Go0002272,584708,BACTERIAL,"Aminomonas paucivorans GLU-3, DSM 12260",Aminomonas paucivorans,Aminoacid degrading
Go0002275,563040,BACTERIAL,"Sulfurimonas autotrophica OK10, DSM 16294",Sulfurimonas autotrophica,Sulfur oxidizer
Go0002284,76869,BACTERIAL,Pseudomonas putida GB-1,Pseudomonas putida,Manganese oxidizer
Go0002289,458817,BACTERIAL,Shewanella halifaxensis HAW-EB4,Shewanella halifaxensis,Denitrifying
Go0002293,858215,BACTERIAL,"Thermoanaerobacterium xylanolyticum LX-11, DSM 7097",Thermoanaerobacterium xylanolyticum,Saccharolytic
Go0002294,580331,BACTERIAL,"Thermoanaerobacter italicus Ab9, DSM 9252",Thermoanaerobacter italicus,Saccharolytic
Go0002295,401526,BACTERIAL,Thermosinus carboxydivorans Nor1,Thermosinus carboxydivorans,Carbon monoxide oxidizer
Go0002296,41673,ARCHAEAL,Acidianus brierleyi,Acidianus brierleyi,Sulfur metabolizing
Go0002311,634498,ARCHAEAL,Methanobrevibacter ruminantium M1,Methanobrevibacter ruminantium,Methanogen
Go0002312,2186,ARCHAEAL,Methanothermococcus thermolithotrophicus,Methanothermococcus thermolithotrophicus,Methanogen
Go0002313,2188,ARCHAEAL,Methanococcus voltae,Methanococcus voltae,Methanogen
Go0002315,644295,ARCHAEAL,"Methanohalobium evestigatum Z-7303, DSM 3721",Methanohalobium evestigatum,Methanogen
Go0002316,2162,ARCHAEAL,Methanobacterium formicicum MF,Methanobacterium formicicum,Methanogen
Go0002317,589924,ARCHAEAL,"Ferroglobus placidus AEDII12DO, DSM 10642",Ferroglobus placidus,Iron oxidizer
Go0002318,619593,ARCHAEAL,Acidianus sulfidivorans JP7,Acidianus sulfidivorans,Iron oxidizer
Go0002319,313587,ARCHAEAL,Methanogenium frigidum Ace-2,Methanogenium frigidum,Methanogen
Go0002320,313587,ARCHAEAL,Methanogenium frigidum Ace-2,Methanogenium frigidum,Methanogen
Go0002321,91560,ARCHAEAL,Methanimicrococcus blatticola PA,Methanimicrococcus blatticola,Methanogen
Go0002322,2320,ARCHAEAL,Methanopyrus kandleri,Methanopyrus kandleri,Methanogen
Go0002323,990316,ARCHAEAL,Methanothrix soehngenii GP-6,Methanothrix soehngenii,Methanogen
Go0002324,2214,ARCHAEAL,Methanosarcina acetivorans,Methanosarcina acetivorans,Methanogen
Go0002331,456320,ARCHAEAL,Methanococcus voltae A3,Methanococcus voltae,Methanogen
Go0002333,436308,ARCHAEAL,Nitrosopumilus maritimus SCM1,Nitrosopumilus maritimus,Ammonia-oxidizer
Go0002340,388467,BACTERIAL,Planktothrix agardhii NIVA-CYA 126/8,Planktothrix agardhii,Carbon dioxide fixation
Go0002340,388467,BACTERIAL,Planktothrix agardhii NIVA-CYA 126/8,Planktothrix agardhii,Hepatotoxins synthesis
Go0002340,388467,BACTERIAL,Planktothrix agardhii NIVA-CYA 126/8,Planktothrix agardhii,Toxin producer
Go0002357,556268,BACTERIAL,Oxalobacter formigenes HOxBLS,Oxalobacter formigenes,Oxalic acid degrader
Go0002686,304371,ARCHAEAL,Methanocella paludicola SANAE,Methanocella paludicola,Methanogen
Go0002686,304371,ARCHAEAL,Methanocella paludicola SANAE,Methanocella paludicola,Sulfur reducer
Go0002795,34028,BACTERIAL,Comamonas sp.,Comamonas sp.,Surfactant-degrading
Go0003218,760142,BACTERIAL,"Hippea maritima MH2, DSM 10411",Hippea maritima,Sulfur reducer
Go0003221,608538,BACTERIAL,"Hydrogenobacter thermophilus TK-6, DSM 6534",Hydrogenobacter thermophilus,Hydrogen oxidizer
Go0003237,491916,BACTERIAL,Rhizobium etli CIAT 652,Rhizobium etli,Nitrogen fixation
Go0003323,498211,BACTERIAL,Cellvibrio japonicus Ueda107,Cellvibrio japonicus,Biomass degrader
Go0003323,498211,BACTERIAL,Cellvibrio japonicus Ueda107,Cellvibrio japonicus,Cellulose degrader
Go0003369,649753,BACTERIAL,Flavonifractor plautii DSM 6740,Flavonifractor plautii,Saccharolytic
Go0003397,445932,BACTERIAL,Elusimicrobium minutum Pei191,Elusimicrobium minutum,Biomass degrader
Go0003400,509173,BACTERIAL,Acinetobacter baumannii AYE,Acinetobacter baumannii,Prototrophic
Go0003442,574087,BACTERIAL,"Acetohalobium arabaticum Z-7288, DSM 5501",Acetohalobium arabaticum,Acetogenic
Go0003456,1426,BACTERIAL,Parageobacillus thermoglucosidasius M10EXG,Parageobacillus thermoglucosidasius,Acetate producer
Go0003456,1426,BACTERIAL,Parageobacillus thermoglucosidasius M10EXG,Parageobacillus thermoglucosidasius,Ethanol production
Go0003456,1426,BACTERIAL,Parageobacillus thermoglucosidasius M10EXG,Parageobacillus thermoglucosidasius,Sugars fermentor
Go0003481,457429,BACTERIAL,Streptomyces pristinaespiralis ATCC 25486,Streptomyces pristinaespiralis,Pristinamycin producer
Go0003489,868864,BACTERIAL,"Desulfurobacterium thermolithotrophum BSA, DSM 11699",Desulfurobacterium thermolithotrophum,Sulfur reducer
Go0003490,765177,ARCHAEAL,"Desulfurococcus mucosus 07/1, DSM 2162",Desulfurococcus mucosus,Sulfur respiration
Go0003524,399726,BACTERIAL,Thermoanaerobacter sp. X514,Thermoanaerobacter sp. X514,Metal reducer
Go0003543,644897,BACTERIAL,Desulfovibrio termitidis HI1,Desulfovibrio termitidis,Denitrifying
Go0003558,754504,BACTERIAL,Bradyrhizobium japonicum SEMIA 5080,Bradyrhizobium japonicum,Nitrogen fixation
Go0003567,610130,BACTERIAL,"Lachnoclostridium saccharolyticum WM1, DSM 2544",Lachnoclostridium saccharolyticum,Cellulose degrader
Go0003567,610130,BACTERIAL,"Lachnoclostridium saccharolyticum WM1, DSM 2544",Lachnoclostridium saccharolyticum,Ethanol production
Go0003588,572545,BACTERIAL,Hungateiclostridium thermocellum DSM 2360,Hungateiclostridium thermocellum,Cellulose degrader
Go0003588,572545,BACTERIAL,Hungateiclostridium thermocellum DSM 2360,Hungateiclostridium thermocellum,Ethanogenic
Go0003588,572545,BACTERIAL,Hungateiclostridium thermocellum DSM 2360,Hungateiclostridium thermocellum,Ethanol production
Go0003612,547558,ARCHAEAL,"Methanohalophilus mahii SLP, DSM 5219",Methanohalophilus mahii,Methanogen
Go0003613,230356,ARCHAEAL,Methanolacinia paynteri G-2000,Methanolacinia paynteri,Methanogen
Go0003614,1090322,ARCHAEAL,Methanolobus tindarius DSM 2278,Methanolobus tindarius,Methanogen
Go0003615,867904,ARCHAEAL,Methanomethylovorans hollandica DSM 15978,Methanomethylovorans hollandica,Methanogen
Go0003616,694440,ARCHAEAL,Methanomicrobium mobile DSM 1539,Methanomicrobium mobile,Methanogen
Go0003617,937775,ARCHAEAL,"Methanoplanus limicola M3, DSM 2279",Methanoplanus limicola,Methanogen
Go0003618,679926,ARCHAEAL,Methanolacinia petrolearia DSM 11571,Methanolacinia petrolearia,Methanogen
Go0003619,679901,ARCHAEAL,"Methanosalsum zhilinae WeN5, DSM 4017",Methanosalsum zhilinae,Methanogen
Go0003620,862719,BACTERIAL,Azospirillum lipoferum 4B,Azospirillum lipoferum,Nitrogen fixation
Go0003638,483214,ARCHAEAL,Methanobrevibacter smithii DSM 2375,Methanobrevibacter smithii,Methanogen
Go0003646,523846,ARCHAEAL,"Methanothermus fervidus V24S, DSM 2088",Methanothermus fervidus,Methanogen
Go0003651,889378,BACTERIAL,"Spirochaeta africana Z-7692, DSM 8902",Spirochaeta africana,Saccharolytic
Go0003651,889378,BACTERIAL,"Spirochaeta africana Z-7692, DSM 8902",Spirochaeta africana,Utilize carbohydrates
Go0003654,573413,BACTERIAL,Sediminispirochaeta smaragdinae DSM 11293,Sediminispirochaeta smaragdinae,Utilize carbohydrates
Go0003655,665571,BACTERIAL,Spirochaeta thermophila DSM 6192,Spirochaeta thermophila,Utilize carbohydrates
Go0003657,935948,BACTERIAL,"Caldanaerobius polysaccharolyticus KMTHCJ, DSM 13641",Caldanaerobius polysaccharolyticus,Saccharolytic
Go0003672,521001,ARCHAEAL,Methanobrevibacter smithii DSM 11975,Methanobrevibacter smithii,Methanogen
Go0003674,521002,ARCHAEAL,"Methanobrevibacter smithii F1, DSM 2374",Methanobrevibacter smithii,Methanogen
Go0003678,880072,BACTERIAL,"Desulfobacca acetoxidans ASRB2, DSM 11109",Desulfobacca acetoxidans,Sulfate reducer
Go0003680,935942,BACTERIAL,"Desulfonatronum lacustre Z-7951, DSM 10312",Desulfonatronum lacustre,Sulfate reducer
Go0003681,656914,BACTERIAL,"Desulfonispora thiosulfatigenes GKNTAUT , DSM 11270",Desulfonispora thiosulfatigenes,Taurine fermenter
Go0003682,694431,BACTERIAL,"Desulfurella acetivorans A63, DSM 5264",Desulfurella acetivorans,Sulfur reducer
Go0003685,667014,BACTERIAL,"Thermodesulfatator indicus CIR29812, DSM 15286",Thermodesulfatator indicus,Sulfate reducer
Go0003687,747365,BACTERIAL,"Thermodesulfobium narugense Na82, DSM 14796",Thermodesulfobium narugense,Sulfate reducer
Go0003712,537012,BACTERIAL,Bacteroides cellulosilyticus DSM 14838,Bacteroides cellulosilyticus,Cellulose degrader
Go0003782,526947,BACTERIAL,Rhizobium etli GR56,Rhizobium etli,Nitrogen fixation
Go0003783,526946,BACTERIAL,Rhizobium etli IE4771,Rhizobium etli,Nitrogen fixation
Go0003784,2020311,BACTERIAL,Rhizobium sp. Kim5,Rhizobium sp. Kim5,Nitrogen fixation
Go0003785,29449,BACTERIAL,Rhizobium etli S20,Rhizobium etli,Nitrogen fixation
Go0003786,526949,BACTERIAL,Rhizobium phaseoli Brasil 5,Rhizobium phaseoli,Nitrogen fixation
Go0003794,2020312,BACTERIAL,Rhizobium sp. CIAT 894,Rhizobium sp. CIAT 894,Nitrogen fixation
Go0003795,521460,BACTERIAL,Caldicellulosiruptor bescii DSM 6725,Caldicellulosiruptor bescii,Cellulose degrader
Go0003815,526222,BACTERIAL,Desulfovibrio salexigens DSM 2638,Desulfovibrio salexigens,Sulfate reducer
Go0003859,538025,BACTERIAL,Rhizobium etli 8C-3,Rhizobium etli,Nitrogen fixation
Go0003860,1206,BACTERIAL,Trichodesmium erythraeum 21-75,Trichodesmium erythraeum,Carbon fixation
Go0003860,1206,BACTERIAL,Trichodesmium erythraeum 21-75,Trichodesmium erythraeum,Nitrogen fixation
Go0003875,380394,BACTERIAL,Acidithiobacillus ferrooxidans ATCC 53993,Acidithiobacillus ferrooxidans,Iron oxidizer
Go0003886,243159,BACTERIAL,Acidithiobacillus ferrooxidans ATCC 23270,Acidithiobacillus ferrooxidans,Iron oxidizer
Go0003890,655438,BACTERIAL,Cycloclasticus pugetii PS-1,Cycloclasticus pugetii,PAH-degrading
Go0003892,765698,BACTERIAL,Mesorhizobium ciceri bv. biserrulae WSM1271,Mesorhizobium ciceri,Nitrogen fixation
Go0003902,633697,BACTERIAL,Eubacterium cellulosolvens 6,Eubacterium cellulosolvens,Cellulose degrader
Go0003903,320502,BACTERIAL,"Hungateiclostridium alkalicellulosi Z-7026, DSM 17461",Hungateiclostridium alkalicellulosi,Cellulose degrader
Go0003905,243261,BACTERIAL,Burkholderia sp. Ch1-1,Burkholderia sp. Ch1-1,PAH-degrading
Go0003921,293647,BACTERIAL,Byssovorax cruenta By c2,Byssovorax cruenta,Cellulose degrader
Go0003941,543736,BACTERIAL,Rhodococcus opacus PD630,Rhodococcus opacus,Hydrocarbon degrading
Go0003943,596151,BACTERIAL,Desulfovibrio fructosovorans JJ,Desulfovibrio fructosovorans,Sulfate reducer
Go0003955,536019,BACTERIAL,Mesorhizobium opportunistum WSM2075,Mesorhizobium opportunistum,Nitrogen fixation
Go0003956,545694,BACTERIAL,Treponema primitia ZAS-2,Treponema primitia,Acetogen
Go0003956,545694,BACTERIAL,Treponema primitia ZAS-2,Treponema primitia,Dinitrogen-fixing
Go0003956,545694,BACTERIAL,Treponema primitia ZAS-2,Treponema primitia,Hydrogen metabolizer
Go0003957,754035,BACTERIAL,Mesorhizobium australicum WSM2073,Mesorhizobium australicum,Nitrogen fixation
Go0003986,557760,BACTERIAL,Rhodobacter sphaeroides KD131,Rhodobacter sphaeroides,Hydrogen production
Go0004008,457430,BACTERIAL,Streptomyces filamentosus NRRL 11379,Streptomyces filamentosus,Daptomycin producer
Go0004024,551115,BACTERIAL,Trichormus azollae 0708,Trichormus azollae,Nitrogen fixation
Go0004027,129961,BACTERIAL,Spirulina major PCC 6313,Spirulina major,Carbon dioxide fixation
Go0004040,46234,BACTERIAL,Anabaena sp. 90,Anabaena sp. 90,Nitrogen fixation
Go0004134,279714,BACTERIAL,Pseudogulbenkiania ferrooxidans 2002,Pseudogulbenkiania ferrooxidans,Iron oxidizer
Go0004134,279714,BACTERIAL,Pseudogulbenkiania ferrooxidans 2002,Pseudogulbenkiania ferrooxidans,Uranium oxidizer
Go0004141,508746,BACTERIAL,Gloeothece sp. PCC 6909/1,Gloeothece sp. PCC 6909/1,Nitrogen fixation
Go0004173,572262,BACTERIAL,Candidatus Thiodictyon syntrophicum Cad16,Candidatus Thiodictyon syntrophicum,Sulfide oxidizer
Go0004179,553175,BACTERIAL,Porphyromonas endodontalis ATCC 35406,Porphyromonas endodontalis,Saccharolytic
Go0004181,251229,BACTERIAL,Chroococcidiopsis thermalis PCC 7203,Chroococcidiopsis thermalis,Nitrogen fixation
Go0004181,251229,BACTERIAL,Chroococcidiopsis thermalis PCC 7203,Chroococcidiopsis thermalis,Nitrogen fixer- anaerobic
Go0004217,59405,BACTERIAL,Thauera aromatica 3CB2,Thauera aromatica,Degrades aromatic hydrocarbons
Go0004217,59405,BACTERIAL,Thauera aromatica 3CB2,Thauera aromatica,Denitrifying
Go0004252,657323,BACTERIAL,Ruminococcus sp. SR1/5,Ruminococcus sp.,Cellulose degrader
Go0004253,657321,BACTERIAL,Ruminococcus bromii L2-63,Ruminococcus bromii,Cellulose degrader
Go0004253,657321,BACTERIAL,Ruminococcus bromii L2-63,Ruminococcus bromii,Ethanol production
Go0004277,657324,BACTERIAL,Butyrivibrio fibrisolvens 16/4,Butyrivibrio fibrisolvens,Cellulose degrader
Go0004311,509190,BACTERIAL,Caulobacter segnis ATCC 21756,Caulobacter segnis,Chlorophenol degrading
Go0004313,696281,BACTERIAL,"Desulfotomaculum ruminis DL, DSM 2154",Desulfotomaculum ruminis,Hydrogen sulfide gas release
Go0004313,696281,BACTERIAL,"Desulfotomaculum ruminis DL, DSM 2154",Desulfotomaculum ruminis,Sulfate reducer
Go0004314,29376,BACTERIAL,Desulfofundulus thermobenzoicus,Desulfofundulus thermobenzoicus,Hydrogen sulfide gas release
Go0004314,29376,BACTERIAL,Desulfofundulus thermobenzoicus,Desulfofundulus thermobenzoicus,Sulfate reducer
Go0004315,643562,BACTERIAL,Pseudodesulfovibrio aespoeensis Aspo-2,Pseudodesulfovibrio aespoeensis,Hydrogen sulfide gas release
Go0004315,643562,BACTERIAL,Pseudodesulfovibrio aespoeensis Aspo-2,Pseudodesulfovibrio aespoeensis,Sulfate reducer
Go0004335,657309,BACTERIAL,Bacteroides xylanisolvens XB1A,Bacteroides xylanisolvens,Xylan degrader
Go0004363,760154,BACTERIAL,Sulfurospirillum barnesii SES-3,Sulfurospirillum barnesii,Sulfur respiration
Go0004367,509193,BACTERIAL,"Thermoanaerobacter brockii finnii Ako-1, DSM 3389",Thermoanaerobacter brockii,Saccharolytic
Go0004368,509192,BACTERIAL,Thermoanaerobacter ethanolicus JW 200,Thermoanaerobacter ethanolicus,Cellulose degrader
Go0004368,509192,BACTERIAL,Thermoanaerobacter ethanolicus JW 200,Thermoanaerobacter ethanolicus,Ethanol production
Go0004370,983594,BACTERIAL,Burkholderia cepacia ATCC 25416,Burkholderia cepacia,Nitrogen fixation
Go0004370,983594,BACTERIAL,Burkholderia cepacia ATCC 25416,Burkholderia cepacia,Pollutant degrader
Go0004375,868595,BACTERIAL,"Desulfotomaculum carboxydivorans CO-1-SRB, DSM 14880",Desulfotomaculum carboxydivorans,Hydrogen sulfide gas release
Go0004375,868595,BACTERIAL,"Desulfotomaculum carboxydivorans CO-1-SRB, DSM 14880",Desulfotomaculum carboxydivorans,Sulfate reducer
Go0004376,760568,BACTERIAL,Desulfofundulus kuznetsovii DSM 6115,Desulfofundulus kuznetsovii,Hydrogen sulfide gas release
Go0004376,760568,BACTERIAL,Desulfofundulus kuznetsovii DSM 6115,Desulfofundulus kuznetsovii,Sulfate reducer
Go0004377,696369,BACTERIAL,Desulfotomaculum nigrificans DSM 574,Desulfotomaculum nigrificans,Hydrogen sulfide gas release
Go0004377,696369,BACTERIAL,Desulfotomaculum nigrificans DSM 574,Desulfotomaculum nigrificans,Sulfate reducer
Go0004378,872,BACTERIAL,Desulfovibrio hanfordensis,Desulfovibrio hanfordensis,Hydrogen sulfide gas release
Go0004378,872,BACTERIAL,Desulfovibrio hanfordensis,Desulfovibrio hanfordensis,Sulfate reducer
Go0004379,644968,BACTERIAL,Desulfovibrio carbinoliphilus oakridgensis FW1012B,Desulfovibrio carbinoliphilus oakridgensis,Hydrogen sulfide gas release
Go0004379,644968,BACTERIAL,Desulfovibrio carbinoliphilus oakridgensis FW1012B,Desulfovibrio carbinoliphilus oakridgensis,Sulfate reducer
Go0004401,457431,BACTERIAL,Streptomyces filamentosus NRRL 15998,Streptomyces filamentosus,Daptomycin producer
Go0004420,102897,BACTERIAL,Frankia sp. EUN1f,Frankia sp. EUN1f,Nitrogen fixation
Go0004423,869211,BACTERIAL,"Spirochaeta thermophila Z-1203, DSM 6578",Spirochaeta thermophila,Cellulose degrader
Go0004423,869211,BACTERIAL,"Spirochaeta thermophila Z-1203, DSM 6578",Spirochaeta thermophila,Utilize carbohydrates
Go0004423,869211,BACTERIAL,"Spirochaeta thermophila Z-1203, DSM 6578",Spirochaeta thermophila,Xylan degrader
Go0004436,28051,BACTERIAL,Lachnospira multipara D32,Lachnospira multipara,Cellulose degrader
Go0004457,1491,BACTERIAL,Clostridium botulinum 17B,Clostridium botulinum,Type A toxin producer
Go0004469,153948,BACTERIAL,Nitrosomonas sp. AL212,Nitrosomonas sp. AL212,Ammonia-oxidizer
Go0004469,153948,BACTERIAL,Nitrosomonas sp. AL212,Nitrosomonas sp. AL212,Nitrifying
Go0004478,29356,BACTERIAL,Clostridium chartatabidum DSM 5482,Clostridium chartatabidum,Cellulose degrader
Go0004498,768670,BACTERIAL,"Calditerrivibrio nitroreducens Yu37-1, DSM 19672",Calditerrivibrio nitroreducens,Nitrate reducer
Go0004499,926551,BACTERIAL,"Capnocytophaga cynodegmi E6447, DSM 19736",Capnocytophaga cynodegmi,Nitrate reducer
Go0004513,301302,BACTERIAL,Roseburia faecis CC123,Roseburia faecis,Cellulose degrader
Go0004517,40518,BACTERIAL,Ruminococcus bromii ATCC 27255,Ruminococcus bromii,Cellulose degrader
Go0004518,657314,BACTERIAL,Blautia obeum A2-162,Blautia obeum,Cellulose degrader
Go0004519,213810,BACTERIAL,Ruminococcus champanellensis 18P13,Ruminococcus champanellensis,Cellulose degrader
Go0004520,657313,BACTERIAL,Blautia torques L2-14,Blautia torques,Cellulose degrader
Go0004521,245012,BACTERIAL,Clostridiales sp. SM4/1,Clostridiales sp. SM4/1,Cellulose degrader
Go0004522,245014,BACTERIAL,Clostridiales sp. SS3/4,Clostridiales sp. SS3/4,Cellulose degrader
Go0004523,649756,BACTERIAL,Anaerostipes hadrus SSC/2,Anaerostipes hadrus,Cellulose degrader
Go0004567,643648,BACTERIAL,Syntrophothermus lipocalidus DSM 12680,Syntrophothermus lipocalidus,Syntrophic
Go0004587,457427,BACTERIAL,Streptomyces himastatinicus ATCC 53653,Streptomyces himastatinicus,Himastatin producer
Go0004627,649759,BACTERIAL,Oxalobacter formigenes DSM 4420,Oxalobacter formigenes,Oxalic acid degrader
Go0004654,862515,BACTERIAL,Prevotella marshii DSM 16973,Prevotella marshii,Saccharolytic
Go0004748,509191,BACTERIAL,"Hungateiclostridium cellulolyticum CD2, DSM 1870",Hungateiclostridium cellulolyticum,Cellulose degrader
Go0004750,573059,BACTERIAL,Desulfovibrio vulgaris RCH1,Desulfovibrio vulgaris,Hydrogen sulfide gas release
Go0004750,573059,BACTERIAL,Desulfovibrio vulgaris RCH1,Desulfovibrio vulgaris,Sulfate reducer
Go0004755,861360,BACTERIAL,Glutamicibacter arilaitensis re117,Glutamicibacter arilaitensis,Chlorophenol degrading
Go0004756,573060,BACTERIAL,Acidovorax delafieldii 2AN,Acidovorax delafieldii,Iron oxidizer
Go0004771,591167,BACTERIAL,"Streptomyces flavogriseus IAF 45 CD, ATCC 33331",Streptomyces flavogriseus,Cellulose degrader
Go0004772,590998,BACTERIAL,"Cellulomonas fimi NRS 133, ATCC 484",Cellulomonas fimi,Biomass degrader
Go0004772,590998,BACTERIAL,"Cellulomonas fimi NRS 133, ATCC 484",Cellulomonas fimi,Cellulose degrader
Go0004772,590998,BACTERIAL,"Cellulomonas fimi NRS 133, ATCC 484",Cellulomonas fimi,Nitrate reducer
Go0004772,590998,BACTERIAL,"Cellulomonas fimi NRS 133, ATCC 484",Cellulomonas fimi,Xylan degrader
Go0004792,656024,BACTERIAL,Frankia symbiont of Datisca glomerata Dg1,Frankia symbiont of Datisca glomerata,Nitrogen fixation
Go0004795,435,BACTERIAL,Acetobacter aceti,Acetobacter aceti,Acid-producing
Go0004795,435,BACTERIAL,Acetobacter aceti,Acetobacter aceti,Nitrogen fixation
Go0004796,264203,BACTERIAL,"Zymomonas mobilis mobilis ZM4, ATCC 31821, Plasmid",Zymomonas mobilis,Ethanol production
Go0004815,915438,BACTERIAL,Prevotella oryzae DSM 17970,Prevotella oryzae,Xylan degrader
Go0004816,1449,BACTERIAL,"Amphibacillus xylanus Ep01, DSM 6626",Amphibacillus xylanus,Xylan degrader
Go0004825,508458,BACTERIAL,Synergistetes Syn_Fa1,(null),Aminoacids fermentor
Go0004825,508458,BACTERIAL,Synergistetes Syn_Fa1,(null),Dehalogenation
Go0004825,508458,BACTERIAL,Synergistetes Syn_Fa1,(null),Hydrogen production
Go0004855,717961,BACTERIAL,Eubacterium siraeum V10Sc8a,Eubacterium siraeum,Cellulose degrader
Go0004870,298654,BACTERIAL,Frankia inefficax EuI1c,Frankia inefficax,Nitrogen fixation
Go0004883,472759,BACTERIAL,Nitrosococcus halophilus Nc4,Nitrosococcus halophilus,Ammonia-oxidizer
Go0004883,472759,BACTERIAL,Nitrosococcus halophilus Nc4,Nitrosococcus halophilus,Nitrifying
Go0004903,158189,BACTERIAL,Sphaerochaeta globosa Buddy,Sphaerochaeta globosa,Utilize carbohydrates
Go0004914,596152,BACTERIAL,Desulfovibrio sp. U5L,Desulfovibrio sp. U5L,Hydrogen sulfide gas release
Go0004914,596152,BACTERIAL,Desulfovibrio sp. U5L,Desulfovibrio sp. U5L,Sulfate reducer
Go0004918,573061,BACTERIAL,"Clostridium cellulovorans 743B, ATCC 35296",Clostridium cellulovorans,Cellulose degrader
Go0004933,637911,BACTERIAL,Actinobacillus minor NM305,Actinobacillus minor,Sugars fermentor
Go0004987,634995,BACTERIAL,Desulfovibrio sp. H0407_2.3jLac,Desulfovibrio sp. H0407_2.3jLac,Hydrogen sulfide gas release
Go0004987,634995,BACTERIAL,Desulfovibrio sp. H0407_2.3jLac,Desulfovibrio sp. H0407_2.3jLac,Sulfate reducer
Go0005033,881,BACTERIAL,Desulfovibrio vulgaris Hildenborough UA2,Desulfovibrio vulgaris,Hydrogen sulfide gas release
Go0005033,881,BACTERIAL,Desulfovibrio vulgaris Hildenborough UA2,Desulfovibrio vulgaris,Sulfate reducer
Go0005039,158190,BACTERIAL,Sphaerochaeta pleomorpha Grapes,Sphaerochaeta pleomorpha,Utilize carbohydrates
Go0005042,862751,BACTERIAL,Streptomyces sp. Sv. ACTE SirexAA-E,Streptomyces sp. SirexAA-E,Cellulose degrader
Go0005055,881,BACTERIAL,Desulfovibrio vulgaris Hildenborough HA3,Desulfovibrio vulgaris,Hydrogen sulfide gas release
Go0005055,881,BACTERIAL,Desulfovibrio vulgaris Hildenborough HA3,Desulfovibrio vulgaris,Sulfate reducer
Go0005073,102129,BACTERIAL,Leptolyngbya sp. PCC 7375,Leptolyngbya sp. PCC 7375,Nitrogen fixation
Go0005078,536227,BACTERIAL,Clostridium carboxidivorans P7,Clostridium carboxidivorans,Acetogenic
Go0005078,536227,BACTERIAL,Clostridium carboxidivorans P7,Clostridium carboxidivorans,Solvent producer
Go0005097,1237085,ARCHAEAL,Candidatus Nitrososphaera gargensis Ga9-2,Candidatus Nitrososphaera gargensis Ga9-2,Ammonia-oxidizer
Go0005103,881,BACTERIAL,Desulfovibrio vulgaris Hildenborough 3-10,Desulfovibrio vulgaris,Hydrogen sulfide gas release
Go0005103,881,BACTERIAL,Desulfovibrio vulgaris Hildenborough 3-10,Desulfovibrio vulgaris,Sulfate reducer
Go0005104,881,BACTERIAL,Desulfovibrio vulgaris Hildenborough A-1,Desulfovibrio vulgaris,Hydrogen sulfide gas release
Go0005104,881,BACTERIAL,Desulfovibrio vulgaris Hildenborough A-1,Desulfovibrio vulgaris,Sulfate reducer
Go0005105,881,BACTERIAL,Desulfovibrio vulgaris Hildenborough 9-11,Desulfovibrio vulgaris,Hydrogen sulfide gas release
Go0005105,881,BACTERIAL,Desulfovibrio vulgaris Hildenborough 9-11,Desulfovibrio vulgaris,Sulfate reducer
Go0005115,402777,BACTERIAL,Kamptonema formosum PCC 6407,Kamptonema formosum,Nitrogen fixation
Go0005116,643473,BACTERIAL,Fortiea contorta PCC 7126,Fortiea contorta,Nitrogen fixation
Go0005117,1609288,BACTERIAL,Streptomyces sp. ACT-1 XylebKG-1,Streptomyces sp. ACT-1 XylebKG-1,Cellulose degrader
Go0005131,316,BACTERIAL,Pseudomonas stutzeri RCH2,Pseudomonas stutzeri,Denitrifying
Go0005137,645464,BACTERIAL,Campylobacter jejuni jejuni M1,Campylobacter jejuni,Auxotroph
Go0005139,717605,BACTERIAL,"Thermobacillus composti KWC4, DSM 18247",Thermobacillus composti,Xylan degrader
Go0005154,979226,BACTERIAL,"Cohnella panacarvi Gsoil 349, DSM 18696",Cohnella panacarvi,Xylan degrader
Go0005156,698762,BACTERIAL,"Thermanaeromonas toyohensis ToBE, DSM 14490",Thermanaeromonas toyohensis,Thiosulfate reducer
Go0005162,484021,BACTERIAL,Klebsiella pneumoniae NTUH-K2044,Klebsiella pneumoniae,Lactose fermenting
Go0005163,523844,ARCHAEAL,Methanosarcina thermophila TM-1,Methanosarcina thermophila,Methanogen
Go0005169,1185652,BACTERIAL,Sinorhizobium fredii USDA 257,Sinorhizobium fredii,Nitrogen fixation
Go0005169,1185652,BACTERIAL,Sinorhizobium fredii USDA 257,Sinorhizobium fredii,Nitrogen fixer- aerobic
Go0005183,755178,BACTERIAL,Cyanobacterium aponinum PCC 10605,Cyanobacterium aponinum,Nitrogen fixation
Go0005409,1170562,BACTERIAL,Calothrix parietina PCC 6303,Calothrix parietina,Nitrogen fixation
Go0005435,709032,BACTERIAL,"Sulfuricurvum kujiense YK-1, DSM 16994",Sulfuricurvum kujiense,Sulfide oxidizer
