PROJECT_ID	ORGANISM_ID	PROJECT_STATUS	ANALYSIS_PROJECT_ID	EST_SIZE
139797	133916	Permanent Draft	122575	5034048
139872	133991	Permanent Draft	123208	5256030
139873	133992	Permanent Draft	122519	4961909
7617	7617	Permanent Draft	59154	4410911
93924	93924	Permanent Draft	40961	2900053
93770	93770	Permanent Draft	48230	2821021
106298	106298	Complete and Published	69485	693241
140275	134392	Permanent Draft	122467	4259288
140276	134393	Permanent Draft	122468	4370592
140285	134402	Permanent Draft	119479	4323214
71227	71227	Permanent Draft	48532	4406327
37362	37362	Permanent Draft	57799	4750909
148720	37386	Permanent Draft	131199	3075136
37386	37386	Permanent Draft	81965	3087076
37527	37527	Complete and Published	21398	5877155
37568	37568	Permanent Draft	18178	8533276
140542	135700	Permanent Draft	121828	2929081
140543	135701	Permanent Draft	121870	2929232
140544	135702	Permanent Draft	121851	2874464
140545	135703	Permanent Draft	121857	2873835
48863	48863	Permanent Draft	41236	1710093
48869	48869	Complete and Published	21828	2427048
48875	48875	Permanent Draft	41933	4049274
127843	120158	Complete and Published	104840	4616094
127843	120158	Complete and Published	213625	4653220
48944	48944	Permanent Draft	49811	2864406
48992	48992	Permanent Draft	59968	2882663
48994	48994	Permanent Draft	59966	2856091
140223	134340	Permanent Draft	122326	6226814
140226	134343	Permanent Draft	122336	5703011
140231	134348	Permanent Draft	122346	5728411
40081	40081	Permanent Draft	30196	11124
42746	40087	Permanent Draft	13035	4947661
40087	40087	Permanent Draft	30271	25055
40098	40098	Permanent Draft	30821	65257
40103	40103	Permanent Draft	30840	48200
40110	40110	Permanent Draft	30795	5469
40173	40173	Permanent Draft	128205	5637039
139874	133993	Permanent Draft	122520	5221856
139875	133994	Permanent Draft	123207	5354603
139876	133995	Permanent Draft	122521	5661757
139908	134027	Permanent Draft	122642	4737239
2147	2147	Permanent Draft	31496	1063100
2147	2147	Permanent Draft	97829	1061378
2158	2158	Permanent Draft	31390	884046
2174	2174	Permanent Draft	31428	4058057
195594	2182	incomplete	170658	4927007
2182	2182	Permanent Draft	31464	4535833
2229	2229	Permanent Draft	31545	4658875
140286	134403	Permanent Draft	119463	4446237
140307	134424	Permanent Draft	119457	4521343
140308	134425	Permanent Draft	119398	4690147
140309	134426	Permanent Draft	119464	4204336
42640	42640	Permanent Draft	4724	3393923
42688	42688	Permanent Draft	24283	6918
140546	135704	Permanent Draft	119734	2878951
140549	135707	Permanent Draft	121811	2845992
140559	135717	Permanent Draft	121834	2921439
49004	49004	Permanent Draft	59876	2878983
49008	49008	Permanent Draft	42495	2798831
49030	49030	Permanent Draft	49817	2843424
49051	49051	Permanent Draft	59870	2887719
49075	49075	Permanent Draft	60054	2828765
49090	49090	Permanent Draft	41599	2914371
49094	49094	Permanent Draft	41596	2885527
70340	70340	Permanent Draft	44262	2881563
70389	70389	Permanent Draft	44311	2780130
70411	70411	Permanent Draft	44333	2711038
70418	70418	Permanent Draft	44340	2716607
70474	70474	Permanent Draft	49881	2845066
70711	70711	Permanent Draft	57351	2939930
140232	134349	Permanent Draft	122337	5915355
140233	134350	Permanent Draft	122348	5717495
140234	134351	Permanent Draft	122345	5740472
40209	40209	Permanent Draft	21569	3800099
44668	44668	Permanent Draft	128219	7515558
44676	44676	Permanent Draft	72413	1520397
44734	44734	Permanent Draft	72408	1092196
44791	44791	Permanent Draft	51592	4382821
139909	134028	Permanent Draft	122643	4837945
139910	134029	Permanent Draft	122646	4808724
139912	134031	Permanent Draft	122618	4674255
2293	2293	Complete and Published	31176	2534358
7106	2302	Permanent Draft	14141	4338576
2302	2302	Complete and Published	17998	4324184
2302	2302	Complete and Published	213622	4381540
2308	2308	Complete and Published	28993	2578146
82640	82640	Permanent Draft	55608	23696
82243	82243	Complete and Published	38100	2746
82659	82659	Permanent Draft	58156	19944
82471	82471	Permanent Draft	55618	11219
82483	82483	Complete and Published	36659	5823
82264	82264	Complete and Published	61194	50161
82672	82672	Complete and Published	37966	11484
82678	82678	Complete and Published	37970	127395
140310	134427	Permanent Draft	119501	4510571
140311	134428	Permanent Draft	119448	4501273
140312	134429	Permanent Draft	119400	4468571
184940	42936	Permanent Draft	163576	3110900
42936	42936	Permanent Draft	41191	3113956
47948	47948	Permanent Draft	51689	6794049
47953	47953	Permanent Draft	42127	6482332
140562	135720	Permanent Draft	121824	2953085
140565	135723	Permanent Draft	121840	2872082
140566	135724	Permanent Draft	121844	2923841
70492	70492	Permanent Draft	48867	2704984
70482	70482	Permanent Draft	48863	2800761
69938	69938	Permanent Draft	60455	2749662
69942	69942	Permanent Draft	60458	2751388
70524	70524	Permanent Draft	43602	2772398
70632	70632	Permanent Draft	57283	2833858
70727	70727	Permanent Draft	54815	2910309
39118	39118	Complete and Published	129603	2187595
44863	44863	Permanent Draft	51600	4380937
44915	44915	Permanent Draft	21651	4303314
1337	1337	Permanent Draft	28350	3834028
1342	1342	Permanent Draft	28922	2523039
1346	1346	Permanent Draft	30374	2775621
1386	1386	incomplete	12721	4758062
1395	1395	Complete and Published	28672	4067864
1399	1399	Permanent Draft	15193	5013840
1445	1445	Permanent Draft	28869	2237034
139913	134032	Permanent Draft	122619	5003537
139914	134033	Permanent Draft	122620	4799376
139958	134077	Permanent Draft	121894	2806980
82493	82493	Complete and Published	36669	34246
82691	82691	Complete and Published	35446	1378
82709	82709	Complete and Published	61761	8879
82725	82725	Permanent Draft	55922	25120
82321	82321	Complete and Published	36530	40679
95650	95650	Permanent Draft	51573	4194856
101070	101070	Permanent Draft	55321	2964685
84895	84895	Complete and Published	35502	6927
140319	134436	Permanent Draft	119524	4632549
140320	134437	Permanent Draft	119525	4564663
140321	134438	Permanent Draft	119526	4627335
48247	48247	Permanent Draft	41088	3795828
69673	69673	Permanent Draft	60759	2873561
69690	69690	Permanent Draft	60769	2902823
69787	69787	Permanent Draft	42733	2878963
69833	69833	Permanent Draft	48884	2902160
140569	135727	Permanent Draft	121849	2869100
140571	135729	Permanent Draft	121860	2859873
140572	135730	Permanent Draft	121863	2825051
140584	135742	Permanent Draft	121810	2901991
194203	43684	Permanent Draft	170459	4423874
140235	134352	Complete and Published	122342	5996223
140235	134352	Complete and Published	248417	5953920
140236	134353	Permanent Draft	122351	6062313
140237	134354	Permanent Draft	122339	5636754
1447	1447	Complete and Published	29213	2316838
1480	1480	Permanent Draft	28887	1604161
1492	1491	Complete and Published	28925	3914947
1490	1491	Complete and Published	28924	3999591
81244	81244	Complete and Published	61709	29467
81447	81447	Complete and Published	38029	1316
80909	80909	Complete and Published	61180	15048
81262	81262	Complete and Published	61246	2063
80926	80926	Complete and Published	40487	31301
81468	81468	Complete and Published	38043	161475
80939	80939	Complete and Published	32501	139962
84312	84312	Complete and Published	36037	1181549
139959	134078	Permanent Draft	121895	2090770
139961	134080	Permanent Draft	121897	3713113
139962	134081	Permanent Draft	121899	4199690
14336	14336	Permanent Draft	13764	5104704
94285	94285	Permanent Draft	59174	5726473
95659	95659	Permanent Draft	54361	7849420
80976	80976	Complete and Published	32440	3904
81250	81250	Complete and Published	61707	29514
98487	98487	Permanent Draft	54298	36568
98492	98492	Permanent Draft	53674	7621
104792	104792	Permanent Draft	59073	6377649
93655	93655	Permanent Draft	51438	3902091
140333	134450	Permanent Draft	119507	4520997
140334	134451	Permanent Draft	119478	4666735
140335	134452	Permanent Draft	119477	4610098
20301	20301	Permanent Draft	10081	1653445
37009	20334	Permanent Draft	18157	2820063
20334	20334	Permanent Draft	23773	2845164
25673	25673	Permanent Draft	2491	4178539
140500	134617	Permanent Draft	119133	2435432
140502	134619	Permanent Draft	119134	2452937
140508	134625	Permanent Draft	119093	2507452
140266	134383	Permanent Draft	122324	5283535
140267	134384	Permanent Draft	122325	4960106
42041	42041	Permanent Draft	30014	14402
42050	42050	Permanent Draft	58346	4384365
42071	42071	Permanent Draft	128217	5361872
47078	47078	Permanent Draft	5573	2404446
47126	47126	Permanent Draft	21698	4366429
140521	134638	Permanent Draft	119119	2581568
140532	134649	Permanent Draft	119151	2540284
140533	134650	Permanent Draft	119156	2540233
140534	134651	Permanent Draft	119104	2651549
24478	24478	Permanent Draft	128540	3460629
24615	24615	Permanent Draft	1309	4542875
24616	24616	Permanent Draft	1305	4919241
112907	28882	Permanent Draft	70610	7002527
103923	103923	incomplete	58031	8145871
140621	135779	Permanent Draft	122921	2924945
140622	135780	Permanent Draft	122959	2920259
140625	135783	Permanent Draft	122925	2877136
140626	135784	Permanent Draft	122928	2878093
25707	25707	Permanent Draft	1081	6099553
25738	25738	Complete and Published	21061	4846195
25738	25738	Complete and Published	248277	4984410
25740	25740	Permanent Draft	21063	3248564
140511	134628	Permanent Draft	119163	2438799
74974	74974	Permanent Draft	51904	1807448
74816	74816	Permanent Draft	43704	4417947
75096	75096	Permanent Draft	48916	1832593
90445	76407	Permanent Draft	80237	128546
75121	75121	Permanent Draft	51824	1871962
74845	74845	Permanent Draft	48556	4426543
75371	75371	Permanent Draft	41103	3251558
82326	76417	Complete and Published	61211	168876
40890	40890	Permanent Draft	31713	4009660
40892	40892	Permanent Draft	31715	4104548
40903	40903	Permanent Draft	31810	4025654
140277	134394	Permanent Draft	119512	4616800
140278	134395	Permanent Draft	119494	4631941
140279	134396	Permanent Draft	119496	4609927
67884	67884	Permanent Draft	41942	3681709
140630	135788	Permanent Draft	119735	2921149
140631	135789	Permanent Draft	122935	2920407
140634	135792	Permanent Draft	122939	2850946
140635	135793	Permanent Draft	122941	2921165
113012	29031	Permanent Draft	70595	4254075
33203	33203	Permanent Draft	2385	3466234
140629	135787	Permanent Draft	122932	2898266
140639	135797	Permanent Draft	122944	2896642
140642	135800	Permanent Draft	122953	2871700
140644	135802	Permanent Draft	122955	2734163
148748	29992	Permanent Draft	131121	4187509
34261	34261	Permanent Draft	32016	3120246
34342	34342	Permanent Draft	17684	5158222
34437	34437	Permanent Draft	12712	4703019
140648	135806	Permanent Draft	122892	2926875
140649	135807	Permanent Draft	122883	2759749
140650	135808	Permanent Draft	122895	2896562
40912	40912	Permanent Draft	31865	4007799
40929	40929	Permanent Draft	31812	3943716
41004	41004	Permanent Draft	32219	3086694
144773	41069	Permanent Draft	124682	2830000
41069	41069	Permanent Draft	46433	2891564
41082	41082	Permanent Draft	53453	4505605
41094	41094	Permanent Draft	57867	4100685
41109	41109	Permanent Draft	31746	3294808
41156	41156	Permanent Draft	31873	4133820
140280	134397	Permanent Draft	119490	4653415
140281	134398	Permanent Draft	119495	4581525
140282	134399	Permanent Draft	119510	4714674
140290	134407	Permanent Draft	119486	4395669
36637	36637	Permanent Draft	21347	6908369
36661	36661	Permanent Draft	4248	3191482
36689	36689	Permanent Draft	4266	5035345
140638	135796	Permanent Draft	122942	2873690
140652	135810	Permanent Draft	122891	2743589
140653	135811	Permanent Draft	122885	2925500
33289	33289	Complete and Published	12597	5559008
33289	33289	Complete and Published	12598	5559008
19380	19380	Permanent Draft	41915	4184331
19464	19464	Permanent Draft	16340	2071185
140647	135805	Permanent Draft	122888	2858487
140657	135815	Permanent Draft	122897	2916996
140658	135816	Permanent Draft	122899	2771354
140663	135821	Permanent Draft	122902	2866044
34463	34463	Permanent Draft	14628	4389620
34473	34473	Permanent Draft	16120	11294072
34475	34475	Permanent Draft	53717	3418697
34483	34483	Permanent Draft	21190	7128857
20454	20454	Permanent Draft	14463	2008587
20475	20475	Permanent Draft	15792	1775627
20537	20537	Permanent Draft	20510	4627682
140651	135809	Permanent Draft	122884	2876744
140672	135830	Permanent Draft	119725	2918674
140674	135832	Permanent Draft	122913	2920834
36778	36778	Permanent Draft	21345	4864130
36868	36868	Permanent Draft	33045	880674
36889	36889	Permanent Draft	33041	875436
42075	42075	Complete and Published	69371	5583430
42078	42078	Permanent Draft	29746	11745
42136	42136	Permanent Draft	58368	4383916
42204	42204	Complete and Published	21790	1602007
19919	19919	Permanent Draft	17281	4303040
140935	136093	Permanent Draft	119532	4793692
19476	19476	Permanent Draft	11384	5343628
19489	19489	Permanent Draft	16096	4701258
19491	19491	Permanent Draft	16098	4626002
19492	19492	Permanent Draft	16097	4698471
19521	19521	Permanent Draft	23417	2932600
19569	19569	Permanent Draft	23512	2937742
24636	24636	Permanent Draft	2451	3372542
24672	24672	Permanent Draft	1049	4717612
140664	135822	Permanent Draft	122904	2916530
140676	135834	Permanent Draft	122915	2861393
140681	135839	Permanent Draft	122956	2879583
140682	135840	Permanent Draft	122960	2878277
20577	20577	Complete and Published	11460	1749971
20625	20625	Permanent Draft	14855	3975538
20639	20639	Permanent Draft	23827	2174541
20706	20706	Permanent Draft	23730	2840442
20709	20709	Permanent Draft	23726	2660942
20716	20716	Permanent Draft	23784	3117757
132418	25907	Permanent Draft	113258	6392428
140675	135833	Permanent Draft	122914	2877491
140686	135844	Permanent Draft	122917	2873855
140687	135845	Permanent Draft	122918	2876648
68664	68664	Permanent Draft	59611	2846128
68585	68585	Permanent Draft	59568	2942215
68609	68609	Permanent Draft	41362	2883708
68644	68644	Permanent Draft	59603	2825433
140291	134408	Permanent Draft	119506	4615806
140292	134409	Permanent Draft	119450	4437625
140293	134410	Permanent Draft	119459	4389349
70904	70904	Permanent Draft	48569	7167262
71280	71280	Permanent Draft	43178	4380667
71026	71026	Permanent Draft	39924	2108287
71284	71284	Permanent Draft	43181	4406263
70918	70918	Permanent Draft	41280	6045648
71164	71164	Permanent Draft	42995	4433569
70927	70927	Complete and Published	22898	5966222
36960	36960	Complete and Published	23950	5155034
140656	135814	Permanent Draft	122886	2925128
140679	135837	Permanent Draft	122958	2878121
140680	135838	Permanent Draft	122957	2846317
24756	24756	Permanent Draft	21057	2178733
24859	24859	Permanent Draft	11615	3959719
24859	24859	Permanent Draft	11616	4005806
130188	29172	Permanent Draft	106053	1572983
140683	135841	Permanent Draft	122961	2878064
140693	135851	Permanent Draft	119731	2874589
140694	135852	Permanent Draft	122922	2875078
140699	135857	Permanent Draft	119733	2888803
25969	25969	Permanent Draft	1412	2852324
26004	26004	Permanent Draft	2468	3509498
140702	135860	Permanent Draft	122933	2862908
140703	135861	Permanent Draft	122934	2961817
140704	135862	Permanent Draft	122937	2874525
140705	135863	Permanent Draft	122946	2876638
75411	75411	Permanent Draft	56339	4970425
75430	75430	Permanent Draft	51462	5278747
74952	74952	Permanent Draft	51909	1831300
140294	134411	Permanent Draft	119466	4498322
140295	134412	Permanent Draft	119462	4403749
140296	134413	Permanent Draft	119465	4488005
42230	42230	Permanent Draft	21522	5292693
42238	42238	Permanent Draft	18234	4848959
42256	42256	Permanent Draft	48295	3286423
42259	42259	Permanent Draft	49251	3286088
42268	42268	Permanent Draft	42068	5538364
141097	136255	Permanent Draft	122494	5127080
131654	29330	Permanent Draft	111688	4214843
33349	33349	Permanent Draft	128972	4737949
33411	33411	Permanent Draft	17537	1656189
140325	134442	Permanent Draft	119522	4565207
140326	134443	Permanent Draft	119523	4642319
140327	134444	Permanent Draft	119513	4631452
194200	30112	Permanent Draft	170458	2974143
34529	34529	Permanent Draft	17578	4731526
140159	134278	Permanent Draft	123181	4761825
140161	134280	Permanent Draft	122253	4603014
140165	134284	Permanent Draft	123192	4825904
75324	75324	Complete and Published	22922	3278034
75984	75984	Complete and Published	41979	1412401
75984	75984	Complete and Published	248358	1412400
41171	41171	Permanent Draft	31756	4062686
41172	41172	Permanent Draft	31757	4223332
41176	41176	Permanent Draft	53441	6046433
41287	41287	Permanent Draft	58317	4406360
41341	41341	Permanent Draft	31900	4035457
41383	41383	Permanent Draft	57886	4057970
139893	134012	Permanent Draft	122635	5085131
139894	134013	Permanent Draft	122636	5107289
139895	134014	Permanent Draft	122637	4904962
139896	134015	Permanent Draft	122638	4877720
69871	69871	Permanent Draft	60411	2722901
69872	69872	Permanent Draft	48619	2719944
69913	69913	Permanent Draft	60438	2779481
140547	135705	Permanent Draft	119736	2784632
140548	135706	Permanent Draft	121864	2884405
140550	135708	Permanent Draft	121813	2920934
140551	135709	Permanent Draft	119717	2855324
33490	33490	Permanent Draft	22948	4430205
33547	33547	Permanent Draft	3385	5181609
33554	33554	Permanent Draft	14204	3285441
33555	33555	Permanent Draft	14203	3284291
33596	33596	Permanent Draft	17506	1875248
33639	33639	Permanent Draft	24782	5092302
33643	33643	Permanent Draft	3387	5243134
19592	19592	Permanent Draft	20361	4676797
140403	134520	Permanent Draft	119437	4463102
140418	134535	Permanent Draft	119113	2507391
140419	134536	Permanent Draft	119172	2785209
34565	34565	Permanent Draft	17585	4729531
34600	34600	Complete and Published	17594	4733657
34664	34664	Permanent Draft	17928	5083031
34673	34673	Permanent Draft	17705	5521207
34674	34674	Permanent Draft	17706	5307566
34680	34680	Permanent Draft	17805	5269722
34698	34698	Permanent Draft	17945	5362018
70003	70003	Permanent Draft	60506	2792544
70128	70128	Permanent Draft	61895	2790811
140166	134285	Permanent Draft	123188	4497433
140167	134286	Permanent Draft	123159	4600745
140176	134295	Permanent Draft	123175	4830885
41421	41421	Permanent Draft	53498	4404437
41423	41423	Permanent Draft	53499	4054430
41432	41432	Permanent Draft	18214	5198029
140449	134566	Permanent Draft	119077	2466976
23707	23707	Complete and Published	69354	2729219
23716	23716	Permanent Draft	128715	8148874
23727	23727	Permanent Draft	128506	3522304
23732	23732	Permanent Draft	24727	1282634
23742	23742	Permanent Draft	20990	4045601
23746	23746	Permanent Draft	20983	3936091
23752	23752	Permanent Draft	128682	5165861
23788	23788	Permanent Draft	20993	4016748
140552	135710	Permanent Draft	121817	2874756
140553	135711	Permanent Draft	121816	2951004
140554	135712	Permanent Draft	119719	2898355
19633	19633	Permanent Draft	14271	2064143
19642	19642	Permanent Draft	15603	1970327
19652	19652	Permanent Draft	17375	4027255
19734	19734	Permanent Draft	17246	4034550
19845	19845	Permanent Draft	15462	1977272
19853	19853	Permanent Draft	20401	2192452
19869	19869	Permanent Draft	17260	4067217
19909	19909	Permanent Draft	17270	4339263
140420	134537	Permanent Draft	119173	2551341
140421	134538	Permanent Draft	119153	2486804
140422	134539	Permanent Draft	119139	2536941
70077	70077	Permanent Draft	61860	2744646
70078	70078	Permanent Draft	61861	2767054
69118	69118	Permanent Draft	57160	2867894
69404	69404	Permanent Draft	54140	2934939
69323	69323	Permanent Draft	60919	2892537
69416	69416	Permanent Draft	60964	2883696
69137	69137	Permanent Draft	60834	2780079
69242	69242	Permanent Draft	60885	2931306
69424	69424	Permanent Draft	60967	2814533
69268	69268	Permanent Draft	60897	2727611
140178	134297	Permanent Draft	123173	4769508
140185	134304	Permanent Draft	123176	4805250
140186	134305	Permanent Draft	123182	4602494
140187	134306	Permanent Draft	123178	4799517
46620	46620	Permanent Draft	15794	2033533
17669	17669	Permanent Draft	12136	867208
139897	134016	Permanent Draft	122639	4975411
139898	134017	Permanent Draft	122640	4800584
144167	28577	Permanent Draft	127325	4990943
223239	32623	Complete and Published	198532	2337760
140556	135714	Permanent Draft	121803	2852541
140557	135715	Permanent Draft	121797	2777970
140558	135716	Permanent Draft	121807	2823062
140423	134540	Permanent Draft	119171	2507924
140431	134548	Permanent Draft	119084	2605805
140432	134549	Permanent Draft	119083	2449701
140433	134550	Permanent Draft	119087	2456682
40258	40258	Permanent Draft	27637	35864
40279	40279	Permanent Draft	29103	19217
40319	40319	Permanent Draft	27546	6921
40344	40344	Permanent Draft	28477	63876
40350	40350	Permanent Draft	28681	5120
40541	40541	Permanent Draft	4805	2966424
71460	71460	Permanent Draft	53830	4410464
71489	71489	Permanent Draft	43504	4387281
76340	76340	Permanent Draft	39388	38834
139899	134018	Permanent Draft	122641	4844603
139900	134019	Permanent Draft	122591	5028380
139915	134034	Permanent Draft	122621	4563778
189600	32720	Complete and Published	172963	2141493
18797	18797	Permanent Draft	23608	3176873
140560	135718	Permanent Draft	121835	2873951
140561	135719	Permanent Draft	121822	2722882
140563	135721	Permanent Draft	121843	2874248
140564	135722	Permanent Draft	121841	2746862
113015	29608	Permanent Draft	70565	4992138
140440	134557	Permanent Draft	119053	2476405
140442	134559	Permanent Draft	119090	2666448
140446	134563	Permanent Draft	119066	2963988
40551	40551	Permanent Draft	36218	3151479
44922	44922	Permanent Draft	21667	4354917
44933	44933	Permanent Draft	58207	4407682
45004	45004	Permanent Draft	58214	4410727
45019	45019	Permanent Draft	51794	5126359
120794	45020	Permanent Draft	105773	4685044
45020	45020	Permanent Draft	51796	4848286
45093	45093	Permanent Draft	48429	4404685
140191	134310	Permanent Draft	123198	4601891
140192	134311	Permanent Draft	123202	4662734
140193	134312	Permanent Draft	123177	4731190
13224	13224	Permanent Draft	6699	6391170
75907	75907	Permanent Draft	32640	4935684
76251	76251	Permanent Draft	58613	57611
76270	76270	Permanent Draft	32404	47552
76283	76283	Permanent Draft	58401	452892
76287	76287	Permanent Draft	58619	247511
41442	41442	Permanent Draft	31913	4045749
41464	41464	Permanent Draft	19913	5221198
139916	134035	Permanent Draft	122622	5017360
139917	134036	Permanent Draft	122623	4859891
139918	134037	Permanent Draft	122624	4561478
139919	134038	Permanent Draft	122625	4561844
18808	18808	Permanent Draft	23612	3201354
18816	18816	Permanent Draft	2636	1103092
18897	18897	Permanent Draft	162	2768380
18932	18932	Permanent Draft	16468	5109141
18935	18935	Permanent Draft	15136	4231664
18946	18946	Permanent Draft	23653	2800540
23791	23791	Complete and Published	11970	1148342
23793	23793	Complete and Published	11971	1179818
140567	135725	Permanent Draft	121847	2916317
140568	135726	Permanent Draft	119727	2739625
140570	135728	Permanent Draft	121858	2896404
33690	33690	Permanent Draft	15239	3313916
33707	33707	Permanent Draft	17519	2876417
33731	33731	Permanent Draft	17548	1567375
145809	33863	Permanent Draft	124593	4524989
33863	33863	Permanent Draft	32093	4850447
33868	33868	Permanent Draft	16209	4553920
33875	33875	Permanent Draft	36663	1509734
33946	33946	Permanent Draft	3436	6452085
33963	33963	Permanent Draft	32021	3356935
34066	34066	incomplete	136116	6343233
140447	134564	Permanent Draft	119067	2488002
140448	134565	Permanent Draft	119072	2520197
140453	134570	Permanent Draft	119070	2604992
50143	50143	Permanent Draft	41420	2907393
50174	50174	Permanent Draft	59744	2825882
50195	50195	Permanent Draft	38727	2881315
50218	50218	Permanent Draft	42423	2901851
50258	50258	Permanent Draft	59825	2893293
50259	50259	Permanent Draft	42471	2897307
50312	50312	Permanent Draft	59818	2862526
50328	50328	Permanent Draft	59724	2856810
140228	134345	Permanent Draft	122354	5746089
140229	134346	Permanent Draft	122358	5588750
140230	134347	Permanent Draft	122356	5908555
41554	41554	Permanent Draft	51352	4008783
41557	41557	Permanent Draft	41080	4348232
41584	41584	Permanent Draft	51355	4130229
41585	41585	Permanent Draft	41926	3301760
41596	41596	Permanent Draft	40637	2772624
41674	41674	Permanent Draft	57883	4198049
46651	46651	Complete and Published	21818	910736
46652	46652	Permanent Draft	38556	3252191
23836	23836	Permanent Draft	24705	2101922
23862	23862	Permanent Draft	20951	3976592
23893	23893	Permanent Draft	21028	4524649
23904	23904	Permanent Draft	24665	2854414
23951	23951	Permanent Draft	24721	4486420
23961	23961	Permanent Draft	24671	2910537
24007	24007	Permanent Draft	24677	2873302
24071	24071	Permanent Draft	15484	3286204
24083	24083	Permanent Draft	13942	3279063
140573	135731	Permanent Draft	119739	2921634
140574	135732	Permanent Draft	119741	2897613
140575	135733	Permanent Draft	121866	2747316
140592	135750	Permanent Draft	121806	2881192
19918	19918	Permanent Draft	17280	4344765
19943	19943	Permanent Draft	17194	2260029
19956	19956	Permanent Draft	20389	2069548
19966	19966	Permanent Draft	15563	1880851
19984	19984	Permanent Draft	17354	4155053
19991	19991	Permanent Draft	20404	2050188
20057	20057	Permanent Draft	17295	4144185
20073	20073	Permanent Draft	14093	1720933
20082	20082	Permanent Draft	14174	2023933
140455	134572	Permanent Draft	119074	2393467
140459	134576	Permanent Draft	119062	2545882
140460	134577	Permanent Draft	119064	2536583
140461	134578	Permanent Draft	119073	2504075
50351	50351	Permanent Draft	58194	4383949
50362	50362	Permanent Draft	41538	2812731
50418	50418	Permanent Draft	42456	2909682
140246	134363	Permanent Draft	122352	5844616
140247	134364	Permanent Draft	122364	6347115
140248	134365	Permanent Draft	122320	5691506
13767	46761	Permanent Draft	25253	2681803
47020	47020	Permanent Draft	5663	4526071
71498	71498	Permanent Draft	43513	4406323
139920	134039	Permanent Draft	122587	4692386
139921	134040	Permanent Draft	122588	4681515
140002	134121	Permanent Draft	119297	4000028
140003	134122	Permanent Draft	119311	3655296
116551	28689	Permanent Draft	74794	4865231
140594	135752	Permanent Draft	121821	2742587
140595	135753	Permanent Draft	119720	2857574
140598	135756	Permanent Draft	121826	2871982
140599	135757	Permanent Draft	121827	2878848
25118	25118	Complete and Published	11655	2782313
25186	25186	Permanent Draft	12013	2897133
25299	25299	Permanent Draft	11495	2425481
140465	134582	Permanent Draft	119068	2581384
140468	134585	Permanent Draft	119048	2668101
140471	134588	Permanent Draft	119114	2517269
75782	75782	Permanent Draft	128498	7326056
40647	40647	Permanent Draft	18244	2714638
40756	40756	Permanent Draft	35964	1809358
140252	134369	Permanent Draft	122332	5842134
140253	134370	Permanent Draft	122335	5708738
140254	134371	Permanent Draft	122327	5633614
67887	67887	Permanent Draft	41110	5568996
68096	68096	Permanent Draft	42156	4699129
140004	134123	Permanent Draft	119262	3976093
140031	134150	Permanent Draft	119387	3998790
140032	134151	Permanent Draft	119386	3996505
140082	134201	Permanent Draft	119285	3936307
98656	32957	Permanent Draft	54339	2201
98657	32957	Permanent Draft	54340	2657
98655	32957	Permanent Draft	54338	6985
32989	32989	Permanent Draft	3355	9741376
140600	135758	Permanent Draft	119723	2915682
140603	135761	Permanent Draft	121829	2878273
140604	135762	Permanent Draft	121832	2921842
140605	135763	Permanent Draft	121833	2801501
84269	84269	Complete and Published	55877	62147
140473	134590	Permanent Draft	119128	2520920
140474	134591	Permanent Draft	119160	2496914
140475	134592	Permanent Draft	119126	2435388
40763	40763	Permanent Draft	35970	1910414
40775	40775	Permanent Draft	31853	4043685
40822	40822	Permanent Draft	128613	5151471
40874	40874	Permanent Draft	31854	4023294
40887	40887	Permanent Draft	32208	2987352
140261	134378	Permanent Draft	122321	6261522
140262	134379	Permanent Draft	122328	6203609
76304	76304	Complete and Published	58586	175430
75966	75966	Permanent Draft	54561	2482415
74775	74775	Permanent Draft	43666	4420670
75536	75536	Permanent Draft	56335	4760420
75568	75568	Permanent Draft	54917	4901577
75189	75189	Permanent Draft	51893	1821620
75564	75564	Permanent Draft	56372	5207327
75737	75737	Permanent Draft	128621	3986095
75219	75219	Permanent Draft	44385	4419088
140101	134220	Permanent Draft	119002	4948193
140102	134221	Permanent Draft	119021	4952058
140103	134222	Permanent Draft	118998	4951964
19103	19103	Permanent Draft	23556	3335622
122518	19153	Permanent Draft	98622	1515289
19153	19153	Permanent Draft	10464	1531782
19211	19211	Permanent Draft	10016	2974734
19222	19222	Permanent Draft	19658	4511336
19242	19242	Permanent Draft	228437	53935624
140606	135764	Permanent Draft	121836	2858009
140609	135767	Permanent Draft	121842	2878615
140618	135776	Permanent Draft	121852	2917418
140619	135777	Permanent Draft	121853	2876945
34092	34092	Permanent Draft	31998	3451111
34113	34113	Permanent Draft	31990	4431794
34158	34158	Permanent Draft	14144	5519124
34175	34175	Permanent Draft	15474	3546109
140476	134593	Permanent Draft	119170	2490661
140479	134596	Permanent Draft	119165	2371347
140480	134597	Permanent Draft	119148	2556947
140481	134598	Permanent Draft	119100	2533095
45635	45636	Permanent Draft	5364	4281274
45635	45636	Permanent Draft	42082	4310829
50428	50428	Permanent Draft	59713	2826021
50440	50440	Permanent Draft	42352	2872601
50457	50457	Permanent Draft	58180	4396691
140263	134380	Permanent Draft	122333	6496770
140264	134381	Permanent Draft	122355	5702073
140265	134382	Permanent Draft	122331	5192339
74785	74785	Permanent Draft	43676	4397609
41737	41737	Permanent Draft	21524	6870021
41747	41747	Permanent Draft	45910	3792204
