species_tax_id,species,host,data_source,pathogen
1504,Clostridium septicum,carnivora,Liamp-shaw,TRUE
1504,Clostridium septicum,primates,Liamp-shaw,TRUE
1504,Clostridium septicum,human,Liamp-shaw,TRUE
1504,Clostridium septicum,aves,Liamp-shaw,TRUE
1504,Clostridium septicum,mammalia,Liamp-shaw,TRUE
1504,Clostridium septicum,ungulates,Liamp-shaw,TRUE
1509,Clostridium sporogenes,human,Liamp-shaw,TRUE
1559,Clostridium tertium,aves,Liamp-shaw,TRUE
1559,Clostridium tertium,human,Liamp-shaw,TRUE
1559,Clostridium tertium,cetacea,Liamp-shaw,TRUE
1559,Clostridium tertium,ungulates,Liamp-shaw,TRUE
1513,Clostridium tetani,mammalia,Liamp-shaw,TRUE
1513,Clostridium tetani,primates,Liamp-shaw,TRUE
1513,Clostridium tetani,ungulates,Liamp-shaw,TRUE
1513,Clostridium tetani,human,Liamp-shaw,TRUE
1513,Clostridium tetani,carnivora,Liamp-shaw,TRUE
1267,Clostridium ventriculi,human,Liamp-shaw,TRUE
1267,Clostridium ventriculi,ungulates,Liamp-shaw,TRUE
1498,Hathewaya histolytica,human,Liamp-shaw,TRUE
1536,Hathewaya limosa,human,Liamp-shaw,TRUE
1536,Hathewaya limosa,carnivora,Liamp-shaw,TRUE
1536,Hathewaya limosa,ungulates,Liamp-shaw,TRUE
154046,Hungatella hathewayi,human,Liamp-shaw,TRUE
53442,Eubacterium callanderi,human,Liamp-shaw,TRUE
39481,[Eubacterium] combesii,human,Liamp-shaw,TRUE
1736,Eubacterium limosum,human,Liamp-shaw,TRUE
83339,Eubacterium multiforme,human,Liamp-shaw,TRUE
113287,Pseudoramibacter alactolyticus,human,Liamp-shaw,TRUE
33038,[Ruminococcus] gnavus,human,Liamp-shaw,TRUE
33035,Blautia producta,human,Liamp-shaw,TRUE
43997,Catonella morbi,human,Liamp-shaw,TRUE
467210,Lachnoanaerobaculum saburreum,human,Liamp-shaw,TRUE
617123,Lachnoanaerobaculum umeaense,human,Liamp-shaw,TRUE
180332,Robinsoniella peoriensis,human,Liamp-shaw,TRUE
180332,Robinsoniella peoriensis,cetacea,Liamp-shaw,TRUE
36835,[Clostridium] colinum,aves,Liamp-shaw,TRUE
1524,[Clostridium] piliforme,aves,Liamp-shaw,TRUE
1524,[Clostridium] piliforme,carnivora,Liamp-shaw,TRUE
1524,[Clostridium] piliforme,mammalia,Liamp-shaw,TRUE
1524,[Clostridium] piliforme,primates,Liamp-shaw,TRUE
1524,[Clostridium] piliforme,ungulates,Liamp-shaw,TRUE
1524,[Clostridium] piliforme,human,Liamp-shaw,TRUE
1524,[Clostridium] piliforme,rodentia,Liamp-shaw,TRUE
1263547,Oscillibacter ruminantium,human,Liamp-shaw,TRUE
2741,Peptococcus niger,human,Liamp-shaw,TRUE
2741,Peptococcus niger,ungulates,Liamp-shaw,TRUE
1496,Clostridioides difficile,carnivora,Liamp-shaw,TRUE
1496,Clostridioides difficile,mammalia,Liamp-shaw,TRUE
1496,Clostridioides difficile,primates,Liamp-shaw,TRUE
1496,Clostridioides difficile,human,Liamp-shaw,TRUE
1496,Clostridioides difficile,aves,Liamp-shaw,TRUE
1496,Clostridioides difficile,rodentia,Liamp-shaw,TRUE
1496,Clostridioides difficile,ungulates,Liamp-shaw,TRUE
143361,Filifactor alocis,human,Liamp-shaw,TRUE
29374,Filifactor villosus,carnivora,Liamp-shaw,TRUE
1737,[Eubacterium] tenue,human,Liamp-shaw,TRUE
1505,Paeniclostridium sordellii,carnivora,Liamp-shaw,TRUE
1505,Paeniclostridium sordellii,human,Liamp-shaw,TRUE
1505,Paeniclostridium sordellii,ungulates,Liamp-shaw,TRUE
39498,[Eubacterium] yurii,human,Liamp-shaw,TRUE
1261,Peptostreptococcus anaerobius,human,Liamp-shaw,TRUE
1261,Peptostreptococcus anaerobius,carnivora,Liamp-shaw,TRUE
36841,Terrisporobacter glycolicus,human,Liamp-shaw,TRUE
290052,Acetivibrio ethanolgignens,ungulates,Liamp-shaw,TRUE
169435,Anaerotruncus colihominis,human,Liamp-shaw,TRUE
236753,Fastidiosipila sanguinis,human,Liamp-shaw,TRUE
228924,Guggenheimella bovis,ungulates,Liamp-shaw,TRUE
86332,Mogibacterium pumilum,human,Liamp-shaw,TRUE
35519,Mogibacterium timidum,human,Liamp-shaw,TRUE
86333,Mogibacterium vescum,human,Liamp-shaw,TRUE
35517,[Eubacterium] brachy,human,Liamp-shaw,TRUE
35518,[Eubacterium] nodatum,human,Liamp-shaw,TRUE
51123,[Eubacterium] saphenum,human,Liamp-shaw,TRUE
143393,[Eubacterium] sulci,human,Liamp-shaw,TRUE
118748,Bulleidia extructa,human,Liamp-shaw,TRUE
31973,Eggerthia catenaformis,human,Liamp-shaw,TRUE
1522,[Clostridium] innocuum,human,Liamp-shaw,TRUE
1547,Erysipelatoclostridium ramosum,human,Liamp-shaw,TRUE
1648,Erysipelothrix rhusiopathiae,actinopterygii,Liamp-shaw,TRUE
1648,Erysipelothrix rhusiopathiae,aves,Liamp-shaw,TRUE
1648,Erysipelothrix rhusiopathiae,cetacea,Liamp-shaw,TRUE
1648,Erysipelothrix rhusiopathiae,human,Liamp-shaw,TRUE
1648,Erysipelothrix rhusiopathiae,carnivora,Liamp-shaw,TRUE
1648,Erysipelothrix rhusiopathiae,mammalia,Liamp-shaw,TRUE
1648,Erysipelothrix rhusiopathiae,reptilia,Liamp-shaw,TRUE
1648,Erysipelothrix rhusiopathiae,rodentia,Liamp-shaw,TRUE
1648,Erysipelothrix rhusiopathiae,ungulates,Liamp-shaw,TRUE
102148,Solobacterium moorei,human,Liamp-shaw,TRUE
905,Acidaminococcus fermentans,human,Liamp-shaw,TRUE
905,Acidaminococcus fermentans,ungulates,Liamp-shaw,TRUE
82203,Centipeda periodontii,human,Liamp-shaw,TRUE
671224,Selenomonas artemidis,human,Liamp-shaw,TRUE
135079,Selenomonas dianae,human,Liamp-shaw,TRUE
135080,Selenomonas flueggei,human,Liamp-shaw,TRUE
135082,Selenomonas infelix,human,Liamp-shaw,TRUE
135083,Selenomonas noxia,human,Liamp-shaw,TRUE
69823,Selenomonas sputigena,human,Liamp-shaw,TRUE
209880,Allisonella histaminiformans,ungulates,Liamp-shaw,TRUE
156456,Anaeroglobus geminatus,human,Liamp-shaw,TRUE
218538,Dialister invisus,human,Liamp-shaw,TRUE
39950,Dialister pneumosintes,human,Liamp-shaw,TRUE
39777,Veillonella atypica,human,Liamp-shaw,TRUE
419208,Veillonella denticariosi,human,Liamp-shaw,TRUE
39778,Veillonella dispar,human,Liamp-shaw,TRUE
187328,Veillonella montpellierensis,human,Liamp-shaw,TRUE
29466,Veillonella parvula,human,Liamp-shaw,TRUE
423477,Veillonella rogosae,human,Liamp-shaw,TRUE
33032,Anaerococcus lactolyticus,human,Liamp-shaw,TRUE
411577,Anaerococcus murdochii,human,Liamp-shaw,TRUE
33034,Anaerococcus prevotii,human,Liamp-shaw,TRUE
33037,Anaerococcus vaginalis,human,Liamp-shaw,TRUE
1260,Finegoldia magna,human,Liamp-shaw,TRUE
40091,Helcococcus kunzii,human,Liamp-shaw,TRUE
40091,Helcococcus kunzii,ungulates,Liamp-shaw,TRUE
72026,Helcococcus ovis,ungulates,Liamp-shaw,TRUE
33033,Parvimonas micra,human,Liamp-shaw,TRUE
1258,Peptoniphilus asaccharolyticus,human,Liamp-shaw,TRUE
755172,Peptoniphilus coxii,human,Liamp-shaw,TRUE
507750,Peptoniphilus duerdenii,human,Liamp-shaw,TRUE
54005,Peptoniphilus harei,human,Liamp-shaw,TRUE
755171,Peptoniphilus tyrrelliae,human,Liamp-shaw,TRUE
689904,Tissierella carlieri,human,Liamp-shaw,TRUE
43131,Tissierella praeacuta,human,Liamp-shaw,TRUE
43131,Tissierella praeacuta,ungulates,Liamp-shaw,TRUE
285729,Fusobacterium canifelinum,carnivora,Liamp-shaw,TRUE
134605,Fusobacterium equinum,ungulates,Liamp-shaw,TRUE
849,Fusobacterium gonidiaformans,human,Liamp-shaw,TRUE
850,Fusobacterium mortiferum,human,Liamp-shaw,TRUE
859,Fusobacterium necrophorum,aves,Liamp-shaw,TRUE
859,Fusobacterium necrophorum,mammalia,Liamp-shaw,TRUE
859,Fusobacterium necrophorum,ungulates,Liamp-shaw,TRUE
859,Fusobacterium necrophorum,human,Liamp-shaw,TRUE
851,Fusobacterium nucleatum,human,Liamp-shaw,TRUE
851,Fusobacterium nucleatum,ungulates,Liamp-shaw,TRUE
855,Fusobacterium simiae,primates,Liamp-shaw,TRUE
861,Fusobacterium ulcerans,human,Liamp-shaw,TRUE
856,Fusobacterium varium,human,Liamp-shaw,TRUE
40542,Leptotrichia buccalis,human,Liamp-shaw,TRUE
109328,Leptotrichia trevisanii,human,Liamp-shaw,TRUE
826,Sebaldella termitidis,primates,Liamp-shaw,TRUE
40543,Sneathia sanguinegens,human,Liamp-shaw,TRUE
1384509,Streptobacillus felis,carnivora,Liamp-shaw,TRUE
1162717,Streptobacillus hongkongensis,human,Liamp-shaw,TRUE
34105,Streptobacillus moniliformis,primates,Liamp-shaw,TRUE
34105,Streptobacillus moniliformis,human,Liamp-shaw,TRUE
34105,Streptobacillus moniliformis,mammalia,Liamp-shaw,TRUE
34105,Streptobacillus moniliformis,aves,Liamp-shaw,TRUE
34105,Streptobacillus moniliformis,rodentia,Liamp-shaw,TRUE
293,Brevundimonas diminuta,human,Liamp-shaw,TRUE
1325724,Brevundimonas vancanneytii,human,Liamp-shaw,TRUE
41276,Brevundimonas vesicularis,human,Liamp-shaw,TRUE
370622,Aureimonas altamirensis,human,Liamp-shaw,TRUE
52764,Bartonella alsatica,human,Liamp-shaw,TRUE
1318743,Bartonella ancashensis,human,Liamp-shaw,TRUE
774,Bartonella bacilliformis,human,Liamp-shaw,TRUE
155194,Bartonella bovis,ungulates,Liamp-shaw,TRUE
56426,Bartonella clarridgeiae,human,Liamp-shaw,TRUE
807,Bartonella elizabethae,human,Liamp-shaw,TRUE
33045,Bartonella grahamii,human,Liamp-shaw,TRUE
38323,Bartonella henselae,human,Liamp-shaw,TRUE
92181,Bartonella koehlerae,human,Liamp-shaw,TRUE
803,Bartonella quintana,human,Liamp-shaw,TRUE
395923,Bartonella rochalimae,human,Liamp-shaw,TRUE
373638,Bartonella tamiae,human,Liamp-shaw,TRUE
33047,Bartonella vinsonii,human,Liamp-shaw,TRUE
186739,Bartonella washoensis,human,Liamp-shaw,TRUE
151419,Bosea massiliensis,human,Liamp-shaw,TRUE
328552,Bradyrhizobium denitrificans,human,Liamp-shaw,TRUE
235,Brucella abortus,ungulates,Liamp-shaw,TRUE
235,Brucella abortus,human,Liamp-shaw,TRUE
235,Brucella abortus,carnivora,Liamp-shaw,TRUE
36855,Brucella canis,human,Liamp-shaw,TRUE
120577,Brucella ceti,human,Liamp-shaw,TRUE
120577,Brucella ceti,cetacea,Liamp-shaw,TRUE
1218315,Brucella inopinata,amphibia,Liamp-shaw,TRUE
1218315,Brucella inopinata,human,Liamp-shaw,TRUE
29459,Brucella melitensis,human,Liamp-shaw,TRUE
29459,Brucella melitensis,amphibia,Liamp-shaw,TRUE
29459,Brucella melitensis,ungulates,Liamp-shaw,TRUE
444163,Brucella microti,rodentia,Liamp-shaw,TRUE
236,Brucella ovis,ungulates,Liamp-shaw,TRUE
120576,Brucella pinnipedialis,human,Liamp-shaw,TRUE
29461,Brucella suis,human,Liamp-shaw,TRUE
29461,Brucella suis,mammalia,Liamp-shaw,TRUE
29461,Brucella suis,ungulates,Liamp-shaw,TRUE
529,Ochrobactrum anthropi,human,Liamp-shaw,TRUE
529,Ochrobactrum anthropi,amphibia,Liamp-shaw,TRUE
94625,Ochrobactrum intermedium,human,Liamp-shaw,TRUE
39956,Methylobacterium mesophilicum,human,Liamp-shaw,TRUE
29429,Methylobacterium zatmanii,human,Liamp-shaw,TRUE
358,Agrobacterium tumefaciens,human,Liamp-shaw,TRUE
195105,Haematobacter massiliensis,human,Liamp-shaw,TRUE
366616,Haematobacter missouriensis,human,Liamp-shaw,TRUE
147645,Paracoccus yeei,human,Liamp-shaw,TRUE
91915,Asaia bogorensis,human,Liamp-shaw,TRUE
415421,Asaia lannensis,human,Liamp-shaw,TRUE
204525,Roseomonas cervicalis,human,Liamp-shaw,TRUE
257708,Roseomonas gilardii,human,Liamp-shaw,TRUE
207340,Roseomonas mucosa,human,Liamp-shaw,TRUE
192,Azospirillum brasilense,human,Liamp-shaw,TRUE
171674,Inquilinus limosus,human,Liamp-shaw,TRUE
186733,Anaplasma bovis,ungulates,Liamp-shaw,TRUE
769,Anaplasma centrale,ungulates,Liamp-shaw,TRUE
770,Anaplasma marginale,ungulates,Liamp-shaw,TRUE
142058,Anaplasma ovis,ungulates,Liamp-shaw,TRUE
948,Anaplasma phagocytophilum,human,Liamp-shaw,TRUE
948,Anaplasma phagocytophilum,carnivora,Liamp-shaw,TRUE
948,Anaplasma phagocytophilum,ungulates,Liamp-shaw,TRUE
949,Anaplasma platys,human,Liamp-shaw,TRUE
944,Ehrlichia canis,human,Liamp-shaw,TRUE
944,Ehrlichia canis,carnivora,Liamp-shaw,TRUE
945,Ehrlichia chaffeensis,human,Liamp-shaw,TRUE
947,Ehrlichia ewingii,human,Liamp-shaw,TRUE
35795,Ehrlichia muris,human,Liamp-shaw,TRUE
779,Ehrlichia ruminantium,ungulates,Liamp-shaw,TRUE
33994,Neorickettsia helminthoeca,carnivora,Liamp-shaw,TRUE
950,Neorickettsia risticii,ungulates,Liamp-shaw,TRUE
951,Neorickettsia sennetsu,human,Liamp-shaw,TRUE
784,Orientia tsutsugamushi,human,Liamp-shaw,TRUE
45262,Rickettsia aeschlimannii,human,Liamp-shaw,TRUE
35788,Rickettsia africae,human,Liamp-shaw,TRUE
786,Rickettsia akari,human,Liamp-shaw,TRUE
787,Rickettsia australis,human,Liamp-shaw,TRUE
781,Rickettsia conorii,human,Liamp-shaw,TRUE
42862,Rickettsia felis,human,Liamp-shaw,TRUE
226665,Rickettsia heilongjiangensis,human,Liamp-shaw,TRUE
35789,Rickettsia helvetica,human,Liamp-shaw,TRUE
37816,Rickettsia honei,human,Liamp-shaw,TRUE
35790,Rickettsia japonica,human,Liamp-shaw,TRUE
35791,Rickettsia massiliae,human,Liamp-shaw,TRUE
35792,Rickettsia parkeri,human,Liamp-shaw,TRUE
782,Rickettsia prowazekii,human,Liamp-shaw,TRUE
369822,Rickettsia raoultii,human,Liamp-shaw,TRUE
783,Rickettsia rickettsii,human,Liamp-shaw,TRUE
35793,Rickettsia sibirica,human,Liamp-shaw,TRUE
35794,Rickettsia slovaca,human,Liamp-shaw,TRUE
334545,Rickettsia tamurae,human,Liamp-shaw,TRUE
785,Rickettsia typhi,human,Liamp-shaw,TRUE
785,Rickettsia typhi,rodentia,Liamp-shaw,TRUE
13689,Sphingomonas paucimobilis,human,Liamp-shaw,TRUE
1287736,Achromobacter aegrifaciens,human,Liamp-shaw,TRUE
1389935,Achromobacter animicus,human,Liamp-shaw,TRUE
1287737,Achromobacter anxifer,human,Liamp-shaw,TRUE
32002,Achromobacter denitrificans,human,Liamp-shaw,TRUE
1287738,Achromobacter dolens,human,Liamp-shaw,TRUE
217204,Achromobacter insolitus,human,Liamp-shaw,TRUE
1287735,Achromobacter insuavis,human,Liamp-shaw,TRUE
470868,Achromobacter marplatensis,human,Liamp-shaw,TRUE
1389922,Achromobacter mucicolens,human,Liamp-shaw,TRUE
72556,Achromobacter piechaudii,human,Liamp-shaw,TRUE
1389932,Achromobacter pulmonis,human,Liamp-shaw,TRUE
72557,Achromobacter ruhlandii,human,Liamp-shaw,TRUE
217203,Achromobacter spanius,human,Liamp-shaw,TRUE
85698,Achromobacter xylosoxidans,human,Liamp-shaw,TRUE
85698,Achromobacter xylosoxidans,mammalia,Liamp-shaw,TRUE
85698,Achromobacter xylosoxidans,ungulates,Liamp-shaw,TRUE
511,Alcaligenes faecalis,human,Liamp-shaw,TRUE
511,Alcaligenes faecalis,aves,Liamp-shaw,TRUE
521,Bordetella avium,aves,Liamp-shaw,TRUE
521,Bordetella avium,human,Liamp-shaw,TRUE
518,Bordetella bronchiseptica,carnivora,Liamp-shaw,TRUE
518,Bordetella bronchiseptica,mammalia,Liamp-shaw,TRUE
518,Bordetella bronchiseptica,primates,Liamp-shaw,TRUE
518,Bordetella bronchiseptica,human,Liamp-shaw,TRUE
518,Bordetella bronchiseptica,rodentia,Liamp-shaw,TRUE
518,Bordetella bronchiseptica,ungulates,Liamp-shaw,TRUE
103855,Bordetella hinzii,human,Liamp-shaw,TRUE
103855,Bordetella hinzii,aves,Liamp-shaw,TRUE
35814,Bordetella holmesii,human,Liamp-shaw,TRUE
519,Bordetella parapertussis,human,Liamp-shaw,TRUE
519,Bordetella parapertussis,ungulates,Liamp-shaw,TRUE
520,Bordetella pertussis,human,Liamp-shaw,TRUE
94624,Bordetella petrii,human,Liamp-shaw,TRUE
123899,Bordetella trematum,human,Liamp-shaw,TRUE
124225,Brackiella oedipodis,primates,Liamp-shaw,TRUE
206506,Kerstersia gyiorum,human,Liamp-shaw,TRUE
206505,Kerstersia similis,human,Liamp-shaw,TRUE
90244,Oligella ureolytica,human,Liamp-shaw,TRUE
90245,Oligella urethralis,human,Liamp-shaw,TRUE
106147,Pelistega europaea,aves,Liamp-shaw,TRUE
29575,Taylorella equigenitalis,ungulates,Liamp-shaw,TRUE
95486,Burkholderia cenocepacia,human,Liamp-shaw,TRUE
292,Burkholderia cepacia,human,Liamp-shaw,TRUE
292,Burkholderia cepacia,ungulates,Liamp-shaw,TRUE
488447,Burkholderia contaminans,human,Liamp-shaw,TRUE
488447,Burkholderia contaminans,ungulates,Liamp-shaw,TRUE
488732,Burkholderia diffusa,human,Liamp-shaw,TRUE
152500,Burkholderia dolosa,human,Liamp-shaw,TRUE
28095,Burkholderia gladioli,human,Liamp-shaw,TRUE
28095,Burkholderia gladioli,rodentia,Liamp-shaw,TRUE
482957,Burkholderia lata,human,Liamp-shaw,TRUE
488446,Burkholderia latens,human,Liamp-shaw,TRUE
13373,Burkholderia mallei,carnivora,Liamp-shaw,TRUE
13373,Burkholderia mallei,human,Liamp-shaw,TRUE
13373,Burkholderia mallei,ungulates,Liamp-shaw,TRUE
488729,Burkholderia metallica,human,Liamp-shaw,TRUE
87883,Burkholderia multivorans,human,Liamp-shaw,TRUE
342113,Burkholderia oklahomensis,human,Liamp-shaw,TRUE
28450,Burkholderia pseudomallei,aves,Liamp-shaw,TRUE
28450,Burkholderia pseudomallei,carnivora,Liamp-shaw,TRUE
28450,Burkholderia pseudomallei,cetacea,Liamp-shaw,TRUE
28450,Burkholderia pseudomallei,primates,Liamp-shaw,TRUE
28450,Burkholderia pseudomallei,reptilia,Liamp-shaw,TRUE
28450,Burkholderia pseudomallei,ungulates,Liamp-shaw,TRUE
28450,Burkholderia pseudomallei,human,Liamp-shaw,TRUE
60550,Burkholderia pyrrocinia,human,Liamp-shaw,TRUE
488731,Burkholderia seminalis,human,Liamp-shaw,TRUE
95485,Burkholderia stabilis,human,Liamp-shaw,TRUE
57975,Burkholderia thailandensis,human,Liamp-shaw,TRUE
101571,Burkholderia ubonensis,human,Liamp-shaw,TRUE
60552,Burkholderia vietnamiensis,human,Liamp-shaw,TRUE
82541,Cupriavidus gilardii,human,Liamp-shaw,TRUE
119219,Cupriavidus metallidurans,human,Liamp-shaw,TRUE
82633,Cupriavidus pauculus,human,Liamp-shaw,TRUE
195930,Cupriavidus respiraculi,human,Liamp-shaw,TRUE
93218,Pandoraea apista,human,Liamp-shaw,TRUE
93220,Pandoraea pnomenusa,human,Liamp-shaw,TRUE
93221,Pandoraea pulmonicola,human,Liamp-shaw,TRUE
93222,Pandoraea sputorum,human,Liamp-shaw,TRUE
190721,Ralstonia insidiosa,human,Liamp-shaw,TRUE
105219,Ralstonia mannitolilytica,human,Liamp-shaw,TRUE
329,Ralstonia pickettii,human,Liamp-shaw,TRUE
225992,Comamonas kerstersii,human,Liamp-shaw,TRUE
285,Comamonas testosteroni,human,Liamp-shaw,TRUE
80866,Delftia acidovorans,actinopterygii,Liamp-shaw,TRUE
80866,Delftia acidovorans,human,Liamp-shaw,TRUE
558537,Delftia lacustris,human,Liamp-shaw,TRUE
180282,Delftia tsuruhatensis,human,Liamp-shaw,TRUE
452922,Xenophilus aerolatus,human,Liamp-shaw,TRUE
945844,Massilia oculi,human,Liamp-shaw,TRUE
47229,Massilia timonae,human,Liamp-shaw,TRUE
40545,Sutterella wadsworthensis,human,Liamp-shaw,TRUE
394935,Chromobacterium haemolyticum,human,Liamp-shaw,TRUE
536,Chromobacterium violaceum,carnivora,Liamp-shaw,TRUE
536,Chromobacterium violaceum,mammalia,Liamp-shaw,TRUE
536,Chromobacterium violaceum,primates,Liamp-shaw,TRUE
536,Chromobacterium violaceum,reptilia,Liamp-shaw,TRUE
536,Chromobacterium violaceum,human,Liamp-shaw,TRUE
536,Chromobacterium violaceum,ungulates,Liamp-shaw,TRUE
168471,Laribacter hongkongensis,human,Liamp-shaw,TRUE
57480,Microvirgula aerodenitrificans,human,Liamp-shaw,TRUE
194196,Alysiella filiformis,ungulates,Liamp-shaw,TRUE
539,Eikenella corrodens,primates,Liamp-shaw,TRUE
539,Eikenella corrodens,human,Liamp-shaw,TRUE
539,Eikenella corrodens,ungulates,Liamp-shaw,TRUE
502,Kingella denitrificans,human,Liamp-shaw,TRUE
504,Kingella kingae,human,Liamp-shaw,TRUE
326522,Neisseria animaloris,human,Liamp-shaw,TRUE
267212,Neisseria bacilliformis,human,Liamp-shaw,TRUE
493,Neisseria canis,human,Liamp-shaw,TRUE
483,Neisseria cinerea,human,Liamp-shaw,TRUE
495,Neisseria elongata,human,Liamp-shaw,TRUE
484,Neisseria flavescens,human,Liamp-shaw,TRUE
485,Neisseria gonorrhoeae,human,Liamp-shaw,TRUE
90242,Neisseria iguanae,reptilia,Liamp-shaw,TRUE
486,Neisseria lactamica,human,Liamp-shaw,TRUE
496,Neisseria macacae,human,Liamp-shaw,TRUE
487,Neisseria meningitidis,human,Liamp-shaw,TRUE
488,Neisseria mucosa,human,Liamp-shaw,TRUE
33053,Neisseria perflava,human,Liamp-shaw,TRUE
490,Neisseria sicca,human,Liamp-shaw,TRUE
28449,Neisseria subflava,human,Liamp-shaw,TRUE
28091,Neisseria weaveri,human,Liamp-shaw,TRUE
326523,Neisseria zoodegmatis,human,Liamp-shaw,TRUE
252130,Uruburuella suis,ungulates,Liamp-shaw,TRUE
132132,Desulfomicrobium orale,human,Liamp-shaw,TRUE
35833,Bilophila wadsworthia,human,Liamp-shaw,TRUE
876,Desulfovibrio desulfuricans,human,Liamp-shaw,TRUE
571438,Desulfovibrio legallii,human,Liamp-shaw,TRUE
901,Desulfovibrio piger,human,Liamp-shaw,TRUE
881,Desulfovibrio vulgaris,human,Liamp-shaw,TRUE
29546,Lawsonia intracellularis,primates,Liamp-shaw,TRUE
29546,Lawsonia intracellularis,ungulates,Liamp-shaw,TRUE
29546,Lawsonia intracellularis,mammalia,Liamp-shaw,TRUE
28197,Arcobacter butzleri,human,Liamp-shaw,TRUE
28197,Arcobacter butzleri,primates,Liamp-shaw,TRUE
28197,Arcobacter butzleri,ungulates,Liamp-shaw,TRUE
28200,Arcobacter skirrowii,human,Liamp-shaw,TRUE
28200,Arcobacter skirrowii,ungulates,Liamp-shaw,TRUE
195,Campylobacter coli,human,Liamp-shaw,TRUE
195,Campylobacter coli,aves,Liamp-shaw,TRUE
195,Campylobacter coli,carnivora,Liamp-shaw,TRUE
195,Campylobacter coli,ungulates,Liamp-shaw,TRUE
199,Campylobacter concisus,human,Liamp-shaw,TRUE
200,Campylobacter curvus,human,Liamp-shaw,TRUE
196,Campylobacter fetus,human,Liamp-shaw,TRUE
196,Campylobacter fetus,ungulates,Liamp-shaw,TRUE
824,Campylobacter gracilis,human,Liamp-shaw,TRUE
198,Campylobacter hyointestinalis,human,Liamp-shaw,TRUE
198,Campylobacter hyointestinalis,ungulates,Liamp-shaw,TRUE
260714,Campylobacter insulaenigrae,human,Liamp-shaw,TRUE
197,Campylobacter jejuni,human,Liamp-shaw,TRUE
197,Campylobacter jejuni,aves,Liamp-shaw,TRUE
197,Campylobacter jejuni,carnivora,Liamp-shaw,TRUE
197,Campylobacter jejuni,ungulates,Liamp-shaw,TRUE
75658,Campylobacter lanienae,human,Liamp-shaw,TRUE
201,Campylobacter lari,human,Liamp-shaw,TRUE
202,Campylobacter mucosalis,human,Liamp-shaw,TRUE
203,Campylobacter rectus,human,Liamp-shaw,TRUE
204,Campylobacter showae,human,Liamp-shaw,TRUE
206,Campylobacter sputorum,human,Liamp-shaw,TRUE
28080,Campylobacter upsaliensis,human,Liamp-shaw,TRUE
28080,Campylobacter upsaliensis,carnivora,Liamp-shaw,TRUE
827,Campylobacter ureolyticus,human,Liamp-shaw,TRUE
212,Helicobacter acinonychis,carnivora,Liamp-shaw,TRUE
137778,Helicobacter aurati,rodentia,Liamp-shaw,TRUE
37372,Helicobacter bilis,human,Liamp-shaw,TRUE
37372,Helicobacter bilis,rodentia,Liamp-shaw,TRUE
56877,Helicobacter bizzozeronii,human,Liamp-shaw,TRUE
123841,Helicobacter canadensis,human,Liamp-shaw,TRUE
29419,Helicobacter canis,carnivora,Liamp-shaw,TRUE
29419,Helicobacter canis,human,Liamp-shaw,TRUE
138563,Helicobacter cetorum,cetacea,Liamp-shaw,TRUE
45498,Helicobacter cholecystus,rodentia,Liamp-shaw,TRUE
213,Helicobacter cinaedi,human,Liamp-shaw,TRUE
213,Helicobacter cinaedi,primates,Liamp-shaw,TRUE
214,Helicobacter felis,carnivora,Liamp-shaw,TRUE
215,Helicobacter fennelliae,human,Liamp-shaw,TRUE
35817,Helicobacter heilmannii,human,Liamp-shaw,TRUE
32025,Helicobacter hepaticus,human,Liamp-shaw,TRUE
32025,Helicobacter hepaticus,rodentia,Liamp-shaw,TRUE
398626,Helicobacter macacae,primates,Liamp-shaw,TRUE
217,Helicobacter mustelae,carnivora,Liamp-shaw,TRUE
35818,Helicobacter pullorum,human,Liamp-shaw,TRUE
35818,Helicobacter pullorum,aves,Liamp-shaw,TRUE
210,Helicobacter pylori,human,Liamp-shaw,TRUE
210,Helicobacter pylori,carnivora,Liamp-shaw,TRUE
59617,Helicobacter rodentium,rodentia,Liamp-shaw,TRUE
104628,Helicobacter suis,human,Liamp-shaw,TRUE
104628,Helicobacter suis,ungulates,Liamp-shaw,TRUE
76936,Helicobacter typhlonius,rodentia,Liamp-shaw,TRUE
844,Wolinella succinogenes,human,Liamp-shaw,TRUE
656,Aeromonas allosaccharophila,actinopterygii,Liamp-shaw,TRUE
656,Aeromonas allosaccharophila,human,Liamp-shaw,TRUE
105751,Aeromonas bestiarum,actinopterygii,Liamp-shaw,TRUE
648,Aeromonas caviae,human,Liamp-shaw,TRUE
648,Aeromonas caviae,rodentia,Liamp-shaw,TRUE
196024,Aeromonas dhakensis,actinopterygii,Liamp-shaw,TRUE
196024,Aeromonas dhakensis,human,Liamp-shaw,TRUE
196024,Aeromonas dhakensis,cetacea,Liamp-shaw,TRUE
502790,Aeromonas diversa,human,Liamp-shaw,TRUE
29489,Aeromonas enteropelogenes,human,Liamp-shaw,TRUE
644,Aeromonas hydrophila,actinopterygii,Liamp-shaw,TRUE
644,Aeromonas hydrophila,aves,Liamp-shaw,TRUE
644,Aeromonas hydrophila,reptilia,Liamp-shaw,TRUE
644,Aeromonas hydrophila,human,Liamp-shaw,TRUE
644,Aeromonas hydrophila,amphibia,Liamp-shaw,TRUE
644,Aeromonas hydrophila,carnivora,Liamp-shaw,TRUE
644,Aeromonas hydrophila,mammalia,Liamp-shaw,TRUE
644,Aeromonas hydrophila,ungulates,Liamp-shaw,TRUE
